PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Zn_pct,Zn_pct_GMD,Zn_pct_LDD,Zn_pct_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500],Cu_pct[AAS42S|LDL:0.001|UDL:50],Zn_pct[AAS42S|LDL:0.001|UDL:5]
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01693,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.43,1.43,1.43,,,,,,,,,,,<2,ICP40B,2,10,3.32,ICP40B,0.01,15,16,ICP40B,3,10000,490,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.87,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,18,ICP40B,1,10000,6.1,ICP40B,0.5,10000,1.69,ICP40B,0.01,15,1.79,ICP40B,0.01,15,8.8,ICP40B,0.5,10000,25,ICP40B,1,10000,0.46,ICP40B,0.01,15,360,ICP40B,2,10000,2,ICP40B,1,10000,0.96,ICP40B,0.01,15,17,ICP40B,1,10000,0.03,ICP40B,0.01,15,20,ICP40B,2,10000,0.09,ICP40B,0.01,5,6,ICP40B,5,10000,3.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,320,ICP40B,0.5,5000,0.13,ICP40B,0.01,15,29,ICP40B,2,10000,<10,ICP40B,10,10000,7.3,ICP40B,0.5,10000,19,ICP40B,1,10000,38.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01693,1.43,1.43,-,-,-,-,-,-,-,-,-,-,<2,3.32,16,490,0.7,<5,0.87,<1,7,18,6.1,1.69,1.79,8.8,25,0.46,360,2,0.96,17,0.03,20,0.09,6,3.1,<10,320,0.13,29,<10,7.3,19,38.3,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01694,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.75,1.75,1.75,,,,,,,,,,,<2,ICP40B,2,10,4.39,ICP40B,0.01,15,46,ICP40B,3,10000,329,ICP40B,1,10000,2.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.30,ICP40B,0.01,15,<1,ICP40B,1,10000,9,ICP40B,1,10000,60,ICP40B,1,10000,7.8,ICP40B,0.5,10000,3.26,ICP40B,0.01,15,3.22,ICP40B,0.01,15,25.2,ICP40B,0.5,10000,44,ICP40B,1,10000,0.66,ICP40B,0.01,15,254,ICP40B,2,10000,3,ICP40B,1,10000,0.71,ICP40B,0.01,15,29,ICP40B,1,10000,0.04,ICP40B,0.01,15,11,ICP40B,2,10000,0.02,ICP40B,0.01,5,6,ICP40B,5,10000,7.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,86.3,ICP40B,0.5,5000,0.26,ICP40B,0.01,15,76,ICP40B,2,10000,<10,ICP40B,10,10000,10.1,ICP40B,0.5,10000,31,ICP40B,1,10000,70.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01694,1.75,1.75,-,-,-,-,-,-,-,-,-,-,<2,4.39,46,329,2.1,<5,0.30,<1,9,60,7.8,3.26,3.22,25.2,44,0.66,254,3,0.71,29,0.04,11,0.02,6,7.0,<10,86.3,0.26,76,<10,10.1,31,70.5,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01695,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,-,,,,,,,,,,,,,8,ICP40B,2,10,7.16,ICP40B,0.01,15,790,ICP40B,3,10000,230,ICP40B,1,10000,1.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.12,ICP40B,0.01,15,23,ICP40B,1,10000,551,ICP40B,1,10000,107,ICP40B,1,10000,4413,ICP40B,0.5,10000,5.59,ICP40B,0.01,15,1.61,ICP40B,0.01,15,19.1,ICP40B,0.5,10000,18,ICP40B,1,10000,1.95,ICP40B,0.01,15,865,ICP40B,2,10000,172,ICP40B,1,10000,2.40,ICP40B,0.01,15,448,ICP40B,1,10000,0.05,ICP40B,0.01,15,4083,ICP40B,2,10000,0.64,ICP40B,0.01,5,377,ICP40B,5,10000,18.6,ICP40B,0.5,10000,62,ICP40B,10,10000,178,ICP40B,0.5,5000,0.65,ICP40B,0.01,15,139,ICP40B,2,10000,<10,ICP40B,10,10000,2.9,ICP40B,0.5,10000,3954,ICP40B,1,10000,118,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01695,-,-,-,-,-,-,-,-,-,-,-,-,8,7.16,790,230,1.5,<5,4.12,23,551,107,4413,5.59,1.61,19.1,18,1.95,865,172,2.40,448,0.05,4083,0.64,377,18.6,62,178,0.65,139,<10,2.9,3954,118,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01696,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.20,1.20,1.20,,,,,,,,,,,<2,ICP40B,2,10,4.07,ICP40B,0.01,15,19,ICP40B,3,10000,362,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.45,ICP40B,0.01,15,<1,ICP40B,1,10000,6,ICP40B,1,10000,25,ICP40B,1,10000,7.3,ICP40B,0.5,10000,1.98,ICP40B,0.01,15,2.19,ICP40B,0.01,15,14.1,ICP40B,0.5,10000,34,ICP40B,1,10000,0.42,ICP40B,0.01,15,232,ICP40B,2,10000,2,ICP40B,1,10000,0.90,ICP40B,0.01,15,17,ICP40B,1,10000,0.04,ICP40B,0.01,15,13,ICP40B,2,10000,0.04,ICP40B,0.01,5,<5,ICP40B,5,10000,4.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,92.6,ICP40B,0.5,5000,0.16,ICP40B,0.01,15,40,ICP40B,2,10000,<10,ICP40B,10,10000,8.5,ICP40B,0.5,10000,19,ICP40B,1,10000,47.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01696,1.20,1.20,-,-,-,-,-,-,-,-,-,-,<2,4.07,19,362,0.9,<5,0.45,<1,6,25,7.3,1.98,2.19,14.1,34,0.42,232,2,0.90,17,0.04,13,0.04,<5,4.5,<10,92.6,0.16,40,<10,8.5,19,47.0,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01697,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.61,1.61,1.61,,,,,,,,,,,<2,ICP40B,2,10,4.27,ICP40B,0.01,15,26,ICP40B,3,10000,318,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.50,ICP40B,0.01,15,<1,ICP40B,1,10000,6,ICP40B,1,10000,26,ICP40B,1,10000,6.5,ICP40B,0.5,10000,2.00,ICP40B,0.01,15,2.06,ICP40B,0.01,15,14.7,ICP40B,0.5,10000,35,ICP40B,1,10000,0.44,ICP40B,0.01,15,270,ICP40B,2,10000,2,ICP40B,1,10000,0.91,ICP40B,0.01,15,21,ICP40B,1,10000,0.04,ICP40B,0.01,15,11,ICP40B,2,10000,0.05,ICP40B,0.01,5,<5,ICP40B,5,10000,4.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,91.2,ICP40B,0.5,5000,0.18,ICP40B,0.01,15,43,ICP40B,2,10000,<10,ICP40B,10,10000,8.2,ICP40B,0.5,10000,21,ICP40B,1,10000,55.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01697,1.61,1.61,-,-,-,-,-,-,-,-,-,-,<2,4.27,26,318,1.0,<5,0.50,<1,6,26,6.5,2.00,2.06,14.7,35,0.44,270,2,0.91,21,0.04,11,0.05,<5,4.9,<10,91.2,0.18,43,<10,8.2,21,55.9,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01698,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.78,1.78,1.78,,,,,,,,,,,<2,ICP40B,2,10,3.97,ICP40B,0.01,15,14,ICP40B,3,10000,341,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.02,ICP40B,0.01,15,<1,ICP40B,1,10000,11,ICP40B,1,10000,31,ICP40B,1,10000,7.1,ICP40B,0.5,10000,2.15,ICP40B,0.01,15,1.82,ICP40B,0.01,15,11.7,ICP40B,0.5,10000,30,ICP40B,1,10000,0.87,ICP40B,0.01,15,880,ICP40B,2,10000,2,ICP40B,1,10000,0.92,ICP40B,0.01,15,24,ICP40B,1,10000,0.04,ICP40B,0.01,15,16,ICP40B,2,10000,0.17,ICP40B,0.01,5,5,ICP40B,5,10000,4.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,116,ICP40B,0.5,5000,0.15,ICP40B,0.01,15,36,ICP40B,2,10000,<10,ICP40B,10,10000,9.4,ICP40B,0.5,10000,34,ICP40B,1,10000,48.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01698,1.78,1.78,-,-,-,-,-,-,-,-,-,-,<2,3.97,14,341,0.8,<5,2.02,<1,11,31,7.1,2.15,1.82,11.7,30,0.87,880,2,0.92,24,0.04,16,0.17,5,4.6,<10,116,0.15,36,<10,9.4,34,48.8,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01699,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.75,1.75,1.75,,,,,,,,,,,<2,ICP40B,2,10,3.71,ICP40B,0.01,15,15,ICP40B,3,10000,320,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.82,ICP40B,0.01,15,<1,ICP40B,1,10000,9,ICP40B,1,10000,42,ICP40B,1,10000,8.4,ICP40B,0.5,10000,2.32,ICP40B,0.01,15,1.48,ICP40B,0.01,15,12.9,ICP40B,0.5,10000,32,ICP40B,1,10000,0.74,ICP40B,0.01,15,918,ICP40B,2,10000,3,ICP40B,1,10000,0.85,ICP40B,0.01,15,22,ICP40B,1,10000,0.03,ICP40B,0.01,15,13,ICP40B,2,10000,0.18,ICP40B,0.01,5,<5,ICP40B,5,10000,4.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,125,ICP40B,0.5,5000,0.14,ICP40B,0.01,15,37,ICP40B,2,10000,<10,ICP40B,10,10000,11.2,ICP40B,0.5,10000,32,ICP40B,1,10000,50.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01699,1.75,1.75,-,-,-,-,-,-,-,-,-,-,<2,3.71,15,320,0.7,<5,2.82,<1,9,42,8.4,2.32,1.48,12.9,32,0.74,918,3,0.85,22,0.03,13,0.18,<5,4.3,<10,125,0.14,37,<10,11.2,32,50.0,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01700,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.68,1.68,1.68,,,,,,,,,,,<2,ICP40B,2,10,3.84,ICP40B,0.01,15,24,ICP40B,3,10000,309,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.06,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,31,ICP40B,1,10000,7.2,ICP40B,0.5,10000,2.25,ICP40B,0.01,15,2.00,ICP40B,0.01,15,15.2,ICP40B,0.5,10000,33,ICP40B,1,10000,0.43,ICP40B,0.01,15,593,ICP40B,2,10000,3,ICP40B,1,10000,0.80,ICP40B,0.01,15,22,ICP40B,1,10000,0.04,ICP40B,0.01,15,12,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,5.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,76.9,ICP40B,0.5,5000,0.17,ICP40B,0.01,15,44,ICP40B,2,10000,<10,ICP40B,10,10000,10.3,ICP40B,0.5,10000,24,ICP40B,1,10000,55.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01700,1.68,1.68,-,-,-,-,-,-,-,-,-,-,<2,3.84,24,309,1.2,<5,2.06,<1,7,31,7.2,2.25,2.00,15.2,33,0.43,593,3,0.80,22,0.04,12,0.02,<5,5.5,<10,76.9,0.17,44,<10,10.3,24,55.4,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01701,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.74,1.74,1.74,,,,,,,,,,,<2,ICP40B,2,10,3.90,ICP40B,0.01,15,25,ICP40B,3,10000,257,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,3.17,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,42,ICP40B,1,10000,5.6,ICP40B,0.5,10000,2.57,ICP40B,0.01,15,1.62,ICP40B,0.01,15,13.3,ICP40B,0.5,10000,35,ICP40B,1,10000,0.42,ICP40B,0.01,15,872,ICP40B,2,10000,3,ICP40B,1,10000,0.68,ICP40B,0.01,15,23,ICP40B,1,10000,0.03,ICP40B,0.01,15,10,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,5.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,146,ICP40B,0.5,5000,0.14,ICP40B,0.01,15,41,ICP40B,2,10000,<10,ICP40B,10,10000,10.7,ICP40B,0.5,10000,28,ICP40B,1,10000,47.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01701,1.74,1.74,-,-,-,-,-,-,-,-,-,-,<2,3.90,25,257,1.0,<5,3.17,<1,8,42,5.6,2.57,1.62,13.3,35,0.42,872,3,0.68,23,0.03,10,0.02,<5,5.2,<10,146,0.14,41,<10,10.7,28,47.7,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01702,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.68,1.68,1.68,,,,,,,,,,,<2,ICP40B,2,10,4.70,ICP40B,0.01,15,21,ICP40B,3,10000,173,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,3.40,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,42,ICP40B,1,10000,8.4,ICP40B,0.5,10000,2.96,ICP40B,0.01,15,1.84,ICP40B,0.01,15,14.3,ICP40B,0.5,10000,45,ICP40B,1,10000,0.53,ICP40B,0.01,15,829,ICP40B,2,10000,3,ICP40B,1,10000,0.73,ICP40B,0.01,15,28,ICP40B,1,10000,0.03,ICP40B,0.01,15,14,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,7.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,87.6,ICP40B,0.5,5000,0.17,ICP40B,0.01,15,50,ICP40B,2,10000,<10,ICP40B,10,10000,11.8,ICP40B,0.5,10000,38,ICP40B,1,10000,52.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01702,1.68,1.68,-,-,-,-,-,-,-,-,-,-,<2,4.70,21,173,1.1,<5,3.40,<1,12,42,8.4,2.96,1.84,14.3,45,0.53,829,3,0.73,28,0.03,14,0.02,<5,7.1,<10,87.6,0.17,50,<10,11.8,38,52.5,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01703,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.74,1.74,1.74,,,,,,,,,,,<2,ICP40B,2,10,4.85,ICP40B,0.01,15,26,ICP40B,3,10000,260,ICP40B,1,10000,1.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.38,ICP40B,0.01,15,<1,ICP40B,1,10000,14,ICP40B,1,10000,40,ICP40B,1,10000,11.1,ICP40B,0.5,10000,3.48,ICP40B,0.01,15,2.78,ICP40B,0.01,15,16.0,ICP40B,0.5,10000,56,ICP40B,1,10000,0.74,ICP40B,0.01,15,550,ICP40B,2,10000,3,ICP40B,1,10000,0.83,ICP40B,0.01,15,33,ICP40B,1,10000,0.04,ICP40B,0.01,15,18,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,8.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,80.1,ICP40B,0.5,5000,0.22,ICP40B,0.01,15,72,ICP40B,2,10000,<10,ICP40B,10,10000,12.1,ICP40B,0.5,10000,47,ICP40B,1,10000,70.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01703,1.74,1.74,-,-,-,-,-,-,-,-,-,-,<2,4.85,26,260,1.8,<5,1.38,<1,14,40,11.1,3.48,2.78,16.0,56,0.74,550,3,0.83,33,0.04,18,0.02,<5,8.5,<10,80.1,0.22,72,<10,12.1,47,70.8,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01704,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.86,1.86,1.86,,,,,,,,,,,<2,ICP40B,2,10,6.22,ICP40B,0.01,15,20,ICP40B,3,10000,333,ICP40B,1,10000,1.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.55,ICP40B,0.01,15,<1,ICP40B,1,10000,16,ICP40B,1,10000,49,ICP40B,1,10000,11.8,ICP40B,0.5,10000,4.06,ICP40B,0.01,15,2.53,ICP40B,0.01,15,21.2,ICP40B,0.5,10000,70,ICP40B,1,10000,0.80,ICP40B,0.01,15,724,ICP40B,2,10000,3,ICP40B,1,10000,0.73,ICP40B,0.01,15,40,ICP40B,1,10000,0.05,ICP40B,0.01,15,14,ICP40B,2,10000,0.02,ICP40B,0.01,5,7,ICP40B,5,10000,9.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,105,ICP40B,0.5,5000,0.24,ICP40B,0.01,15,77,ICP40B,2,10000,<10,ICP40B,10,10000,12.5,ICP40B,0.5,10000,62,ICP40B,1,10000,71.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01704,1.86,1.86,-,-,-,-,-,-,-,-,-,-,<2,6.22,20,333,1.7,<5,1.55,<1,16,49,11.8,4.06,2.53,21.2,70,0.80,724,3,0.73,40,0.05,14,0.02,7,9.3,<10,105,0.24,77,<10,12.5,62,71.5,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01705,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,1.73,1.73,1.73,,,,,,,,,,,<2,ICP40B,2,10,1.83,ICP40B,0.01,15,15,ICP40B,3,10000,125,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,4,ICP40B,1,10000,12,ICP40B,1,10000,12.3,ICP40B,0.5,10000,0.94,ICP40B,0.01,15,0.71,ICP40B,0.01,15,7.4,ICP40B,0.5,10000,23,ICP40B,1,10000,1.76,ICP40B,0.01,15,183,ICP40B,2,10000,<1,ICP40B,1,10000,0.10,ICP40B,0.01,15,9,ICP40B,1,10000,0.02,ICP40B,0.01,15,10,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,2.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,1933,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,21,ICP40B,2,10000,<10,ICP40B,10,10000,4.0,ICP40B,0.5,10000,22,ICP40B,1,10000,17.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01705,1.73,1.73,-,-,-,-,-,-,-,-,-,-,<2,1.83,15,125,0.6,<5,>15,<1,4,12,12.3,0.94,0.71,7.4,23,1.76,183,<1,0.10,9,0.02,10,>5,<5,2.6,<10,1933,0.07,21,<10,4.0,22,17.1,-,-,-
Tannenberg,TR2502688,08-Nov-25,14-Nov-25,,PAL01706,Core,Drill Core,Drillhole,TR2502688     168             384,08-Nov-25,14-Nov-25,TR2502688,TR2502688     168             384,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,0.33,ICP40B,0.01,15,11,ICP40B,3,10000,37,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,3,ICP40B,1,10000,2.5,ICP40B,0.5,10000,0.35,ICP40B,0.01,15,0.13,ICP40B,0.01,15,1.8,ICP40B,0.5,10000,10,ICP40B,1,10000,1.74,ICP40B,0.01,15,127,ICP40B,2,10000,<1,ICP40B,1,10000,0.05,ICP40B,0.01,15,3,ICP40B,1,10000,<0.01,ICP40B,0.01,15,9,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,1292,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,6,ICP40B,2,10000,<10,ICP40B,10,10000,0.7,ICP40B,0.5,10000,14,ICP40B,1,10000,3.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5,PAL01706,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,0.33,11,37,<0.5,<5,>15,<1,<1,3,2.5,0.35,0.13,1.8,10,1.74,127,<1,0.05,3,<0.01,9,>5,<5,<0.5,<10,1292,0.01,6,<10,0.7,14,3.0,-,-,-
