PROJECTCOD,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD
Tannenberg Copper Project,,PAL01593,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,1.27,1.27,1.27,,,,,,,,,,,<2,ICP40B,2,10,0.48,ICP40B,0.01,15,<3,ICP40B,3,10000,40,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,7,ICP40B,1,10000,3.4,ICP40B,0.5,10000,0.21,ICP40B,0.01,15,0.11,ICP40B,0.01,15,3.0,ICP40B,0.5,10000,41,ICP40B,1,10000,1.77,ICP40B,0.01,15,58,ICP40B,2,10000,7,ICP40B,1,10000,0.22,ICP40B,0.01,15,4,ICP40B,1,10000,<0.01,ICP40B,0.01,15,15,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,0.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,2646,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,17,ICP40B,2,10000,<10,ICP40B,10,10000,1.8,ICP40B,0.5,10000,9,ICP40B,1,10000,7.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01594,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,2.32,2.32,2.32,,,,,,,,,,,<2,ICP40B,2,10,0.28,ICP40B,0.01,15,<3,ICP40B,3,10000,28,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,5,ICP40B,1,10000,3.3,ICP40B,0.5,10000,0.13,ICP40B,0.01,15,0.09,ICP40B,0.01,15,1.9,ICP40B,0.5,10000,61,ICP40B,1,10000,1.96,ICP40B,0.01,15,46,ICP40B,2,10000,3,ICP40B,1,10000,0.11,ICP40B,0.01,15,2,ICP40B,1,10000,<0.01,ICP40B,0.01,15,21,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,1943,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,10,ICP40B,2,10000,<10,ICP40B,10,10000,0.8,ICP40B,0.5,10000,11,ICP40B,1,10000,3.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01595,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,1.53,1.53,1.53,,,,,,,,,,,<2,ICP40B,2,10,0.53,ICP40B,0.01,15,<3,ICP40B,3,10000,16,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,1,ICP40B,1,10000,3.1,ICP40B,0.5,10000,0.50,ICP40B,0.01,15,0.15,ICP40B,0.01,15,3.4,ICP40B,0.5,10000,9,ICP40B,1,10000,12.2,ICP40B,0.01,15,732,ICP40B,2,10000,<1,ICP40B,1,10000,0.03,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,14,ICP40B,2,10000,0.16,ICP40B,0.01,5,<5,ICP40B,5,10000,0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,53.2,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,3.4,ICP40B,0.5,10000,65,ICP40B,1,10000,9.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01596,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,2.89,2.89,2.89,,,,,,,,,,,<2,ICP40B,2,10,0.22,ICP40B,0.01,15,<3,ICP40B,3,10000,11,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,3,ICP40B,1,10000,2.1,ICP40B,0.5,10000,0.11,ICP40B,0.01,15,0.11,ICP40B,0.01,15,1.7,ICP40B,0.5,10000,113,ICP40B,1,10000,1.21,ICP40B,0.01,15,35,ICP40B,2,10000,5,ICP40B,1,10000,0.07,ICP40B,0.01,15,3,ICP40B,1,10000,<0.01,ICP40B,0.01,15,13,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,2201,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,4,ICP40B,2,10000,<10,ICP40B,10,10000,0.6,ICP40B,0.5,10000,16,ICP40B,1,10000,2.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01597,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,1.86,1.86,1.86,,,,,,,,,,,<2,ICP40B,2,10,0.12,ICP40B,0.01,15,<3,ICP40B,3,10000,33,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,1.5,ICP40B,0.5,10000,0.08,ICP40B,0.01,15,0.04,ICP40B,0.01,15,1.2,ICP40B,0.5,10000,24,ICP40B,1,10000,0.57,ICP40B,0.01,15,21,ICP40B,2,10000,2,ICP40B,1,10000,0.05,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,9,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,3475,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,11,ICP40B,1,10000,1.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01598,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,1.68,1.68,1.68,,,,,,,,,,,<2,ICP40B,2,10,1.39,ICP40B,0.01,15,5,ICP40B,3,10000,56,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,12,ICP40B,1,10000,6.2,ICP40B,0.5,10000,0.74,ICP40B,0.01,15,0.47,ICP40B,0.01,15,7.3,ICP40B,0.5,10000,37,ICP40B,1,10000,0.78,ICP40B,0.01,15,138,ICP40B,2,10000,<1,ICP40B,1,10000,0.36,ICP40B,0.01,15,7,ICP40B,1,10000,0.01,ICP40B,0.01,15,10,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,2.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,3055,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,13,ICP40B,2,10000,<10,ICP40B,10,10000,5.2,ICP40B,0.5,10000,10,ICP40B,1,10000,14.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01599,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,1.51,1.51,1.51,,,,,,,,,,,<2,ICP40B,2,10,0.78,ICP40B,0.01,15,<3,ICP40B,3,10000,51,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,8,ICP40B,1,10000,3.3,ICP40B,0.5,10000,0.47,ICP40B,0.01,15,0.22,ICP40B,0.01,15,4.6,ICP40B,0.5,10000,18,ICP40B,1,10000,2.96,ICP40B,0.01,15,115,ICP40B,2,10000,<1,ICP40B,1,10000,0.29,ICP40B,0.01,15,4,ICP40B,1,10000,<0.01,ICP40B,0.01,15,7,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,1.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,4221,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,9,ICP40B,2,10000,<10,ICP40B,10,10000,2.8,ICP40B,0.5,10000,9,ICP40B,1,10000,9.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01600,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,2.69,2.69,2.69,,,,,,,,,,,<2,ICP40B,2,10,1.14,ICP40B,0.01,15,3,ICP40B,3,10000,47,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,11,ICP40B,1,10000,4.1,ICP40B,0.5,10000,0.65,ICP40B,0.01,15,0.34,ICP40B,0.01,15,5.2,ICP40B,0.5,10000,36,ICP40B,1,10000,6.23,ICP40B,0.01,15,129,ICP40B,2,10000,<1,ICP40B,1,10000,0.38,ICP40B,0.01,15,6,ICP40B,1,10000,0.01,ICP40B,0.01,15,12,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,2398,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,3.7,ICP40B,0.5,10000,18,ICP40B,1,10000,13.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01601,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,2.76,2.76,2.76,,,,,,,,,,,<2,ICP40B,2,10,0.34,ICP40B,0.01,15,<3,ICP40B,3,10000,24,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,4,ICP40B,1,10000,1.2,ICP40B,0.5,10000,0.28,ICP40B,0.01,15,0.09,ICP40B,0.01,15,2.5,ICP40B,0.5,10000,11,ICP40B,1,10000,4.75,ICP40B,0.01,15,65,ICP40B,2,10000,2,ICP40B,1,10000,0.19,ICP40B,0.01,15,1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,11,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,2767,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,4,ICP40B,2,10000,<10,ICP40B,10,10000,1.9,ICP40B,0.5,10000,10,ICP40B,1,10000,4.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01602,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,1.69,1.69,1.69,,,,,,,,,,,<2,ICP40B,2,10,0.12,ICP40B,0.01,15,<3,ICP40B,3,10000,4,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,1.7,ICP40B,0.5,10000,0.09,ICP40B,0.01,15,0.04,ICP40B,0.01,15,1.3,ICP40B,0.5,10000,8,ICP40B,1,10000,1.94,ICP40B,0.01,15,29,ICP40B,2,10000,1,ICP40B,1,10000,0.08,ICP40B,0.01,15,1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,5,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,1612,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,16,ICP40B,1,10000,1.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01603,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,1.83,1.83,1.83,,,,,,,,,,,<2,ICP40B,2,10,0.11,ICP40B,0.01,15,<3,ICP40B,3,10000,5,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,0.7,ICP40B,0.5,10000,0.05,ICP40B,0.01,15,0.04,ICP40B,0.01,15,1.1,ICP40B,0.5,10000,10,ICP40B,1,10000,1.54,ICP40B,0.01,15,24,ICP40B,2,10000,<1,ICP40B,1,10000,0.07,ICP40B,0.01,15,1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,5,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,1736,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,11,ICP40B,1,10000,1.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01604,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,1.37,1.37,1.37,,,,,,,,,,,<2,ICP40B,2,10,0.17,ICP40B,0.01,15,<3,ICP40B,3,10000,14,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,1.7,ICP40B,0.5,10000,0.07,ICP40B,0.01,15,0.06,ICP40B,0.01,15,1.6,ICP40B,0.5,10000,11,ICP40B,1,10000,1.19,ICP40B,0.01,15,44,ICP40B,2,10000,<1,ICP40B,1,10000,0.08,ICP40B,0.01,15,3,ICP40B,1,10000,<0.01,ICP40B,0.01,15,29,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,1761,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,2,ICP40B,2,10000,<10,ICP40B,10,10000,0.5,ICP40B,0.5,10000,73,ICP40B,1,10000,2.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01605,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,-,,,,,,,,,,,,,7,ICP40B,2,10,6.88,ICP40B,0.01,15,822,ICP40B,3,10000,228,ICP40B,1,10000,1.4,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.08,ICP40B,0.01,15,22,ICP40B,1,10000,545,ICP40B,1,10000,109,ICP40B,1,10000,4413,ICP40B,0.5,10000,5.43,ICP40B,0.01,15,1.61,ICP40B,0.01,15,18.5,ICP40B,0.5,10000,19,ICP40B,1,10000,1.91,ICP40B,0.01,15,865,ICP40B,2,10000,167,ICP40B,1,10000,2.37,ICP40B,0.01,15,439,ICP40B,1,10000,0.05,ICP40B,0.01,15,4083,ICP40B,2,10000,0.66,ICP40B,0.01,5,366,ICP40B,5,10000,19.1,ICP40B,0.5,10000,62,ICP40B,10,10000,178,ICP40B,0.5,5000,0.63,ICP40B,0.01,15,139,ICP40B,2,10000,<10,ICP40B,10,10000,2.9,ICP40B,0.5,10000,3837,ICP40B,1,10000,118,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01606,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.14,0.14,0.14,,,,,,,,,,,<2,ICP40B,2,10,2.64,ICP40B,0.01,15,18,ICP40B,3,10000,87,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,8,ICP40B,1,10000,7,ICP40B,1,10000,21,ICP40B,1,10000,287,ICP40B,0.5,10000,1.27,ICP40B,0.01,15,0.99,ICP40B,0.01,15,9.6,ICP40B,0.5,10000,57,ICP40B,1,10000,3.95,ICP40B,0.01,15,3931,ICP40B,2,10000,1,ICP40B,1,10000,0.36,ICP40B,0.01,15,20,ICP40B,1,10000,0.02,ICP40B,0.01,15,727,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,3.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,967,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,25,ICP40B,2,10000,<10,ICP40B,10,10000,6.7,ICP40B,0.5,10000,2727,ICP40B,1,10000,31.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01607,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.70,0.70,0.70,,,,,,,,,,,<2,ICP40B,2,10,2.33,ICP40B,0.01,15,10,ICP40B,3,10000,139,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,4,ICP40B,1,10000,4,ICP40B,1,10000,19,ICP40B,1,10000,71.9,ICP40B,0.5,10000,1.44,ICP40B,0.01,15,0.84,ICP40B,0.01,15,10.9,ICP40B,0.5,10000,48,ICP40B,1,10000,5.44,ICP40B,0.01,15,5803,ICP40B,2,10000,<1,ICP40B,1,10000,0.32,ICP40B,0.01,15,20,ICP40B,1,10000,0.02,ICP40B,0.01,15,1465,ICP40B,2,10000,0.85,ICP40B,0.01,5,<5,ICP40B,5,10000,3.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,876,ICP40B,0.5,5000,0.08,ICP40B,0.01,15,22,ICP40B,2,10000,<10,ICP40B,10,10000,8.9,ICP40B,0.5,10000,1289,ICP40B,1,10000,28.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01608,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,2.24,ICP40B,0.01,15,12,ICP40B,3,10000,134,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,3,ICP40B,1,10000,4,ICP40B,1,10000,19,ICP40B,1,10000,63.7,ICP40B,0.5,10000,1.37,ICP40B,0.01,15,0.82,ICP40B,0.01,15,10.5,ICP40B,0.5,10000,47,ICP40B,1,10000,5.25,ICP40B,0.01,15,5747,ICP40B,2,10000,<1,ICP40B,1,10000,0.31,ICP40B,0.01,15,19,ICP40B,1,10000,0.02,ICP40B,0.01,15,1328,ICP40B,2,10000,0.82,ICP40B,0.01,5,<5,ICP40B,5,10000,3.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,858,ICP40B,0.5,5000,0.08,ICP40B,0.01,15,25,ICP40B,2,10000,<10,ICP40B,10,10000,8.5,ICP40B,0.5,10000,1200,ICP40B,1,10000,28.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01609,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.42,0.42,0.42,,,,,,,,,,,<2,ICP40B,2,10,1.83,ICP40B,0.01,15,10,ICP40B,3,10000,139,ICP40B,1,10000,0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,9,ICP40B,1,10000,3,ICP40B,1,10000,15,ICP40B,1,10000,29.5,ICP40B,0.5,10000,1.17,ICP40B,0.01,15,0.67,ICP40B,0.01,15,9.9,ICP40B,0.5,10000,36,ICP40B,1,10000,4.40,ICP40B,0.01,15,5769,ICP40B,2,10000,<1,ICP40B,1,10000,0.25,ICP40B,0.01,15,18,ICP40B,1,10000,0.02,ICP40B,0.01,15,736,ICP40B,2,10000,1.57,ICP40B,0.01,5,<5,ICP40B,5,10000,2.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,860,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,18,ICP40B,2,10000,<10,ICP40B,10,10000,8.7,ICP40B,0.5,10000,3105,ICP40B,1,10000,24.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01610,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.71,0.71,0.71,,,,,,,,,,,<2,ICP40B,2,10,2.05,ICP40B,0.01,15,11,ICP40B,3,10000,205,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,3,ICP40B,1,10000,3,ICP40B,1,10000,19,ICP40B,1,10000,16.3,ICP40B,0.5,10000,1.16,ICP40B,0.01,15,0.76,ICP40B,0.01,15,9.4,ICP40B,0.5,10000,40,ICP40B,1,10000,4.52,ICP40B,0.01,15,5332,ICP40B,2,10000,<1,ICP40B,1,10000,0.32,ICP40B,0.01,15,15,ICP40B,1,10000,0.02,ICP40B,0.01,15,1098,ICP40B,2,10000,1.66,ICP40B,0.01,5,<5,ICP40B,5,10000,2.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,921,ICP40B,0.5,5000,0.08,ICP40B,0.01,15,21,ICP40B,2,10000,<10,ICP40B,10,10000,7.8,ICP40B,0.5,10000,1104,ICP40B,1,10000,25.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01611,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,1.05,1.05,1.05,500.0,79.80,20.20,399.0,101.0,20.0,85.00,15.00,17.0,3.0,<2,ICP40B,2,10,1.72,ICP40B,0.01,15,9,ICP40B,3,10000,283,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,2,ICP40B,1,10000,3,ICP40B,1,10000,15,ICP40B,1,10000,17.3,ICP40B,0.5,10000,1.06,ICP40B,0.01,15,0.60,ICP40B,0.01,15,8.9,ICP40B,0.5,10000,33,ICP40B,1,10000,4.14,ICP40B,0.01,15,5158,ICP40B,2,10000,<1,ICP40B,1,10000,0.34,ICP40B,0.01,15,13,ICP40B,1,10000,0.02,ICP40B,0.01,15,456,ICP40B,2,10000,1.76,ICP40B,0.01,5,<5,ICP40B,5,10000,2.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,1131,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,17,ICP40B,2,10000,<10,ICP40B,10,10000,7.5,ICP40B,0.5,10000,537,ICP40B,1,10000,24.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01612,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.53,0.53,0.53,,,,,,,,,,,<2,ICP40B,2,10,2.48,ICP40B,0.01,15,15,ICP40B,3,10000,860,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,5,ICP40B,1,10000,5,ICP40B,1,10000,24,ICP40B,1,10000,52.4,ICP40B,0.5,10000,1.44,ICP40B,0.01,15,0.84,ICP40B,0.01,15,10.3,ICP40B,0.5,10000,42,ICP40B,1,10000,5.49,ICP40B,0.01,15,5159,ICP40B,2,10000,1,ICP40B,1,10000,0.42,ICP40B,0.01,15,20,ICP40B,1,10000,0.03,ICP40B,0.01,15,652,ICP40B,2,10000,1.96,ICP40B,0.01,5,<5,ICP40B,5,10000,3.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,1764,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,24,ICP40B,2,10000,<10,ICP40B,10,10000,7.6,ICP40B,0.5,10000,1672,ICP40B,1,10000,38.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
