PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500]
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01250,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,4.18,4.18,4.18,,,,,,,,,,,<2,ICP40B,2,10,2.29,ICP40B,0.01,15,15,ICP40B,3,10000,106,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,4,ICP40B,1,10000,17,ICP40B,1,10000,10.1,ICP40B,0.5,10000,0.94,ICP40B,0.01,15,0.99,ICP40B,0.01,15,15.4,ICP40B,0.5,10000,20,ICP40B,1,10000,0.40,ICP40B,0.01,15,1186,ICP40B,2,10000,1,ICP40B,1,10000,0.07,ICP40B,0.01,15,8,ICP40B,1,10000,0.02,ICP40B,0.01,15,5,ICP40B,2,10000,0.33,ICP40B,0.01,5,<5,ICP40B,5,10000,4.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,336,ICP40B,0.5,5000,0.09,ICP40B,0.01,15,25,ICP40B,2,10000,<10,ICP40B,10,10000,13.2,ICP40B,0.5,10000,11,ICP40B,1,10000,23.4,ICP40B,0.5,10000,,AAS42S,5,500,PAL01250,4.18,4.18,-,-,-,-,-,-,-,-,-,-,<2,2.29,15,106,0.9,<5,>15,<1,4,17,10.1,0.94,0.99,15.4,20,0.40,1186,1,0.07,8,0.02,5,0.33,<5,4.2,<10,336,0.09,25,<10,13.2,11,23.4,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01251,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,-,,,,,,,,,,,,,8,ICP40B,2,10,7.16,ICP40B,0.01,15,839,ICP40B,3,10000,230,ICP40B,1,10000,1.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.16,ICP40B,0.01,15,23,ICP40B,1,10000,562,ICP40B,1,10000,112,ICP40B,1,10000,4545,ICP40B,0.5,10000,5.59,ICP40B,0.01,15,1.67,ICP40B,0.01,15,18.9,ICP40B,0.5,10000,18,ICP40B,1,10000,2.01,ICP40B,0.01,15,874,ICP40B,2,10000,177,ICP40B,1,10000,2.42,ICP40B,0.01,15,457,ICP40B,1,10000,0.05,ICP40B,0.01,15,4000,ICP40B,2,10000,0.67,ICP40B,0.01,5,380,ICP40B,5,10000,19.7,ICP40B,0.5,10000,64,ICP40B,10,10000,175,ICP40B,0.5,5000,0.63,ICP40B,0.01,15,142,ICP40B,2,10000,<10,ICP40B,10,10000,2.9,ICP40B,0.5,10000,3993,ICP40B,1,10000,122,ICP40B,0.5,10000,,AAS42S,5,500,PAL01251,-,-,-,-,-,-,-,-,-,-,-,-,8,7.16,839,230,1.5,<5,4.16,23,562,112,4545,5.59,1.67,18.9,18,2.01,874,177,2.42,457,0.05,4000,0.67,380,19.7,64,175,0.63,142,<10,2.9,3993,122,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01252,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,3.58,3.58,3.58,,,,,,,,,,,<2,ICP40B,2,10,3.88,ICP40B,0.01,15,26,ICP40B,3,10000,210,ICP40B,1,10000,1.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,11,ICP40B,1,10000,19,ICP40B,1,10000,54.8,ICP40B,0.5,10000,1.28,ICP40B,0.01,15,1.74,ICP40B,0.01,15,18.8,ICP40B,0.5,10000,33,ICP40B,1,10000,0.60,ICP40B,0.01,15,1178,ICP40B,2,10000,2,ICP40B,1,10000,0.11,ICP40B,0.01,15,17,ICP40B,1,10000,0.03,ICP40B,0.01,15,32,ICP40B,2,10000,0.29,ICP40B,0.01,5,6,ICP40B,5,10000,5.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,383,ICP40B,0.5,5000,0.16,ICP40B,0.01,15,40,ICP40B,2,10000,<10,ICP40B,10,10000,15.6,ICP40B,0.5,10000,38,ICP40B,1,10000,36.2,ICP40B,0.5,10000,,AAS42S,5,500,PAL01252,3.58,3.58,-,-,-,-,-,-,-,-,-,-,<2,3.88,26,210,1.7,<5,>15,<1,11,19,54.8,1.28,1.74,18.8,33,0.60,1178,2,0.11,17,0.03,32,0.29,6,5.8,<10,383,0.16,40,<10,15.6,38,36.2,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01253,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,3.73,3.73,3.73,,,,,,,,,,,<2,ICP40B,2,10,10.2,ICP40B,0.01,15,22,ICP40B,3,10000,325,ICP40B,1,10000,4.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.41,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,77,ICP40B,1,10000,16.2,ICP40B,0.5,10000,3.62,ICP40B,0.01,15,4.80,ICP40B,0.01,15,37.8,ICP40B,0.5,10000,68,ICP40B,1,10000,0.98,ICP40B,0.01,15,634,ICP40B,2,10000,2,ICP40B,1,10000,0.22,ICP40B,0.01,15,31,ICP40B,1,10000,0.08,ICP40B,0.01,15,11,ICP40B,2,10000,0.13,ICP40B,0.01,5,9,ICP40B,5,10000,15.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,338,ICP40B,0.5,5000,0.41,ICP40B,0.01,15,120,ICP40B,2,10000,<10,ICP40B,10,10000,17.6,ICP40B,0.5,10000,35,ICP40B,1,10000,95.2,ICP40B,0.5,10000,,AAS42S,5,500,PAL01253,3.73,3.73,-,-,-,-,-,-,-,-,-,-,<2,10.2,22,325,4.5,<5,5.41,<1,12,77,16.2,3.62,4.80,37.8,68,0.98,634,2,0.22,31,0.08,11,0.13,9,15.9,<10,338,0.41,120,<10,17.6,35,95.2,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01254,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,3.07,3.07,3.07,,,,,,,,,,,<2,ICP40B,2,10,5.71,ICP40B,0.01,15,31,ICP40B,3,10000,166,ICP40B,1,10000,2.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,39,ICP40B,1,10000,14.4,ICP40B,0.5,10000,1.92,ICP40B,0.01,15,2.51,ICP40B,0.01,15,26.9,ICP40B,0.5,10000,44,ICP40B,1,10000,0.64,ICP40B,0.01,15,1277,ICP40B,2,10000,2,ICP40B,1,10000,0.13,ICP40B,0.01,15,20,ICP40B,1,10000,0.04,ICP40B,0.01,15,10,ICP40B,2,10000,0.20,ICP40B,0.01,5,6,ICP40B,5,10000,8.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,375,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,63,ICP40B,2,10000,<10,ICP40B,10,10000,17.2,ICP40B,0.5,10000,22,ICP40B,1,10000,51.9,ICP40B,0.5,10000,,AAS42S,5,500,PAL01254,3.07,3.07,-,-,-,-,-,-,-,-,-,-,<2,5.71,31,166,2.3,<5,>15,<1,12,39,14.4,1.92,2.51,26.9,44,0.64,1277,2,0.13,20,0.04,10,0.20,6,8.6,<10,375,0.21,63,<10,17.2,22,51.9,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01255,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,3.39,3.39,3.39,,,,,,,,,,,<2,ICP40B,2,10,7.07,ICP40B,0.01,15,23,ICP40B,3,10000,237,ICP40B,1,10000,3.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,38,ICP40B,1,10000,93.6,ICP40B,0.5,10000,1.77,ICP40B,0.01,15,3.08,ICP40B,0.01,15,24.3,ICP40B,0.5,10000,54,ICP40B,1,10000,0.84,ICP40B,0.01,15,1587,ICP40B,2,10000,<1,ICP40B,1,10000,0.15,ICP40B,0.01,15,27,ICP40B,1,10000,0.05,ICP40B,0.01,15,11,ICP40B,2,10000,0.39,ICP40B,0.01,5,<5,ICP40B,5,10000,9.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,338,ICP40B,0.5,5000,0.24,ICP40B,0.01,15,69,ICP40B,2,10000,<10,ICP40B,10,10000,14.4,ICP40B,0.5,10000,22,ICP40B,1,10000,60.6,ICP40B,0.5,10000,,AAS42S,5,500,PAL01255,3.39,3.39,-,-,-,-,-,-,-,-,-,-,<2,7.07,23,237,3.0,<5,>15,<1,12,38,93.6,1.77,3.08,24.3,54,0.84,1587,<1,0.15,27,0.05,11,0.39,<5,9.6,<10,338,0.24,69,<10,14.4,22,60.6,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01256,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,4.18,4.18,4.18,,,,,,,,,,,<2,ICP40B,2,10,5.67,ICP40B,0.01,15,107,ICP40B,3,10000,1608,ICP40B,1,10000,3.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,15.0,ICP40B,0.01,15,<1,ICP40B,1,10000,15,ICP40B,1,10000,40,ICP40B,1,10000,309,ICP40B,0.5,10000,3.17,ICP40B,0.01,15,2.57,ICP40B,0.01,15,16.4,ICP40B,0.5,10000,47,ICP40B,1,10000,3.32,ICP40B,0.01,15,2406,ICP40B,2,10000,2,ICP40B,1,10000,0.18,ICP40B,0.01,15,32,ICP40B,1,10000,0.04,ICP40B,0.01,15,13,ICP40B,2,10000,2.06,ICP40B,0.01,5,9,ICP40B,5,10000,8.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,517,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,61,ICP40B,2,10000,<10,ICP40B,10,10000,10.1,ICP40B,0.5,10000,35,ICP40B,1,10000,52.0,ICP40B,0.5,10000,,AAS42S,5,500,PAL01256,4.18,4.18,-,-,-,-,-,-,-,-,-,-,<2,5.67,107,1608,3.6,<5,15.0,<1,15,40,309,3.17,2.57,16.4,47,3.32,2406,2,0.18,32,0.04,13,2.06,9,8.1,<10,517,0.21,61,<10,10.1,35,52.0,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01257,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,4.33,4.33,4.33,,,,,,,,,,,<2,ICP40B,2,10,1.05,ICP40B,0.01,15,92,ICP40B,3,10000,97,ICP40B,1,10000,1.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,16,ICP40B,1,10000,15,ICP40B,1,10000,11.9,ICP40B,0.5,10000,3.06,ICP40B,0.01,15,0.42,ICP40B,0.01,15,7.3,ICP40B,0.5,10000,14,ICP40B,1,10000,6.63,ICP40B,0.01,15,3219,ICP40B,2,10000,<1,ICP40B,1,10000,0.14,ICP40B,0.01,15,30,ICP40B,1,10000,0.01,ICP40B,0.01,15,10,ICP40B,2,10000,3.04,ICP40B,0.01,5,<5,ICP40B,5,10000,5.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,180,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,16,ICP40B,2,10000,<10,ICP40B,10,10000,11.4,ICP40B,0.5,10000,19,ICP40B,1,10000,16.5,ICP40B,0.5,10000,,AAS42S,5,500,PAL01257,4.33,4.33,-,-,-,-,-,-,-,-,-,-,<2,1.05,92,97,1.3,<5,>15,<1,16,15,11.9,3.06,0.42,7.3,14,6.63,3219,<1,0.14,30,0.01,10,3.04,<5,5.0,<10,180,0.03,16,<10,11.4,19,16.5,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01258,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,3.83,3.83,3.83,,,,,,,,,,,<2,ICP40B,2,10,0.99,ICP40B,0.01,15,56,ICP40B,3,10000,113,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,22,ICP40B,1,10000,15,ICP40B,1,10000,14.2,ICP40B,0.5,10000,2.87,ICP40B,0.01,15,0.45,ICP40B,0.01,15,7.5,ICP40B,0.5,10000,13,ICP40B,1,10000,5.17,ICP40B,0.01,15,2945,ICP40B,2,10000,<1,ICP40B,1,10000,0.11,ICP40B,0.01,15,30,ICP40B,1,10000,0.01,ICP40B,0.01,15,8,ICP40B,2,10000,1.85,ICP40B,0.01,5,<5,ICP40B,5,10000,4.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,179,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,16,ICP40B,2,10000,<10,ICP40B,10,10000,13.4,ICP40B,0.5,10000,14,ICP40B,1,10000,14.6,ICP40B,0.5,10000,,AAS42S,5,500,PAL01258,3.83,3.83,-,-,-,-,-,-,-,-,-,-,<2,0.99,56,113,1.1,<5,>15,<1,22,15,14.2,2.87,0.45,7.5,13,5.17,2945,<1,0.11,30,0.01,8,1.85,<5,4.0,<10,179,0.03,16,<10,13.4,14,14.6,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01259,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,4.38,4.38,4.38,,,,,,,,,,,<2,ICP40B,2,10,1.00,ICP40B,0.01,15,30,ICP40B,3,10000,5094,ICP40B,1,10000,0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,15,ICP40B,1,10000,245,ICP40B,0.5,10000,1.73,ICP40B,0.01,15,0.45,ICP40B,0.01,15,5.7,ICP40B,0.5,10000,10,ICP40B,1,10000,1.70,ICP40B,0.01,15,3419,ICP40B,2,10000,2,ICP40B,1,10000,0.15,ICP40B,0.01,15,19,ICP40B,1,10000,0.01,ICP40B,0.01,15,10,ICP40B,2,10000,0.62,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,3927,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,8.1,ICP40B,0.5,10000,27,ICP40B,1,10000,9.6,ICP40B,0.5,10000,,AAS42S,5,500,PAL01259,4.38,4.38,-,-,-,-,-,-,-,-,-,-,<2,1.00,30,5094,0.5,<5,>15,<1,12,15,245,1.73,0.45,5.7,10,1.70,3419,2,0.15,19,0.01,10,0.62,<5,1.6,<10,3927,0.04,12,<10,8.1,27,9.6,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01260,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,4.55,4.55,4.55,,,,,,,,,,,<2,ICP40B,2,10,0.94,ICP40B,0.01,15,29,ICP40B,3,10000,1528,ICP40B,1,10000,0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,11,ICP40B,1,10000,14,ICP40B,1,10000,120,ICP40B,0.5,10000,1.47,ICP40B,0.01,15,0.40,ICP40B,0.01,15,6.1,ICP40B,0.5,10000,10,ICP40B,1,10000,1.07,ICP40B,0.01,15,3848,ICP40B,2,10000,2,ICP40B,1,10000,0.10,ICP40B,0.01,15,19,ICP40B,1,10000,0.01,ICP40B,0.01,15,11,ICP40B,2,10000,0.97,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,1704,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,10,ICP40B,2,10000,<10,ICP40B,10,10000,10.1,ICP40B,0.5,10000,20,ICP40B,1,10000,8.8,ICP40B,0.5,10000,,AAS42S,5,500,PAL01260,4.55,4.55,-,-,-,-,-,-,-,-,-,-,<2,0.94,29,1528,0.5,<5,>15,<1,11,14,120,1.47,0.40,6.1,10,1.07,3848,2,0.10,19,0.01,11,0.97,<5,1.6,<10,1704,0.03,10,<10,10.1,20,8.8,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01261,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,1.29,1.29,1.29,,,,,,,,,,,<2,ICP40B,2,10,2.10,ICP40B,0.01,15,56,ICP40B,3,10000,1396,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,20,ICP40B,1,10000,18,ICP40B,1,10000,57.1,ICP40B,0.5,10000,1.75,ICP40B,0.01,15,1.02,ICP40B,0.01,15,10.8,ICP40B,0.5,10000,18,ICP40B,1,10000,1.46,ICP40B,0.01,15,1847,ICP40B,2,10000,<1,ICP40B,1,10000,0.11,ICP40B,0.01,15,27,ICP40B,1,10000,0.02,ICP40B,0.01,15,8,ICP40B,2,10000,0.39,ICP40B,0.01,5,<5,ICP40B,5,10000,4.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,425,ICP40B,0.5,5000,0.08,ICP40B,0.01,15,26,ICP40B,2,10000,<10,ICP40B,10,10000,16.5,ICP40B,0.5,10000,15,ICP40B,1,10000,22.2,ICP40B,0.5,10000,,AAS42S,5,500,PAL01261,1.29,1.29,-,-,-,-,-,-,-,-,-,-,<2,2.10,56,1396,1.2,<5,>15,<1,20,18,57.1,1.75,1.02,10.8,18,1.46,1847,<1,0.11,27,0.02,8,0.39,<5,4.3,<10,425,0.08,26,<10,16.5,15,22.2,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,PAL01262,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,1.47,1.47,1.47,,,,,,,,,,,<2,ICP40B,2,10,1.07,ICP40B,0.01,15,60,ICP40B,3,10000,4992,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,10,ICP40B,1,10000,182,ICP40B,0.5,10000,1.41,ICP40B,0.01,15,0.48,ICP40B,0.01,15,7.5,ICP40B,0.5,10000,10,ICP40B,1,10000,0.75,ICP40B,0.01,15,5799,ICP40B,2,10000,2,ICP40B,1,10000,0.16,ICP40B,0.01,15,18,ICP40B,1,10000,0.01,ICP40B,0.01,15,10,ICP40B,2,10000,0.47,ICP40B,0.01,5,12,ICP40B,5,10000,2.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,614,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,17.5,ICP40B,0.5,10000,28,ICP40B,1,10000,9.9,ICP40B,0.5,10000,,AAS42S,5,500,PAL01262,1.47,1.47,-,-,-,-,-,-,-,-,-,-,<2,1.07,60,4992,0.6,<5,>15,<1,12,10,182,1.41,0.48,7.5,10,0.75,5799,2,0.16,18,0.01,10,0.47,12,2.9,<10,614,0.04,12,<10,17.5,28,9.9,-
Tannenberg,TR2503152,24-Dec-25,06-Feb-26,,*DUP-PAL01262,Core,Drill Core,Drillhole,TR2503152     105             368,24-Dec-25,06-Feb-26,TR2503152,TR2503152     105             368,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,0.99,ICP40B,0.01,15,55,ICP40B,3,10000,5099,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,10,ICP40B,1,10000,193,ICP40B,0.5,10000,1.44,ICP40B,0.01,15,0.49,ICP40B,0.01,15,7.8,ICP40B,0.5,10000,10,ICP40B,1,10000,0.78,ICP40B,0.01,15,6007,ICP40B,2,10000,2,ICP40B,1,10000,0.15,ICP40B,0.01,15,19,ICP40B,1,10000,0.01,ICP40B,0.01,15,8,ICP40B,2,10000,0.48,ICP40B,0.01,5,10,ICP40B,5,10000,3.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,622,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,13,ICP40B,2,10000,<10,ICP40B,10,10000,17.7,ICP40B,0.5,10000,25,ICP40B,1,10000,10.1,ICP40B,0.5,10000,,AAS42S,5,500,*DUP-PAL01262,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,0.99,55,5099,0.6,<5,>15,<1,12,10,193,1.44,0.49,7.8,10,0.78,6007,2,0.15,19,0.01,8,0.48,10,3.0,<10,622,0.04,13,<10,17.7,25,10.1,-
