PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500],Cu_pct[AAS42S|LDL:0.001|UDL:50]
Tannenberg,TR2503148,23-Dec-25,06-Feb-26,,PAL00721,Core,Drill Core,Drillhole,TR2503148     151             376,23-Dec-25,06-Feb-26,TR2503148,TR2503148     151             376,,3.42,3.42,3.42,,,,,,,,,,,<2,ICP40B,2,10,2.52,ICP40B,0.01,15,5,ICP40B,3,10000,193,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,9.91,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,15,ICP40B,1,10000,3.1,ICP40B,0.5,10000,1.28,ICP40B,0.01,15,0.82,ICP40B,0.01,15,11.8,ICP40B,0.5,10000,43,ICP40B,1,10000,0.20,ICP40B,0.01,15,1244,ICP40B,2,10000,2,ICP40B,1,10000,0.41,ICP40B,0.01,15,15,ICP40B,1,10000,0.04,ICP40B,0.01,15,4,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,2.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,161,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,27,ICP40B,2,10000,<10,ICP40B,10,10000,12.1,ICP40B,0.5,10000,12,ICP40B,1,10000,25.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00721,3.42,3.42,-,-,-,-,-,-,-,-,-,-,<2,2.52,5,193,0.6,<5,9.91,<1,3,15,3.1,1.28,0.82,11.8,43,0.20,1244,2,0.41,15,0.04,4,0.02,<5,2.6,<10,161,0.06,27,<10,12.1,12,25.8,-,-
Tannenberg,TR2503148,23-Dec-25,06-Feb-26,,PAL00722,Core,Drill Core,Drillhole,TR2503148     151             376,23-Dec-25,06-Feb-26,TR2503148,TR2503148     151             376,,2.74,2.74,2.74,,,,,,,,,,,<2,ICP40B,2,10,2.83,ICP40B,0.01,15,11,ICP40B,3,10000,395,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,12.4,ICP40B,0.01,15,<1,ICP40B,1,10000,5,ICP40B,1,10000,32,ICP40B,1,10000,4.2,ICP40B,0.5,10000,1.93,ICP40B,0.01,15,1.04,ICP40B,0.01,15,15.3,ICP40B,0.5,10000,24,ICP40B,1,10000,1.33,ICP40B,0.01,15,2172,ICP40B,2,10000,2,ICP40B,1,10000,0.59,ICP40B,0.01,15,24,ICP40B,1,10000,0.04,ICP40B,0.01,15,5,ICP40B,2,10000,0.05,ICP40B,0.01,5,<5,ICP40B,5,10000,5.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,195,ICP40B,0.5,5000,0.13,ICP40B,0.01,15,52,ICP40B,2,10000,<10,ICP40B,10,10000,13.4,ICP40B,0.5,10000,24,ICP40B,1,10000,38.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00722,2.74,2.74,-,-,-,-,-,-,-,-,-,-,<2,2.83,11,395,0.8,<5,12.4,<1,5,32,4.2,1.93,1.04,15.3,24,1.33,2172,2,0.59,24,0.04,5,0.05,<5,5.2,<10,195,0.13,52,<10,13.4,24,38.8,-,-
Tannenberg,TR2503148,23-Dec-25,06-Feb-26,,PAL00723,Core,Drill Core,Drillhole,TR2503148     151             376,23-Dec-25,06-Feb-26,TR2503148,TR2503148     151             376,,2.42,2.42,2.42,,,,,,,,,,,<2,ICP40B,2,10,5.80,ICP40B,0.01,15,23,ICP40B,3,10000,1156,ICP40B,1,10000,1.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,3.83,ICP40B,0.01,15,<1,ICP40B,1,10000,6,ICP40B,1,10000,36,ICP40B,1,10000,2.4,ICP40B,0.5,10000,2.93,ICP40B,0.01,15,2.41,ICP40B,0.01,15,22.0,ICP40B,0.5,10000,29,ICP40B,1,10000,0.46,ICP40B,0.01,15,940,ICP40B,2,10000,3,ICP40B,1,10000,0.72,ICP40B,0.01,15,38,ICP40B,1,10000,0.06,ICP40B,0.01,15,4,ICP40B,2,10000,0.04,ICP40B,0.01,5,<5,ICP40B,5,10000,7.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,210,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,67,ICP40B,2,10000,<10,ICP40B,10,10000,15.3,ICP40B,0.5,10000,20,ICP40B,1,10000,66.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00723,2.42,2.42,-,-,-,-,-,-,-,-,-,-,<2,5.80,23,1156,1.6,<5,3.83,<1,6,36,2.4,2.93,2.41,22.0,29,0.46,940,3,0.72,38,0.06,4,0.04,<5,7.3,<10,210,0.21,67,<10,15.3,20,66.8,-,-
Tannenberg,TR2503148,23-Dec-25,06-Feb-26,,PAL00724,Core,Drill Core,Drillhole,TR2503148     151             376,23-Dec-25,06-Feb-26,TR2503148,TR2503148     151             376,,2.68,2.68,2.68,,,,,,,,,,,<2,ICP40B,2,10,6.37,ICP40B,0.01,15,26,ICP40B,3,10000,238,ICP40B,1,10000,2.1,ICP40B,0.5,2500,5,ICP40B,5,10000,5.57,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,37,ICP40B,1,10000,1.3,ICP40B,0.5,10000,3.27,ICP40B,0.01,15,2.74,ICP40B,0.01,15,25.6,ICP40B,0.5,10000,33,ICP40B,1,10000,0.48,ICP40B,0.01,15,950,ICP40B,2,10000,3,ICP40B,1,10000,0.68,ICP40B,0.01,15,45,ICP40B,1,10000,0.06,ICP40B,0.01,15,7,ICP40B,2,10000,0.01,ICP40B,0.01,5,6,ICP40B,5,10000,8.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,107,ICP40B,0.5,5000,0.24,ICP40B,0.01,15,77,ICP40B,2,10000,<10,ICP40B,10,10000,18.0,ICP40B,0.5,10000,22,ICP40B,1,10000,84.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00724,2.68,2.68,-,-,-,-,-,-,-,-,-,-,<2,6.37,26,238,2.1,5,5.57,<1,8,37,1.3,3.27,2.74,25.6,33,0.48,950,3,0.68,45,0.06,7,0.01,6,8.4,<10,107,0.24,77,<10,18.0,22,84.2,-,-
Tannenberg,TR2503148,23-Dec-25,06-Feb-26,,*DUP-PAL00724,Core,Drill Core,Drillhole,TR2503148     151             376,23-Dec-25,06-Feb-26,TR2503148,TR2503148     151             376,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,6.37,ICP40B,0.01,15,30,ICP40B,3,10000,251,ICP40B,1,10000,2.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.57,ICP40B,0.01,15,<1,ICP40B,1,10000,9,ICP40B,1,10000,45,ICP40B,1,10000,2.2,ICP40B,0.5,10000,3.26,ICP40B,0.01,15,2.77,ICP40B,0.01,15,26.7,ICP40B,0.5,10000,34,ICP40B,1,10000,0.50,ICP40B,0.01,15,1018,ICP40B,2,10000,3,ICP40B,1,10000,0.69,ICP40B,0.01,15,51,ICP40B,1,10000,0.07,ICP40B,0.01,15,4,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,8.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,109,ICP40B,0.5,5000,0.24,ICP40B,0.01,15,79,ICP40B,2,10000,<10,ICP40B,10,10000,19.0,ICP40B,0.5,10000,21,ICP40B,1,10000,89.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,*DUP-PAL00724,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,6.37,30,251,2.2,<5,5.57,<1,9,45,2.2,3.26,2.77,26.7,34,0.50,1018,3,0.69,51,0.07,4,0.01,<5,8.8,<10,109,0.24,79,<10,19.0,21,89.0,-,-
Tannenberg,TR2503148,23-Dec-25,06-Feb-26,,PAL00725,Core,Drill Core,Drillhole,TR2503148     151             376,23-Dec-25,06-Feb-26,TR2503148,TR2503148     151             376,,3.19,3.19,3.19,,,,,,,,,,,<2,ICP40B,2,10,4.71,ICP40B,0.01,15,27,ICP40B,3,10000,282,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.89,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,41,ICP40B,1,10000,1.8,ICP40B,0.5,10000,2.75,ICP40B,0.01,15,1.84,ICP40B,0.01,15,19.9,ICP40B,0.5,10000,28,ICP40B,1,10000,0.33,ICP40B,0.01,15,1000,ICP40B,2,10000,2,ICP40B,1,10000,0.67,ICP40B,0.01,15,39,ICP40B,1,10000,0.05,ICP40B,0.01,15,3,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,7.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,106,ICP40B,0.5,5000,0.20,ICP40B,0.01,15,61,ICP40B,2,10000,<10,ICP40B,10,10000,15.3,ICP40B,0.5,10000,17,ICP40B,1,10000,71.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00725,3.19,3.19,-,-,-,-,-,-,-,-,-,-,<2,4.71,27,282,1.1,<5,5.89,<1,7,41,1.8,2.75,1.84,19.9,28,0.33,1000,2,0.67,39,0.05,3,0.01,<5,7.1,<10,106,0.20,61,<10,15.3,17,71.1,-,-
Tannenberg,TR2503148,23-Dec-25,06-Feb-26,,PAL00726,Core,Drill Core,Drillhole,TR2503148     151             376,23-Dec-25,06-Feb-26,TR2503148,TR2503148     151             376,,3.24,3.24,3.24,500.0,81.00,19.00,405.0,95.0,,,,,,<2,ICP40B,2,10,4.56,ICP40B,0.01,15,22,ICP40B,3,10000,1251,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,3.83,ICP40B,0.01,15,<1,ICP40B,1,10000,5,ICP40B,1,10000,26,ICP40B,1,10000,1.0,ICP40B,0.5,10000,2.25,ICP40B,0.01,15,1.70,ICP40B,0.01,15,17.5,ICP40B,0.5,10000,26,ICP40B,1,10000,0.30,ICP40B,0.01,15,828,ICP40B,2,10000,2,ICP40B,1,10000,0.81,ICP40B,0.01,15,29,ICP40B,1,10000,0.05,ICP40B,0.01,15,8,ICP40B,2,10000,0.04,ICP40B,0.01,5,<5,ICP40B,5,10000,6.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,200,ICP40B,0.5,5000,0.17,ICP40B,0.01,15,57,ICP40B,2,10000,<10,ICP40B,10,10000,11.8,ICP40B,0.5,10000,19,ICP40B,1,10000,49.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00726,3.24,3.24,500.0,81.00,19.00,405.0,95.0,-,-,-,-,-,<2,4.56,22,1251,1.1,<5,3.83,<1,5,26,1.0,2.25,1.70,17.5,26,0.30,828,2,0.81,29,0.05,8,0.04,<5,6.1,<10,200,0.17,57,<10,11.8,19,49.2,-,-
Tannenberg,TR2503148,23-Dec-25,06-Feb-26,,PAL00727,Core,Drill Core,Drillhole,TR2503148     151             376,23-Dec-25,06-Feb-26,TR2503148,TR2503148     151             376,,3.27,3.27,3.27,,,,,,,,,,,<2,ICP40B,2,10,4.87,ICP40B,0.01,15,15,ICP40B,3,10000,809,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,3.51,ICP40B,0.01,15,<1,ICP40B,1,10000,4,ICP40B,1,10000,13,ICP40B,1,10000,2.6,ICP40B,0.5,10000,1.73,ICP40B,0.01,15,2.07,ICP40B,0.01,15,13.6,ICP40B,0.5,10000,23,ICP40B,1,10000,0.31,ICP40B,0.01,15,796,ICP40B,2,10000,1,ICP40B,1,10000,0.76,ICP40B,0.01,15,22,ICP40B,1,10000,0.05,ICP40B,0.01,15,2,ICP40B,2,10000,0.03,ICP40B,0.01,5,<5,ICP40B,5,10000,4.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,170,ICP40B,0.5,5000,0.12,ICP40B,0.01,15,37,ICP40B,2,10000,<10,ICP40B,10,10000,14.6,ICP40B,0.5,10000,13,ICP40B,1,10000,47.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00727,3.27,3.27,-,-,-,-,-,-,-,-,-,-,<2,4.87,15,809,1.2,<5,3.51,<1,4,13,2.6,1.73,2.07,13.6,23,0.31,796,1,0.76,22,0.05,2,0.03,<5,4.6,<10,170,0.12,37,<10,14.6,13,47.0,-,-
Tannenberg,TR2503148,23-Dec-25,06-Feb-26,,PAL00728,Core,Drill Core,Drillhole,TR2503148     151             376,23-Dec-25,06-Feb-26,TR2503148,TR2503148     151             376,,3.37,3.37,3.37,,,,,,20.0,87.00,13.00,17.4,2.6,<2,ICP40B,2,10,4.42,ICP40B,0.01,15,18,ICP40B,3,10000,248,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.13,ICP40B,0.01,15,<1,ICP40B,1,10000,4,ICP40B,1,10000,14,ICP40B,1,10000,2.3,ICP40B,0.5,10000,1.73,ICP40B,0.01,15,1.74,ICP40B,0.01,15,13.0,ICP40B,0.5,10000,20,ICP40B,1,10000,0.28,ICP40B,0.01,15,1089,ICP40B,2,10000,2,ICP40B,1,10000,0.75,ICP40B,0.01,15,25,ICP40B,1,10000,0.04,ICP40B,0.01,15,<2,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,4.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,108,ICP40B,0.5,5000,0.13,ICP40B,0.01,15,38,ICP40B,2,10000,<10,ICP40B,10,10000,14.0,ICP40B,0.5,10000,14,ICP40B,1,10000,43.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00728,3.37,3.37,-,-,-,-,-,20.0,87.00,13.00,17.4,2.6,<2,4.42,18,248,1.0,<5,6.13,<1,4,14,2.3,1.73,1.74,13.0,20,0.28,1089,2,0.75,25,0.04,<2,0.01,<5,4.3,<10,108,0.13,38,<10,14.0,14,43.2,-,-
Tannenberg,TR2503148,23-Dec-25,06-Feb-26,,PAL00729,Core,Drill Core,Drillhole,TR2503148     151             376,23-Dec-25,06-Feb-26,TR2503148,TR2503148     151             376,,3.23,3.23,3.23,,,,,,,,,,,<2,ICP40B,2,10,3.94,ICP40B,0.01,15,39,ICP40B,3,10000,206,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.76,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,44,ICP40B,1,10000,6.8,ICP40B,0.5,10000,2.51,ICP40B,0.01,15,1.44,ICP40B,0.01,15,18.1,ICP40B,0.5,10000,23,ICP40B,1,10000,0.29,ICP40B,0.01,15,963,ICP40B,2,10000,2,ICP40B,1,10000,0.62,ICP40B,0.01,15,42,ICP40B,1,10000,0.05,ICP40B,0.01,15,769,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,6.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,93.3,ICP40B,0.5,5000,0.18,ICP40B,0.01,15,60,ICP40B,2,10000,<10,ICP40B,10,10000,12.9,ICP40B,0.5,10000,16,ICP40B,1,10000,56.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00729,3.23,3.23,-,-,-,-,-,-,-,-,-,-,<2,3.94,39,206,1.0,<5,6.76,<1,7,44,6.8,2.51,1.44,18.1,23,0.29,963,2,0.62,42,0.05,769,0.02,<5,6.8,<10,93.3,0.18,60,<10,12.9,16,56.9,-,-
