PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500],Cu_pct[AAS42S|LDL:0.001|UDL:50]
Tannenberg,TR2600301,09-Feb-26,23-Feb-26,,PAL02176,Core,Drill Core,Drillhole,TR2600301     150             376,09-Feb-26,23-Feb-26,TR2600301,TR2600301     150             376,,0.65,0.65,0.65,,,,,,,,,,,<2,ICP40B,2,10,2.59,ICP40B,0.01,15,9,ICP40B,3,10000,189,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,4,ICP40B,1,10000,13,ICP40B,1,10000,86.9,ICP40B,0.5,10000,0.76,ICP40B,0.01,15,1.06,ICP40B,0.01,15,10.1,ICP40B,0.5,10000,26,ICP40B,1,10000,0.51,ICP40B,0.01,15,2228,ICP40B,2,10000,2,ICP40B,1,10000,0.07,ICP40B,0.01,15,9,ICP40B,1,10000,0.02,ICP40B,0.01,15,34,ICP40B,2,10000,0.34,ICP40B,0.01,5,<5,ICP40B,5,10000,2.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,432,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,23,ICP40B,2,10000,<10,ICP40B,10,10000,8.2,ICP40B,0.5,10000,17,ICP40B,1,10000,18.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL02176,0.65,0.65,-,-,-,-,-,-,-,-,-,-,<2,2.59,9,189,1.0,<5,>15,<1,4,13,86.9,0.76,1.06,10.1,26,0.51,2228,2,0.07,9,0.02,34,0.34,<5,2.8,<10,432,0.07,23,<10,8.2,17,18.2,-,-
Tannenberg,TR2600301,09-Feb-26,23-Feb-26,,PAL02177,Core,Drill Core,Drillhole,TR2600301     150             376,09-Feb-26,23-Feb-26,TR2600301,TR2600301     150             376,,0.41,0.41,0.41,,,,,,,,,,,<2,ICP40B,2,10,3.55,ICP40B,0.01,15,48,ICP40B,3,10000,90,ICP40B,1,10000,1.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,15,ICP40B,1,10000,49,ICP40B,1,10000,419,ICP40B,0.5,10000,1.74,ICP40B,0.01,15,1.41,ICP40B,0.01,15,18.1,ICP40B,0.5,10000,31,ICP40B,1,10000,1.99,ICP40B,0.01,15,4296,ICP40B,2,10000,21,ICP40B,1,10000,0.11,ICP40B,0.01,15,62,ICP40B,1,10000,0.03,ICP40B,0.01,15,131,ICP40B,2,10000,1.16,ICP40B,0.01,5,6,ICP40B,5,10000,5.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,328,ICP40B,0.5,5000,0.13,ICP40B,0.01,15,174,ICP40B,2,10000,<10,ICP40B,10,10000,13.9,ICP40B,0.5,10000,214,ICP40B,1,10000,36.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL02177,0.41,0.41,-,-,-,-,-,-,-,-,-,-,<2,3.55,48,90,1.6,<5,>15,<1,15,49,419,1.74,1.41,18.1,31,1.99,4296,21,0.11,62,0.03,131,1.16,6,5.1,<10,328,0.13,174,<10,13.9,214,36.6,-,-
Tannenberg,TR2600301,09-Feb-26,23-Feb-26,,PAL02178,Core,Drill Core,Drillhole,TR2600301     150             376,09-Feb-26,23-Feb-26,TR2600301,TR2600301     150             376,,0.68,0.68,0.68,,,,,,,,,,,<2,ICP40B,2,10,3.59,ICP40B,0.01,15,120,ICP40B,3,10000,31,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,3.21,ICP40B,0.01,15,<1,ICP40B,1,10000,49,ICP40B,1,10000,16,ICP40B,1,10000,2404,ICP40B,0.5,10000,1.40,ICP40B,0.01,15,1.20,ICP40B,0.01,15,8.8,ICP40B,0.5,10000,126,ICP40B,1,10000,1.24,ICP40B,0.01,15,743,ICP40B,2,10000,16,ICP40B,1,10000,0.07,ICP40B,0.01,15,63,ICP40B,1,10000,0.03,ICP40B,0.01,15,30,ICP40B,2,10000,0.59,ICP40B,0.01,5,<5,ICP40B,5,10000,1.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,51.8,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,60,ICP40B,2,10000,<10,ICP40B,10,10000,7.7,ICP40B,0.5,10000,21,ICP40B,1,10000,20.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL02178,0.68,0.68,-,-,-,-,-,-,-,-,-,-,<2,3.59,120,31,0.7,<5,3.21,<1,49,16,2404,1.40,1.20,8.8,126,1.24,743,16,0.07,63,0.03,30,0.59,<5,1.7,<10,51.8,0.06,60,<10,7.7,21,20.7,-,-
Tannenberg,TR2600301,09-Feb-26,23-Feb-26,,PAL02179,Core,Drill Core,Drillhole,TR2600301     150             376,09-Feb-26,23-Feb-26,TR2600301,TR2600301     150             376,,0.70,0.70,0.70,,,,,,,,,,,<2,ICP40B,2,10,3.15,ICP40B,0.01,15,117,ICP40B,3,10000,32,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.19,ICP40B,0.01,15,<1,ICP40B,1,10000,63,ICP40B,1,10000,16,ICP40B,1,10000,1375,ICP40B,0.5,10000,1.24,ICP40B,0.01,15,1.16,ICP40B,0.01,15,9.2,ICP40B,0.5,10000,210,ICP40B,1,10000,0.41,ICP40B,0.01,15,557,ICP40B,2,10000,26,ICP40B,1,10000,0.04,ICP40B,0.01,15,67,ICP40B,1,10000,0.03,ICP40B,0.01,15,39,ICP40B,2,10000,0.49,ICP40B,0.01,5,<5,ICP40B,5,10000,1.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,47.3,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,71,ICP40B,2,10000,<10,ICP40B,10,10000,5.1,ICP40B,0.5,10000,25,ICP40B,1,10000,19.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL02179,0.70,0.70,-,-,-,-,-,-,-,-,-,-,<2,3.15,117,32,<0.5,<5,1.19,<1,63,16,1375,1.24,1.16,9.2,210,0.41,557,26,0.04,67,0.03,39,0.49,<5,1.8,<10,47.3,0.06,71,<10,5.1,25,19.4,-,-
Tannenberg,TR2600301,09-Feb-26,23-Feb-26,,PAL02180,Core,Drill Core,Drillhole,TR2600301     150             376,09-Feb-26,23-Feb-26,TR2600301,TR2600301     150             376,,1.25,1.25,1.25,,,,,,,,,,,<2,ICP40B,2,10,3.45,ICP40B,0.01,15,97,ICP40B,3,10000,29,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.39,ICP40B,0.01,15,<1,ICP40B,1,10000,51,ICP40B,1,10000,12,ICP40B,1,10000,775,ICP40B,0.5,10000,1.88,ICP40B,0.01,15,0.82,ICP40B,0.01,15,8.9,ICP40B,0.5,10000,472,ICP40B,1,10000,0.76,ICP40B,0.01,15,1269,ICP40B,2,10000,7,ICP40B,1,10000,0.05,ICP40B,0.01,15,42,ICP40B,1,10000,0.03,ICP40B,0.01,15,24,ICP40B,2,10000,0.28,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,52.6,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,42,ICP40B,2,10000,<10,ICP40B,10,10000,5.3,ICP40B,0.5,10000,7,ICP40B,1,10000,16.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL02180,1.25,1.25,-,-,-,-,-,-,-,-,-,-,<2,3.45,97,29,<0.5,<5,2.39,<1,51,12,775,1.88,0.82,8.9,472,0.76,1269,7,0.05,42,0.03,24,0.28,<5,1.6,<10,52.6,0.04,42,<10,5.3,7,16.1,-,-
Tannenberg,TR2600301,09-Feb-26,23-Feb-26,,*DUP-PAL02180,Core,Drill Core,Drillhole,TR2600301     150             376,09-Feb-26,23-Feb-26,TR2600301,TR2600301     150             376,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,3.28,ICP40B,0.01,15,96,ICP40B,3,10000,28,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.30,ICP40B,0.01,15,<1,ICP40B,1,10000,50,ICP40B,1,10000,13,ICP40B,1,10000,767,ICP40B,0.5,10000,1.86,ICP40B,0.01,15,0.80,ICP40B,0.01,15,8.2,ICP40B,0.5,10000,458,ICP40B,1,10000,0.74,ICP40B,0.01,15,1253,ICP40B,2,10000,7,ICP40B,1,10000,0.04,ICP40B,0.01,15,42,ICP40B,1,10000,0.03,ICP40B,0.01,15,25,ICP40B,2,10000,0.27,ICP40B,0.01,5,<5,ICP40B,5,10000,1.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,52.2,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,42,ICP40B,2,10000,<10,ICP40B,10,10000,5.0,ICP40B,0.5,10000,8,ICP40B,1,10000,16.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,*DUP-PAL02180,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,3.28,96,28,<0.5,<5,2.30,<1,50,13,767,1.86,0.80,8.2,458,0.74,1253,7,0.04,42,0.03,25,0.27,<5,1.5,<10,52.2,0.05,42,<10,5.0,8,16.7,-,-
Tannenberg,TR2600301,09-Feb-26,23-Feb-26,,PAL02181,Core,Drill Core,Drillhole,TR2600301     150             376,09-Feb-26,23-Feb-26,TR2600301,TR2600301     150             376,,0.76,0.76,0.76,,,,,,,,,,,<2,ICP40B,2,10,3.76,ICP40B,0.01,15,149,ICP40B,3,10000,28,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.31,ICP40B,0.01,15,<1,ICP40B,1,10000,72,ICP40B,1,10000,14,ICP40B,1,10000,830,ICP40B,0.5,10000,1.97,ICP40B,0.01,15,0.97,ICP40B,0.01,15,10.2,ICP40B,0.5,10000,468,ICP40B,1,10000,0.73,ICP40B,0.01,15,1355,ICP40B,2,10000,8,ICP40B,1,10000,0.05,ICP40B,0.01,15,64,ICP40B,1,10000,0.03,ICP40B,0.01,15,15,ICP40B,2,10000,0.31,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,62.1,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,54,ICP40B,2,10000,<10,ICP40B,10,10000,4.9,ICP40B,0.5,10000,6,ICP40B,1,10000,16.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL02181,0.76,0.76,-,-,-,-,-,-,-,-,-,-,<2,3.76,149,28,<0.5,<5,2.31,<1,72,14,830,1.97,0.97,10.2,468,0.73,1355,8,0.05,64,0.03,15,0.31,<5,1.6,<10,62.1,0.05,54,<10,4.9,6,16.6,-,-
Tannenberg,TR2600301,09-Feb-26,23-Feb-26,,PAL02182,Core,Drill Core,Drillhole,TR2600301     150             376,09-Feb-26,23-Feb-26,TR2600301,TR2600301     150             376,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,3.91,ICP40B,0.01,15,153,ICP40B,3,10000,32,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.42,ICP40B,0.01,15,<1,ICP40B,1,10000,70,ICP40B,1,10000,14,ICP40B,1,10000,838,ICP40B,0.5,10000,1.95,ICP40B,0.01,15,0.96,ICP40B,0.01,15,10.5,ICP40B,0.5,10000,469,ICP40B,1,10000,0.75,ICP40B,0.01,15,1360,ICP40B,2,10000,7,ICP40B,1,10000,0.05,ICP40B,0.01,15,66,ICP40B,1,10000,0.03,ICP40B,0.01,15,15,ICP40B,2,10000,0.38,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,63.9,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,57,ICP40B,2,10000,<10,ICP40B,10,10000,5.0,ICP40B,0.5,10000,5,ICP40B,1,10000,17.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL02182,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,3.91,153,32,<0.5,<5,2.42,<1,70,14,838,1.95,0.96,10.5,469,0.75,1360,7,0.05,66,0.03,15,0.38,<5,1.6,<10,63.9,0.05,57,<10,5.0,5,17.0,-,-
Tannenberg,TR2600301,09-Feb-26,23-Feb-26,,PAL02183,Core,Drill Core,Drillhole,TR2600301     150             376,09-Feb-26,23-Feb-26,TR2600301,TR2600301     150             376,,1.86,1.86,1.86,500.0,76.20,23.80,381.0,119.0,20.0,85.00,15.00,17.0,3.0,<2,ICP40B,2,10,3.33,ICP40B,0.01,15,78,ICP40B,3,10000,39,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.40,ICP40B,0.01,15,<1,ICP40B,1,10000,33,ICP40B,1,10000,16,ICP40B,1,10000,83.3,ICP40B,0.5,10000,2.90,ICP40B,0.01,15,0.75,ICP40B,0.01,15,10.5,ICP40B,0.5,10000,513,ICP40B,1,10000,1.27,ICP40B,0.01,15,1723,ICP40B,2,10000,3,ICP40B,1,10000,0.04,ICP40B,0.01,15,42,ICP40B,1,10000,0.03,ICP40B,0.01,15,13,ICP40B,2,10000,0.49,ICP40B,0.01,5,<5,ICP40B,5,10000,2.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,72.4,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,19,ICP40B,2,10000,<10,ICP40B,10,10000,7.3,ICP40B,0.5,10000,9,ICP40B,1,10000,19.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL02183,1.86,1.86,500.0,76.20,23.80,381.0,119.0,20.0,85.00,15.00,17.0,3.0,<2,3.33,78,39,<0.5,<5,4.40,<1,33,16,83.3,2.90,0.75,10.5,513,1.27,1723,3,0.04,42,0.03,13,0.49,<5,2.2,<10,72.4,0.07,19,<10,7.3,9,19.8,-,-
Tannenberg,TR2600301,09-Feb-26,23-Feb-26,,PAL02184,Core,Drill Core,Drillhole,TR2600301     150             376,09-Feb-26,23-Feb-26,TR2600301,TR2600301     150             376,,3.05,3.05,3.05,,,,,,,,,,,<2,ICP40B,2,10,4.91,ICP40B,0.01,15,97,ICP40B,3,10000,160,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.68,ICP40B,0.01,15,<1,ICP40B,1,10000,51,ICP40B,1,10000,32,ICP40B,1,10000,37.5,ICP40B,0.5,10000,2.23,ICP40B,0.01,15,2.05,ICP40B,0.01,15,12.3,ICP40B,0.5,10000,184,ICP40B,1,10000,0.92,ICP40B,0.01,15,1275,ICP40B,2,10000,7,ICP40B,1,10000,0.08,ICP40B,0.01,15,48,ICP40B,1,10000,0.05,ICP40B,0.01,15,21,ICP40B,2,10000,0.62,ICP40B,0.01,5,6,ICP40B,5,10000,7.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,68.4,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,56,ICP40B,2,10000,<10,ICP40B,10,10000,9.9,ICP40B,0.5,10000,10,ICP40B,1,10000,44.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL02184,3.05,3.05,-,-,-,-,-,-,-,-,-,-,<2,4.91,97,160,0.9,<5,2.68,<1,51,32,37.5,2.23,2.05,12.3,184,0.92,1275,7,0.08,48,0.05,21,0.62,6,7.2,<10,68.4,0.21,56,<10,9.9,10,44.2,-,-
