PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500]
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02960,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,3.03,3.03,3.03,,,,,,,,,,,<2,ICP40B,2,10,5.52,ICP40B,0.01,15,17,ICP40B,3,10000,231,ICP40B,1,10000,2.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,11.3,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,28,ICP40B,1,10000,6.4,ICP40B,0.5,10000,2.46,ICP40B,0.01,15,2.28,ICP40B,0.01,15,20.4,ICP40B,0.5,10000,62,ICP40B,1,10000,1.14,ICP40B,0.01,15,148,ICP40B,2,10000,2,ICP40B,1,10000,0.11,ICP40B,0.01,15,23,ICP40B,1,10000,0.06,ICP40B,0.01,15,15,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,9.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,962,ICP40B,0.5,5000,0.22,ICP40B,0.01,15,67,ICP40B,2,10000,<10,ICP40B,10,10000,11.3,ICP40B,0.5,10000,35,ICP40B,1,10000,51.7,ICP40B,0.5,10000,,AAS42S,5,500,PAL02960,3.03,3.03,-,-,-,-,-,-,-,-,-,-,<2,5.52,17,231,2.1,<5,11.3,<1,7,28,6.4,2.46,2.28,20.4,62,1.14,148,2,0.11,23,0.06,15,>5,<5,9.8,<10,962,0.22,67,<10,11.3,35,51.7,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02961,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,-,,,,,,,,,,,,,8,ICP40B,2,10,6.63,ICP40B,0.01,15,745,ICP40B,3,10000,222,ICP40B,1,10000,1.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.08,ICP40B,0.01,15,22,ICP40B,1,10000,520,ICP40B,1,10000,108,ICP40B,1,10000,4504,ICP40B,0.5,10000,5.27,ICP40B,0.01,15,1.51,ICP40B,0.01,15,17.9,ICP40B,0.5,10000,18,ICP40B,1,10000,1.74,ICP40B,0.01,15,839,ICP40B,2,10000,165,ICP40B,1,10000,2.19,ICP40B,0.01,15,417,ICP40B,1,10000,0.05,ICP40B,0.01,15,3941,ICP40B,2,10000,0.61,ICP40B,0.01,5,362,ICP40B,5,10000,19.1,ICP40B,0.5,10000,60,ICP40B,10,10000,171,ICP40B,0.5,5000,0.59,ICP40B,0.01,15,124,ICP40B,2,10000,<10,ICP40B,10,10000,25.3,ICP40B,0.5,10000,3847,ICP40B,1,10000,121,ICP40B,0.5,10000,,AAS42S,5,500,PAL02961,-,-,-,-,-,-,-,-,-,-,-,-,8,6.63,745,222,1.5,<5,4.08,22,520,108,4504,5.27,1.51,17.9,18,1.74,839,165,2.19,417,0.05,3941,0.61,362,19.1,60,171,0.59,124,<10,25.3,3847,121,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02962,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,2.90,2.90,2.90,,,,,,,,,,,<2,ICP40B,2,10,2.30,ICP40B,0.01,15,8,ICP40B,3,10000,98,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,5,ICP40B,1,10000,10,ICP40B,1,10000,62.0,ICP40B,0.5,10000,0.86,ICP40B,0.01,15,0.90,ICP40B,0.01,15,10.3,ICP40B,0.5,10000,28,ICP40B,1,10000,0.48,ICP40B,0.01,15,63,ICP40B,2,10000,<1,ICP40B,1,10000,0.06,ICP40B,0.01,15,12,ICP40B,1,10000,0.02,ICP40B,0.01,15,11,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,4.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,1803,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,27,ICP40B,2,10000,<10,ICP40B,10,10000,4.8,ICP40B,0.5,10000,23,ICP40B,1,10000,24.4,ICP40B,0.5,10000,,AAS42S,5,500,PAL02962,2.90,2.90,-,-,-,-,-,-,-,-,-,-,<2,2.30,8,98,0.8,<5,>15,<1,5,10,62.0,0.86,0.90,10.3,28,0.48,63,<1,0.06,12,0.02,11,>5,<5,4.1,<10,1803,0.10,27,<10,4.8,23,24.4,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02963,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,3.37,3.37,3.37,,,,,,,,,,,<2,ICP40B,2,10,0.56,ICP40B,0.01,15,8,ICP40B,3,10000,31,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,4,ICP40B,1,10000,3,ICP40B,1,10000,21.3,ICP40B,0.5,10000,0.28,ICP40B,0.01,15,0.20,ICP40B,0.01,15,3.9,ICP40B,0.5,10000,7,ICP40B,1,10000,0.83,ICP40B,0.01,15,143,ICP40B,2,10000,2,ICP40B,1,10000,0.04,ICP40B,0.01,15,3,ICP40B,1,10000,<0.01,ICP40B,0.01,15,5,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,0.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,1336,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,5,ICP40B,2,10000,<10,ICP40B,10,10000,2.0,ICP40B,0.5,10000,6,ICP40B,1,10000,6.2,ICP40B,0.5,10000,,AAS42S,5,500,PAL02963,3.37,3.37,-,-,-,-,-,-,-,-,-,-,<2,0.56,8,31,<0.5,<5,>15,<1,4,3,21.3,0.28,0.20,3.9,7,0.83,143,2,0.04,3,<0.01,5,>5,<5,0.8,<10,1336,0.02,5,<10,2.0,6,6.2,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02964,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,2.63,2.63,2.63,,,,,,,,,,,<2,ICP40B,2,10,0.17,ICP40B,0.01,15,3,ICP40B,3,10000,11,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,3.9,ICP40B,0.5,10000,0.32,ICP40B,0.01,15,0.05,ICP40B,0.01,15,1.9,ICP40B,0.5,10000,5,ICP40B,1,10000,6.85,ICP40B,0.01,15,89,ICP40B,2,10000,<1,ICP40B,1,10000,0.02,ICP40B,0.01,15,3,ICP40B,1,10000,0.02,ICP40B,0.01,15,4,ICP40B,2,10000,0.39,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,163,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,3,ICP40B,2,10000,<10,ICP40B,10,10000,0.8,ICP40B,0.5,10000,11,ICP40B,1,10000,1.9,ICP40B,0.5,10000,,AAS42S,5,500,PAL02964,2.63,2.63,-,-,-,-,-,-,-,-,-,-,<2,0.17,3,11,<0.5,<5,>15,<1,<1,2,3.9,0.32,0.05,1.9,5,6.85,89,<1,0.02,3,0.02,4,0.39,<5,<0.5,<10,163,<0.01,3,<10,0.8,11,1.9,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02965,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,1.98,1.98,1.98,,,,,,,,,,,<2,ICP40B,2,10,0.26,ICP40B,0.01,15,<3,ICP40B,3,10000,21,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,3,ICP40B,1,10000,3.7,ICP40B,0.5,10000,0.47,ICP40B,0.01,15,0.11,ICP40B,0.01,15,2.4,ICP40B,0.5,10000,8,ICP40B,1,10000,4.73,ICP40B,0.01,15,111,ICP40B,2,10000,<1,ICP40B,1,10000,0.02,ICP40B,0.01,15,6,ICP40B,1,10000,0.02,ICP40B,0.01,15,3,ICP40B,2,10000,0.27,ICP40B,0.01,5,<5,ICP40B,5,10000,0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,173,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,5,ICP40B,2,10000,<10,ICP40B,10,10000,1.5,ICP40B,0.5,10000,14,ICP40B,1,10000,3.5,ICP40B,0.5,10000,,AAS42S,5,500,PAL02965,1.98,1.98,-,-,-,-,-,-,-,-,-,-,<2,0.26,<3,21,<0.5,<5,>15,<1,<1,3,3.7,0.47,0.11,2.4,8,4.73,111,<1,0.02,6,0.02,3,0.27,<5,0.5,<10,173,0.01,5,<10,1.5,14,3.5,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02966,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,1.66,1.66,1.66,,,,,,,,,,,<2,ICP40B,2,10,0.31,ICP40B,0.01,15,8,ICP40B,3,10000,24,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,4.3,ICP40B,0.5,10000,0.56,ICP40B,0.01,15,0.10,ICP40B,0.01,15,2.6,ICP40B,0.5,10000,7,ICP40B,1,10000,3.50,ICP40B,0.01,15,122,ICP40B,2,10000,1,ICP40B,1,10000,0.02,ICP40B,0.01,15,8,ICP40B,1,10000,0.02,ICP40B,0.01,15,4,ICP40B,2,10000,0.15,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,188,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,6,ICP40B,2,10000,<10,ICP40B,10,10000,1.4,ICP40B,0.5,10000,21,ICP40B,1,10000,3.7,ICP40B,0.5,10000,,AAS42S,5,500,PAL02966,1.66,1.66,-,-,-,-,-,-,-,-,-,-,<2,0.31,8,24,<0.5,<5,>15,<1,<1,2,4.3,0.56,0.10,2.6,7,3.50,122,1,0.02,8,0.02,4,0.15,<5,<0.5,<10,188,0.01,6,<10,1.4,21,3.7,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02967,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,1.60,1.60,1.60,,,,,,,,,,,<2,ICP40B,2,10,0.51,ICP40B,0.01,15,<3,ICP40B,3,10000,20,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,1,ICP40B,1,10000,1.2,ICP40B,0.5,10000,0.46,ICP40B,0.01,15,0.16,ICP40B,0.01,15,3.7,ICP40B,0.5,10000,5,ICP40B,1,10000,11.6,ICP40B,0.01,15,579,ICP40B,2,10000,<1,ICP40B,1,10000,0.03,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,3,ICP40B,2,10000,0.04,ICP40B,0.01,5,<5,ICP40B,5,10000,0.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,31.6,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,3.0,ICP40B,0.5,10000,48,ICP40B,1,10000,9.9,ICP40B,0.5,10000,,AAS42S,5,500,PAL02967,1.60,1.60,-,-,-,-,-,-,-,-,-,-,<2,0.51,<3,20,<0.5,<5,>15,<1,<1,1,1.2,0.46,0.16,3.7,5,11.6,579,<1,0.03,<1,<0.01,3,0.04,<5,0.6,<10,31.6,0.01,<2,<10,3.0,48,9.9,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02968,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,1.98,1.98,1.98,,,,,,,,,,,<2,ICP40B,2,10,0.38,ICP40B,0.01,15,5,ICP40B,3,10000,21,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,3,ICP40B,1,10000,3.4,ICP40B,0.5,10000,0.46,ICP40B,0.01,15,0.15,ICP40B,0.01,15,3.0,ICP40B,0.5,10000,9,ICP40B,1,10000,2.76,ICP40B,0.01,15,87,ICP40B,2,10000,<1,ICP40B,1,10000,0.02,ICP40B,0.01,15,6,ICP40B,1,10000,0.02,ICP40B,0.01,15,2,ICP40B,2,10000,0.14,ICP40B,0.01,5,<5,ICP40B,5,10000,0.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,169,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,6,ICP40B,2,10000,<10,ICP40B,10,10000,1.6,ICP40B,0.5,10000,19,ICP40B,1,10000,4.6,ICP40B,0.5,10000,,AAS42S,5,500,PAL02968,1.98,1.98,-,-,-,-,-,-,-,-,-,-,<2,0.38,5,21,<0.5,<5,>15,<1,1,3,3.4,0.46,0.15,3.0,9,2.76,87,<1,0.02,6,0.02,2,0.14,<5,0.7,<10,169,0.02,6,<10,1.6,19,4.6,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02969,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,2.83,2.83,2.83,,,,,,,,,,,<2,ICP40B,2,10,4.56,ICP40B,0.01,15,26,ICP40B,3,10000,190,ICP40B,1,10000,1.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,13,ICP40B,1,10000,19,ICP40B,1,10000,22.2,ICP40B,0.5,10000,2.08,ICP40B,0.01,15,2.04,ICP40B,0.01,15,19.2,ICP40B,0.5,10000,72,ICP40B,1,10000,4.28,ICP40B,0.01,15,251,ICP40B,2,10000,3,ICP40B,1,10000,0.10,ICP40B,0.01,15,27,ICP40B,1,10000,0.05,ICP40B,0.01,15,15,ICP40B,2,10000,0.08,ICP40B,0.01,5,7,ICP40B,5,10000,7.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,198,ICP40B,0.5,5000,0.20,ICP40B,0.01,15,54,ICP40B,2,10000,<10,ICP40B,10,10000,11.0,ICP40B,0.5,10000,55,ICP40B,1,10000,49.4,ICP40B,0.5,10000,,AAS42S,5,500,PAL02969,2.83,2.83,-,-,-,-,-,-,-,-,-,-,<2,4.56,26,190,1.8,<5,>15,<1,13,19,22.2,2.08,2.04,19.2,72,4.28,251,3,0.10,27,0.05,15,0.08,7,7.9,<10,198,0.20,54,<10,11.0,55,49.4,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02970,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,2.82,2.82,2.82,,,,,,,,,,,<2,ICP40B,2,10,5.43,ICP40B,0.01,15,43,ICP40B,3,10000,226,ICP40B,1,10000,2.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,14.1,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,30,ICP40B,1,10000,21.3,ICP40B,0.5,10000,2.37,ICP40B,0.01,15,2.41,ICP40B,0.01,15,24.4,ICP40B,0.5,10000,79,ICP40B,1,10000,3.77,ICP40B,0.01,15,285,ICP40B,2,10000,2,ICP40B,1,10000,0.12,ICP40B,0.01,15,27,ICP40B,1,10000,0.06,ICP40B,0.01,15,10,ICP40B,2,10000,0.10,ICP40B,0.01,5,5,ICP40B,5,10000,9.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,359,ICP40B,0.5,5000,0.24,ICP40B,0.01,15,66,ICP40B,2,10000,<10,ICP40B,10,10000,13.2,ICP40B,0.5,10000,31,ICP40B,1,10000,62.4,ICP40B,0.5,10000,,AAS42S,5,500,PAL02970,2.82,2.82,-,-,-,-,-,-,-,-,-,-,<2,5.43,43,226,2.1,<5,14.1,<1,12,30,21.3,2.37,2.41,24.4,79,3.77,285,2,0.12,27,0.06,10,0.10,5,9.6,<10,359,0.24,66,<10,13.2,31,62.4,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02971,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,2.48,2.48,2.48,,,,,,,,,,,<2,ICP40B,2,10,5.35,ICP40B,0.01,15,27,ICP40B,3,10000,242,ICP40B,1,10000,2.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,14.2,ICP40B,0.01,15,<1,ICP40B,1,10000,10,ICP40B,1,10000,30,ICP40B,1,10000,16.1,ICP40B,0.5,10000,2.32,ICP40B,0.01,15,2.00,ICP40B,0.01,15,25.8,ICP40B,0.5,10000,128,ICP40B,1,10000,2.60,ICP40B,0.01,15,299,ICP40B,2,10000,1,ICP40B,1,10000,0.09,ICP40B,0.01,15,24,ICP40B,1,10000,0.06,ICP40B,0.01,15,25,ICP40B,2,10000,0.12,ICP40B,0.01,5,6,ICP40B,5,10000,9.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,601,ICP40B,0.5,5000,0.24,ICP40B,0.01,15,66,ICP40B,2,10000,<10,ICP40B,10,10000,13.2,ICP40B,0.5,10000,36,ICP40B,1,10000,69.1,ICP40B,0.5,10000,,AAS42S,5,500,PAL02971,2.48,2.48,-,-,-,-,-,-,-,-,-,-,<2,5.35,27,242,2.0,<5,14.2,<1,10,30,16.1,2.32,2.00,25.8,128,2.60,299,1,0.09,24,0.06,25,0.12,6,9.4,<10,601,0.24,66,<10,13.2,36,69.1,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02972,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,1.38,1.38,1.38,,,,,,,,,,,<2,ICP40B,2,10,4.70,ICP40B,0.01,15,21,ICP40B,3,10000,230,ICP40B,1,10000,1.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,14.1,ICP40B,0.01,15,<1,ICP40B,1,10000,9,ICP40B,1,10000,22,ICP40B,1,10000,15.4,ICP40B,0.5,10000,2.17,ICP40B,0.01,15,1.56,ICP40B,0.01,15,23.7,ICP40B,0.5,10000,165,ICP40B,1,10000,2.39,ICP40B,0.01,15,290,ICP40B,2,10000,1,ICP40B,1,10000,0.08,ICP40B,0.01,15,21,ICP40B,1,10000,0.06,ICP40B,0.01,15,16,ICP40B,2,10000,0.17,ICP40B,0.01,5,6,ICP40B,5,10000,8.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,596,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,53,ICP40B,2,10000,<10,ICP40B,10,10000,12.3,ICP40B,0.5,10000,30,ICP40B,1,10000,65.6,ICP40B,0.5,10000,,AAS42S,5,500,PAL02972,1.38,1.38,-,-,-,-,-,-,-,-,-,-,<2,4.70,21,230,1.7,<5,14.1,<1,9,22,15.4,2.17,1.56,23.7,165,2.39,290,1,0.08,21,0.06,16,0.17,6,8.4,<10,596,0.21,53,<10,12.3,30,65.6,-
Tannenberg,TR2600303,10-Feb-26,23-Feb-26,,PAL02973,Core,Drill Core,Drillhole,TR2600303     50              368,10-Feb-26,23-Feb-26,TR2600303,TR2600303     50              368,,1.97,1.97,1.97,,,,,,,,,,,<2,ICP40B,2,10,4.42,ICP40B,0.01,15,22,ICP40B,3,10000,207,ICP40B,1,10000,1.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,13.7,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,24,ICP40B,1,10000,14.6,ICP40B,0.5,10000,2.08,ICP40B,0.01,15,1.47,ICP40B,0.01,15,22.9,ICP40B,0.5,10000,184,ICP40B,1,10000,3.01,ICP40B,0.01,15,313,ICP40B,2,10000,1,ICP40B,1,10000,0.08,ICP40B,0.01,15,20,ICP40B,1,10000,0.06,ICP40B,0.01,15,12,ICP40B,2,10000,0.18,ICP40B,0.01,5,<5,ICP40B,5,10000,8.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,659,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,56,ICP40B,2,10000,<10,ICP40B,10,10000,12.0,ICP40B,0.5,10000,32,ICP40B,1,10000,65.2,ICP40B,0.5,10000,,AAS42S,5,500,PAL02973,1.97,1.97,-,-,-,-,-,-,-,-,-,-,<2,4.42,22,207,1.6,<5,13.7,<1,8,24,14.6,2.08,1.47,22.9,184,3.01,313,1,0.08,20,0.06,12,0.18,<5,8.0,<10,659,0.21,56,<10,12.0,32,65.2,-
