PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500],Cu_pct[AAS42S|LDL:0.001|UDL:50]
Tannenberg,TR2503145,22-Dec-25,06-Feb-26,,PAL00361,Core,Drill Core,Drillhole,TR2503145     149             376,22-Dec-25,06-Feb-26,TR2503145,TR2503145     149             376,,0.59,0.59,0.59,,,,,,,,,,,<2,ICP40B,2,10,3.02,ICP40B,0.01,15,63,ICP40B,3,10000,180,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.46,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,14,ICP40B,1,10000,845,ICP40B,0.5,10000,0.95,ICP40B,0.01,15,0.86,ICP40B,0.01,15,6.8,ICP40B,0.5,10000,285,ICP40B,1,10000,0.55,ICP40B,0.01,15,1395,ICP40B,2,10000,1,ICP40B,1,10000,0.74,ICP40B,0.01,15,11,ICP40B,1,10000,0.03,ICP40B,0.01,15,9,ICP40B,2,10000,0.23,ICP40B,0.01,5,<5,ICP40B,5,10000,1.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,44.5,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,5.2,ICP40B,0.5,10000,23,ICP40B,1,10000,22.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00361,0.59,0.59,-,-,-,-,-,-,-,-,-,-,<2,3.02,63,180,0.8,<5,1.46,<1,12,14,845,0.95,0.86,6.8,285,0.55,1395,1,0.74,11,0.03,9,0.23,<5,1.4,<10,44.5,0.06,14,<10,5.2,23,22.8,-,-
Tannenberg,TR2503145,22-Dec-25,06-Feb-26,,PAL00362,Core,Drill Core,Drillhole,TR2503145     149             376,22-Dec-25,06-Feb-26,TR2503145,TR2503145     149             376,,1.12,1.12,1.12,,,,,,,,,,,<2,ICP40B,2,10,3.30,ICP40B,0.01,15,40,ICP40B,3,10000,149,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.53,ICP40B,0.01,15,<1,ICP40B,1,10000,11,ICP40B,1,10000,18,ICP40B,1,10000,965,ICP40B,0.5,10000,1.24,ICP40B,0.01,15,0.85,ICP40B,0.01,15,6.7,ICP40B,0.5,10000,317,ICP40B,1,10000,0.63,ICP40B,0.01,15,1806,ICP40B,2,10000,2,ICP40B,1,10000,0.78,ICP40B,0.01,15,10,ICP40B,1,10000,0.03,ICP40B,0.01,15,7,ICP40B,2,10000,0.19,ICP40B,0.01,5,<5,ICP40B,5,10000,1.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,34.6,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,5.1,ICP40B,0.5,10000,19,ICP40B,1,10000,26.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00362,1.12,1.12,-,-,-,-,-,-,-,-,-,-,<2,3.30,40,149,0.8,<5,1.53,<1,11,18,965,1.24,0.85,6.7,317,0.63,1806,2,0.78,10,0.03,7,0.19,<5,1.1,<10,34.6,0.06,11,<10,5.1,19,26.6,-,-
Tannenberg,TR2503145,22-Dec-25,06-Feb-26,,PAL00363,Core,Drill Core,Drillhole,TR2503145     149             376,22-Dec-25,06-Feb-26,TR2503145,TR2503145     149             376,,1.75,1.75,1.75,,,,,,,,,,,<2,ICP40B,2,10,3.06,ICP40B,0.01,15,30,ICP40B,3,10000,150,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.10,ICP40B,0.01,15,<1,ICP40B,1,10000,9,ICP40B,1,10000,18,ICP40B,1,10000,825,ICP40B,0.5,10000,0.84,ICP40B,0.01,15,0.82,ICP40B,0.01,15,5.9,ICP40B,0.5,10000,301,ICP40B,1,10000,0.49,ICP40B,0.01,15,1243,ICP40B,2,10000,2,ICP40B,1,10000,0.80,ICP40B,0.01,15,10,ICP40B,1,10000,0.03,ICP40B,0.01,15,4,ICP40B,2,10000,0.19,ICP40B,0.01,5,<5,ICP40B,5,10000,1.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,14.1,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,4.9,ICP40B,0.5,10000,11,ICP40B,1,10000,22.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00363,1.75,1.75,-,-,-,-,-,-,-,-,-,-,<2,3.06,30,150,0.8,<5,1.10,<1,9,18,825,0.84,0.82,5.9,301,0.49,1243,2,0.80,10,0.03,4,0.19,<5,1.0,<10,14.1,0.06,11,<10,4.9,11,22.8,-,-
Tannenberg,TR2503145,22-Dec-25,06-Feb-26,,PAL00364,Core,Drill Core,Drillhole,TR2503145     149             376,22-Dec-25,06-Feb-26,TR2503145,TR2503145     149             376,,1.48,1.48,1.48,,,,,,,,,,,<2,ICP40B,2,10,3.34,ICP40B,0.01,15,14,ICP40B,3,10000,228,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.92,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,17,ICP40B,1,10000,729,ICP40B,0.5,10000,0.89,ICP40B,0.01,15,0.86,ICP40B,0.01,15,6.3,ICP40B,0.5,10000,292,ICP40B,1,10000,0.44,ICP40B,0.01,15,1097,ICP40B,2,10000,2,ICP40B,1,10000,0.84,ICP40B,0.01,15,10,ICP40B,1,10000,0.03,ICP40B,0.01,15,7,ICP40B,2,10000,0.17,ICP40B,0.01,5,<5,ICP40B,5,10000,1.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,39.4,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,4.7,ICP40B,0.5,10000,9,ICP40B,1,10000,22.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00364,1.48,1.48,-,-,-,-,-,-,-,-,-,-,<2,3.34,14,228,0.8,<5,0.92,<1,7,17,729,0.89,0.86,6.3,292,0.44,1097,2,0.84,10,0.03,7,0.17,<5,1.1,<10,39.4,0.05,11,<10,4.7,9,22.3,-,-
Tannenberg,TR2503145,22-Dec-25,06-Feb-26,,*DUP-PAL00364,Core,Drill Core,Drillhole,TR2503145     149             376,22-Dec-25,06-Feb-26,TR2503145,TR2503145     149             376,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,3.37,ICP40B,0.01,15,14,ICP40B,3,10000,231,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.95,ICP40B,0.01,15,<1,ICP40B,1,10000,6,ICP40B,1,10000,16,ICP40B,1,10000,719,ICP40B,0.5,10000,0.89,ICP40B,0.01,15,0.91,ICP40B,0.01,15,6.4,ICP40B,0.5,10000,306,ICP40B,1,10000,0.44,ICP40B,0.01,15,1072,ICP40B,2,10000,2,ICP40B,1,10000,0.85,ICP40B,0.01,15,10,ICP40B,1,10000,0.03,ICP40B,0.01,15,4,ICP40B,2,10000,0.16,ICP40B,0.01,5,<5,ICP40B,5,10000,1.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,39.7,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,10,ICP40B,2,10000,<10,ICP40B,10,10000,4.8,ICP40B,0.5,10000,6,ICP40B,1,10000,22.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,*DUP-PAL00364,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,3.37,14,231,0.9,<5,0.95,<1,6,16,719,0.89,0.91,6.4,306,0.44,1072,2,0.85,10,0.03,4,0.16,<5,1.0,<10,39.7,0.05,10,<10,4.8,6,22.6,-,-
Tannenberg,TR2503145,22-Dec-25,06-Feb-26,,PAL00365,Core,Drill Core,Drillhole,TR2503145     149             376,22-Dec-25,06-Feb-26,TR2503145,TR2503145     149             376,,1.70,1.70,1.70,,,,,,,,,,,<2,ICP40B,2,10,3.24,ICP40B,0.01,15,12,ICP40B,3,10000,329,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.86,ICP40B,0.01,15,<1,ICP40B,1,10000,4,ICP40B,1,10000,10,ICP40B,1,10000,668,ICP40B,0.5,10000,0.74,ICP40B,0.01,15,0.87,ICP40B,0.01,15,5.9,ICP40B,0.5,10000,265,ICP40B,1,10000,0.42,ICP40B,0.01,15,796,ICP40B,2,10000,2,ICP40B,1,10000,0.73,ICP40B,0.01,15,10,ICP40B,1,10000,0.03,ICP40B,0.01,15,3,ICP40B,2,10000,0.14,ICP40B,0.01,5,<5,ICP40B,5,10000,0.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,51.2,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,9,ICP40B,2,10000,<10,ICP40B,10,10000,4.7,ICP40B,0.5,10000,17,ICP40B,1,10000,21.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00365,1.70,1.70,-,-,-,-,-,-,-,-,-,-,<2,3.24,12,329,0.8,<5,0.86,<1,4,10,668,0.74,0.87,5.9,265,0.42,796,2,0.73,10,0.03,3,0.14,<5,0.9,<10,51.2,0.04,9,<10,4.7,17,21.8,-,-
Tannenberg,TR2503145,22-Dec-25,06-Feb-26,,PAL00366,Core,Drill Core,Drillhole,TR2503145     149             376,22-Dec-25,06-Feb-26,TR2503145,TR2503145     149             376,,2.12,2.12,2.12,500.0,75.20,24.80,376.0,124.0,20.0,88.50,11.50,17.7,2.3,<2,ICP40B,2,10,3.21,ICP40B,0.01,15,9,ICP40B,3,10000,512,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.12,ICP40B,0.01,15,<1,ICP40B,1,10000,4,ICP40B,1,10000,13,ICP40B,1,10000,603,ICP40B,0.5,10000,0.80,ICP40B,0.01,15,0.83,ICP40B,0.01,15,6.0,ICP40B,0.5,10000,257,ICP40B,1,10000,0.51,ICP40B,0.01,15,1331,ICP40B,2,10000,2,ICP40B,1,10000,0.79,ICP40B,0.01,15,11,ICP40B,1,10000,0.03,ICP40B,0.01,15,5,ICP40B,2,10000,0.14,ICP40B,0.01,5,<5,ICP40B,5,10000,1.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,92.0,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,9,ICP40B,2,10000,<10,ICP40B,10,10000,4.7,ICP40B,0.5,10000,14,ICP40B,1,10000,20.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00366,2.12,2.12,500.0,75.20,24.80,376.0,124.0,20.0,88.50,11.50,17.7,2.3,<2,3.21,9,512,0.8,<5,1.12,<1,4,13,603,0.80,0.83,6.0,257,0.51,1331,2,0.79,11,0.03,5,0.14,<5,1.0,<10,92.0,0.04,9,<10,4.7,14,20.9,-,-
Tannenberg,TR2503145,22-Dec-25,06-Feb-26,,PAL00367,Core,Drill Core,Drillhole,TR2503145     149             376,22-Dec-25,06-Feb-26,TR2503145,TR2503145     149             376,,2.05,2.05,2.05,,,,,,,,,,,<2,ICP40B,2,10,3.30,ICP40B,0.01,15,7,ICP40B,3,10000,384,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.37,ICP40B,0.01,15,<1,ICP40B,1,10000,4,ICP40B,1,10000,22,ICP40B,1,10000,420,ICP40B,0.5,10000,0.97,ICP40B,0.01,15,0.97,ICP40B,0.01,15,8.1,ICP40B,0.5,10000,286,ICP40B,1,10000,0.66,ICP40B,0.01,15,1642,ICP40B,2,10000,3,ICP40B,1,10000,0.75,ICP40B,0.01,15,11,ICP40B,1,10000,0.03,ICP40B,0.01,15,<2,ICP40B,2,10000,0.11,ICP40B,0.01,5,<5,ICP40B,5,10000,1.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,67.6,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,5.3,ICP40B,0.5,10000,9,ICP40B,1,10000,25.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00367,2.05,2.05,-,-,-,-,-,-,-,-,-,-,<2,3.30,7,384,0.9,<5,1.37,<1,4,22,420,0.97,0.97,8.1,286,0.66,1642,3,0.75,11,0.03,<2,0.11,<5,1.0,<10,67.6,0.05,11,<10,5.3,9,25.0,-,-
Tannenberg,TR2503145,22-Dec-25,06-Feb-26,,PAL00368,Core,Drill Core,Drillhole,TR2503145     149             376,22-Dec-25,06-Feb-26,TR2503145,TR2503145     149             376,,1.96,1.96,1.96,,,,,,,,,,,<2,ICP40B,2,10,2.74,ICP40B,0.01,15,5,ICP40B,3,10000,694,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.94,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,19,ICP40B,1,10000,163,ICP40B,0.5,10000,0.72,ICP40B,0.01,15,0.80,ICP40B,0.01,15,5.4,ICP40B,0.5,10000,200,ICP40B,1,10000,0.46,ICP40B,0.01,15,986,ICP40B,2,10000,4,ICP40B,1,10000,0.75,ICP40B,0.01,15,12,ICP40B,1,10000,0.03,ICP40B,0.01,15,<2,ICP40B,2,10000,0.08,ICP40B,0.01,5,<5,ICP40B,5,10000,1.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,35.1,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,10,ICP40B,2,10000,<10,ICP40B,10,10000,5.0,ICP40B,0.5,10000,10,ICP40B,1,10000,22.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00368,1.96,1.96,-,-,-,-,-,-,-,-,-,-,<2,2.74,5,694,0.8,<5,0.94,<1,3,19,163,0.72,0.80,5.4,200,0.46,986,4,0.75,12,0.03,<2,0.08,<5,1.0,<10,35.1,0.05,10,<10,5.0,10,22.0,-,-
Tannenberg,TR2503145,22-Dec-25,06-Feb-26,,PAL00369,Core,Drill Core,Drillhole,TR2503145     149             376,22-Dec-25,06-Feb-26,TR2503145,TR2503145     149             376,,2.04,2.04,2.04,,,,,,,,,,,<2,ICP40B,2,10,3.60,ICP40B,0.01,15,<3,ICP40B,3,10000,654,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.14,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,18,ICP40B,1,10000,154,ICP40B,0.5,10000,0.87,ICP40B,0.01,15,1.06,ICP40B,0.01,15,8.4,ICP40B,0.5,10000,252,ICP40B,1,10000,0.53,ICP40B,0.01,15,1087,ICP40B,2,10000,4,ICP40B,1,10000,0.76,ICP40B,0.01,15,14,ICP40B,1,10000,0.03,ICP40B,0.01,15,4,ICP40B,2,10000,0.08,ICP40B,0.01,5,<5,ICP40B,5,10000,1.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,74.6,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,5.5,ICP40B,0.5,10000,12,ICP40B,1,10000,26.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,PAL00369,2.04,2.04,-,-,-,-,-,-,-,-,-,-,<2,3.60,<3,654,0.9,<5,1.14,<1,3,18,154,0.87,1.06,8.4,252,0.53,1087,4,0.76,14,0.03,4,0.08,<5,1.3,<10,74.6,0.05,12,<10,5.5,12,26.1,-,-
