PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Pb_pct,Pb_pct_GMD,Pb_pct_LDD,Pb_pct_UDD,Zn_pct,Zn_pct_GMD,Zn_pct_LDD,Zn_pct_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500],Cu_pct[AAS42S|LDL:0.001|UDL:50],Pb_pct[AAS42S|LDL:0.002|UDL:2.5],Zn_pct[AAS42S|LDL:0.001|UDL:5]
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00291,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.13,0.13,0.13,,,,,,,,,,,>10,ICP40B,2,10,6.31,ICP40B,0.01,15,1161,ICP40B,3,10000,242,ICP40B,1,10000,3.7,ICP40B,0.5,2500,21,ICP40B,5,10000,3.50,ICP40B,0.01,15,4,ICP40B,1,10000,171,ICP40B,1,10000,164,ICP40B,1,10000,>10000,ICP40B,0.5,10000,2.34,ICP40B,0.01,15,2.50,ICP40B,0.01,15,35.7,ICP40B,0.5,10000,59,ICP40B,1,10000,1.29,ICP40B,0.01,15,2197,ICP40B,2,10000,73,ICP40B,1,10000,0.69,ICP40B,0.01,15,149,ICP40B,1,10000,0.05,ICP40B,0.01,15,7772,ICP40B,2,10000,1.43,ICP40B,0.01,5,31,ICP40B,5,10000,11.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,185,ICP40B,0.5,5000,0.22,ICP40B,0.01,15,961,ICP40B,2,10000,<10,ICP40B,10,10000,14.8,ICP40B,0.5,10000,932,ICP40B,1,10000,78.8,ICP40B,0.5,10000,13,AAS42S,5,500,1.10,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00291,0.13,0.13,-,-,-,-,-,-,-,-,-,-,>10,6.31,1161,242,3.7,21,3.50,4,171,164,>10000,2.34,2.50,35.7,59,1.29,2197,73,0.69,149,0.05,7772,1.43,31,11.6,<10,185,0.22,961,<10,14.8,932,78.8,13,1.10,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00292,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.35,0.35,0.35,,,,,,,,,,,5,ICP40B,2,10,3.44,ICP40B,0.01,15,1074,ICP40B,3,10000,426,ICP40B,1,10000,1.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.55,ICP40B,0.01,15,1,ICP40B,1,10000,157,ICP40B,1,10000,13,ICP40B,1,10000,2983,ICP40B,0.5,10000,0.98,ICP40B,0.01,15,1.62,ICP40B,0.01,15,17.3,ICP40B,0.5,10000,22,ICP40B,1,10000,0.40,ICP40B,0.01,15,2621,ICP40B,2,10000,37,ICP40B,1,10000,0.80,ICP40B,0.01,15,83,ICP40B,1,10000,0.03,ICP40B,0.01,15,192,ICP40B,2,10000,0.51,ICP40B,0.01,5,9,ICP40B,5,10000,2.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,180,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,34,ICP40B,2,10000,<10,ICP40B,10,10000,10.1,ICP40B,0.5,10000,278,ICP40B,1,10000,45.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00292,0.35,0.35,-,-,-,-,-,-,-,-,-,-,5,3.44,1074,426,1.3,<5,5.55,1,157,13,2983,0.98,1.62,17.3,22,0.40,2621,37,0.80,83,0.03,192,0.51,9,2.6,<10,180,0.07,34,<10,10.1,278,45.9,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00293,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.33,0.33,0.33,500.0,79.60,20.40,398.0,102.0,20.0,86.00,14.00,17.2,2.8,2,ICP40B,2,10,3.28,ICP40B,0.01,15,413,ICP40B,3,10000,549,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.02,ICP40B,0.01,15,<1,ICP40B,1,10000,43,ICP40B,1,10000,8,ICP40B,1,10000,1405,ICP40B,0.5,10000,0.64,ICP40B,0.01,15,1.68,ICP40B,0.01,15,10.6,ICP40B,0.5,10000,21,ICP40B,1,10000,0.25,ICP40B,0.01,15,1756,ICP40B,2,10000,12,ICP40B,1,10000,0.79,ICP40B,0.01,15,10,ICP40B,1,10000,0.02,ICP40B,0.01,15,69,ICP40B,2,10000,0.26,ICP40B,0.01,5,<5,ICP40B,5,10000,2.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,163,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,7.9,ICP40B,0.5,10000,120,ICP40B,1,10000,33.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00293,0.33,0.33,500.0,79.60,20.40,398.0,102.0,20.0,86.00,14.00,17.2,2.8,2,3.28,413,549,1.0,<5,6.02,<1,43,8,1405,0.64,1.68,10.6,21,0.25,1756,12,0.79,10,0.02,69,0.26,<5,2.1,<10,163,0.04,14,<10,7.9,120,33.8,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00294,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.46,0.46,0.46,,,,,,,,,,,<2,ICP40B,2,10,3.13,ICP40B,0.01,15,180,ICP40B,3,10000,272,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,10.9,ICP40B,0.01,15,<1,ICP40B,1,10000,14,ICP40B,1,10000,15,ICP40B,1,10000,802,ICP40B,0.5,10000,0.66,ICP40B,0.01,15,1.53,ICP40B,0.01,15,13.9,ICP40B,0.5,10000,23,ICP40B,1,10000,0.19,ICP40B,0.01,15,2257,ICP40B,2,10000,2,ICP40B,1,10000,0.90,ICP40B,0.01,15,6,ICP40B,1,10000,0.02,ICP40B,0.01,15,31,ICP40B,2,10000,0.21,ICP40B,0.01,5,<5,ICP40B,5,10000,1.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,160,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,10.5,ICP40B,0.5,10000,58,ICP40B,1,10000,36.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00294,0.46,0.46,-,-,-,-,-,-,-,-,-,-,<2,3.13,180,272,1.2,<5,10.9,<1,14,15,802,0.66,1.53,13.9,23,0.19,2257,2,0.90,6,0.02,31,0.21,<5,1.9,<10,160,0.05,14,<10,10.5,58,36.8,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00295,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.49,0.49,0.49,,,,,,,,,,,2,ICP40B,2,10,3.52,ICP40B,0.01,15,233,ICP40B,3,10000,365,ICP40B,1,10000,1.0,ICP40B,0.5,2500,6,ICP40B,5,10000,9.51,ICP40B,0.01,15,<1,ICP40B,1,10000,13,ICP40B,1,10000,5,ICP40B,1,10000,2179,ICP40B,0.5,10000,0.56,ICP40B,0.01,15,1.92,ICP40B,0.01,15,8.1,ICP40B,0.5,10000,18,ICP40B,1,10000,0.19,ICP40B,0.01,15,1564,ICP40B,2,10000,4,ICP40B,1,10000,0.83,ICP40B,0.01,15,6,ICP40B,1,10000,0.03,ICP40B,0.01,15,26,ICP40B,2,10000,0.28,ICP40B,0.01,5,<5,ICP40B,5,10000,1.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,183,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,7.9,ICP40B,0.5,10000,68,ICP40B,1,10000,25.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00295,0.49,0.49,-,-,-,-,-,-,-,-,-,-,2,3.52,233,365,1.0,6,9.51,<1,13,5,2179,0.56,1.92,8.1,18,0.19,1564,4,0.83,6,0.03,26,0.28,<5,1.5,<10,183,0.04,11,<10,7.9,68,25.5,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00296,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.71,0.71,0.71,,,,,,,,,,,<2,ICP40B,2,10,3.25,ICP40B,0.01,15,249,ICP40B,3,10000,621,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.86,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,7,ICP40B,1,10000,2226,ICP40B,0.5,10000,0.62,ICP40B,0.01,15,1.75,ICP40B,0.01,15,7.8,ICP40B,0.5,10000,24,ICP40B,1,10000,0.16,ICP40B,0.01,15,1484,ICP40B,2,10000,2,ICP40B,1,10000,0.84,ICP40B,0.01,15,6,ICP40B,1,10000,0.03,ICP40B,0.01,15,17,ICP40B,2,10000,0.27,ICP40B,0.01,5,<5,ICP40B,5,10000,1.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,198,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,7.7,ICP40B,0.5,10000,72,ICP40B,1,10000,29.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00296,0.71,0.71,-,-,-,-,-,-,-,-,-,-,<2,3.25,249,621,0.9,<5,5.86,<1,7,7,2226,0.62,1.75,7.8,24,0.16,1484,2,0.84,6,0.03,17,0.27,<5,1.9,<10,198,0.04,11,<10,7.7,72,29.1,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00297,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.54,0.54,0.54,,,,,,,,,,,3,ICP40B,2,10,3.69,ICP40B,0.01,15,391,ICP40B,3,10000,464,ICP40B,1,10000,1.1,ICP40B,0.5,2500,8,ICP40B,5,10000,7.87,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,5,ICP40B,1,10000,3333,ICP40B,0.5,10000,0.64,ICP40B,0.01,15,1.93,ICP40B,0.01,15,8.0,ICP40B,0.5,10000,24,ICP40B,1,10000,0.20,ICP40B,0.01,15,1219,ICP40B,2,10000,<1,ICP40B,1,10000,0.97,ICP40B,0.01,15,6,ICP40B,1,10000,0.04,ICP40B,0.01,15,22,ICP40B,2,10000,0.29,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,181,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,7.8,ICP40B,0.5,10000,109,ICP40B,1,10000,26.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00297,0.54,0.54,-,-,-,-,-,-,-,-,-,-,3,3.69,391,464,1.1,8,7.87,<1,8,5,3333,0.64,1.93,8.0,24,0.20,1219,<1,0.97,6,0.04,22,0.29,<5,1.6,<10,181,0.04,12,<10,7.8,109,26.5,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00298,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.59,0.59,0.59,,,,,,,,,,,<2,ICP40B,2,10,3.73,ICP40B,0.01,15,79,ICP40B,3,10000,355,ICP40B,1,10000,1.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,8.94,ICP40B,0.01,15,<1,ICP40B,1,10000,6,ICP40B,1,10000,6,ICP40B,1,10000,849,ICP40B,0.5,10000,0.63,ICP40B,0.01,15,1.84,ICP40B,0.01,15,7.9,ICP40B,0.5,10000,24,ICP40B,1,10000,0.23,ICP40B,0.01,15,1920,ICP40B,2,10000,5,ICP40B,1,10000,1.22,ICP40B,0.01,15,6,ICP40B,1,10000,0.05,ICP40B,0.01,15,12,ICP40B,2,10000,0.11,ICP40B,0.01,5,<5,ICP40B,5,10000,1.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,173,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,8,ICP40B,2,10000,<10,ICP40B,10,10000,9.8,ICP40B,0.5,10000,28,ICP40B,1,10000,18.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00298,0.59,0.59,-,-,-,-,-,-,-,-,-,-,<2,3.73,79,355,1.3,<5,8.94,<1,6,6,849,0.63,1.84,7.9,24,0.23,1920,5,1.22,6,0.05,12,0.11,<5,1.3,<10,173,0.02,8,<10,9.8,28,18.8,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00299,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.03,1.03,1.03,,,,,,,,,,,<2,ICP40B,2,10,4.01,ICP40B,0.01,15,28,ICP40B,3,10000,285,ICP40B,1,10000,1.4,ICP40B,0.5,2500,<5,ICP40B,5,10000,8.70,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,11,ICP40B,1,10000,41.7,ICP40B,0.5,10000,0.75,ICP40B,0.01,15,1.92,ICP40B,0.01,15,9.0,ICP40B,0.5,10000,30,ICP40B,1,10000,0.28,ICP40B,0.01,15,1756,ICP40B,2,10000,<1,ICP40B,1,10000,1.00,ICP40B,0.01,15,7,ICP40B,1,10000,0.04,ICP40B,0.01,15,7,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,188,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,9.5,ICP40B,0.5,10000,17,ICP40B,1,10000,22.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00299,1.03,1.03,-,-,-,-,-,-,-,-,-,-,<2,4.01,28,285,1.4,<5,8.70,<1,2,11,41.7,0.75,1.92,9.0,30,0.28,1756,<1,1.00,7,0.04,7,0.02,<5,1.6,<10,188,0.03,11,<10,9.5,17,22.8,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00300,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.03,1.03,1.03,,,,,,,,,,,<2,ICP40B,2,10,2.53,ICP40B,0.01,15,14,ICP40B,3,10000,165,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,12.4,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,12,ICP40B,1,10000,11.5,ICP40B,0.5,10000,0.73,ICP40B,0.01,15,1.13,ICP40B,0.01,15,11.2,ICP40B,0.5,10000,26,ICP40B,1,10000,0.22,ICP40B,0.01,15,1692,ICP40B,2,10000,<1,ICP40B,1,10000,0.82,ICP40B,0.01,15,6,ICP40B,1,10000,0.03,ICP40B,0.01,15,4,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,2.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,260,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,11.5,ICP40B,0.5,10000,13,ICP40B,1,10000,29.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00300,1.03,1.03,-,-,-,-,-,-,-,-,-,-,<2,2.53,14,165,0.9,<5,12.4,<1,2,12,11.5,0.73,1.13,11.2,26,0.22,1692,<1,0.82,6,0.03,4,0.01,<5,2.0,<10,260,0.04,12,<10,11.5,13,29.9,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00301,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.59,0.59,0.59,,,,,,,,,,,<2,ICP40B,2,10,<0.01,ICP40B,0.01,15,<3,ICP40B,3,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,<0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,0.01,ICP40B,0.01,15,<0.01,ICP40B,0.01,15,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00301,0.59,0.59,-,-,-,-,-,-,-,-,-,-,<2,<0.01,<3,<1,<0.5,<5,<0.01,<1,<1,<1,<0.5,0.01,<0.01,<0.5,<1,<0.01,<2,<1,<0.01,<1,<0.01,<2,<0.01,<5,<0.5,<10,<0.5,<0.01,<2,<10,<0.5,<1,<0.5,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00302,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.54,0.54,0.54,,,,,,,,,,,<2,ICP40B,2,10,4.39,ICP40B,0.01,15,4,ICP40B,3,10000,243,ICP40B,1,10000,1.4,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.38,ICP40B,0.01,15,<1,ICP40B,1,10000,5,ICP40B,1,10000,28,ICP40B,1,10000,7.3,ICP40B,0.5,10000,1.72,ICP40B,0.01,15,2.06,ICP40B,0.01,15,14.6,ICP40B,0.5,10000,46,ICP40B,1,10000,1.03,ICP40B,0.01,15,1402,ICP40B,2,10000,<1,ICP40B,1,10000,0.98,ICP40B,0.01,15,15,ICP40B,1,10000,0.03,ICP40B,0.01,15,5,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,3.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,152,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,15,ICP40B,2,10000,<10,ICP40B,10,10000,15.4,ICP40B,0.5,10000,56,ICP40B,1,10000,50.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00302,0.54,0.54,-,-,-,-,-,-,-,-,-,-,<2,4.39,4,243,1.4,<5,5.38,<1,5,28,7.3,1.72,2.06,14.6,46,1.03,1402,<1,0.98,15,0.03,5,0.02,<5,3.5,<10,152,0.06,15,<10,15.4,56,50.8,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00303,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.95,1.95,1.95,,,,,,,,,,,<2,ICP40B,2,10,7.78,ICP40B,0.01,15,<3,ICP40B,3,10000,291,ICP40B,1,10000,1.4,ICP40B,0.5,2500,10,ICP40B,5,10000,0.70,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,105,ICP40B,1,10000,5.1,ICP40B,0.5,10000,3.83,ICP40B,0.01,15,1.66,ICP40B,0.01,15,16.9,ICP40B,0.5,10000,73,ICP40B,1,10000,1.11,ICP40B,0.01,15,836,ICP40B,2,10000,<1,ICP40B,1,10000,1.99,ICP40B,0.01,15,34,ICP40B,1,10000,0.06,ICP40B,0.01,15,<2,ICP40B,2,10000,0.01,ICP40B,0.01,5,6,ICP40B,5,10000,19.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,57.5,ICP40B,0.5,5000,0.33,ICP40B,0.01,15,94,ICP40B,2,10000,<10,ICP40B,10,10000,12.4,ICP40B,0.5,10000,74,ICP40B,1,10000,94.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00303,1.95,1.95,-,-,-,-,-,-,-,-,-,-,<2,7.78,<3,291,1.4,10,0.70,<1,12,105,5.1,3.83,1.66,16.9,73,1.11,836,<1,1.99,34,0.06,<2,0.01,6,19.2,<10,57.5,0.33,94,<10,12.4,74,94.4,-,-,-,-
