PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Pb_pct,Pb_pct_GMD,Pb_pct_LDD,Pb_pct_UDD,Zn_pct,Zn_pct_GMD,Zn_pct_LDD,Zn_pct_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500],Cu_pct[AAS42S|LDL:0.001|UDL:50],Pb_pct[AAS42S|LDL:0.002|UDL:2.5],Zn_pct[AAS42S|LDL:0.001|UDL:5]
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00304,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.90,1.90,1.90,,,,,,,,,,,<2,ICP40B,2,10,8.49,ICP40B,0.01,15,<3,ICP40B,3,10000,382,ICP40B,1,10000,1.7,ICP40B,0.5,2500,16,ICP40B,5,10000,0.78,ICP40B,0.01,15,1,ICP40B,1,10000,15,ICP40B,1,10000,101,ICP40B,1,10000,5.8,ICP40B,0.5,10000,4.51,ICP40B,0.01,15,2.00,ICP40B,0.01,15,20.0,ICP40B,0.5,10000,83,ICP40B,1,10000,1.29,ICP40B,0.01,15,1077,ICP40B,2,10000,<1,ICP40B,1,10000,1.60,ICP40B,0.01,15,39,ICP40B,1,10000,0.06,ICP40B,0.01,15,<2,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,21.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,48.6,ICP40B,0.5,5000,0.34,ICP40B,0.01,15,103,ICP40B,2,10000,<10,ICP40B,10,10000,14.3,ICP40B,0.5,10000,92,ICP40B,1,10000,103,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00304,1.90,1.90,-,-,-,-,-,-,-,-,-,-,<2,8.49,<3,382,1.7,16,0.78,1,15,101,5.8,4.51,2.00,20.0,83,1.29,1077,<1,1.60,39,0.06,<2,0.02,<5,21.2,<10,48.6,0.34,103,<10,14.3,92,103,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00305,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.69,1.69,1.69,,,,,,,,,,,<2,ICP40B,2,10,6.92,ICP40B,0.01,15,8,ICP40B,3,10000,603,ICP40B,1,10000,1.5,ICP40B,0.5,2500,7,ICP40B,5,10000,0.78,ICP40B,0.01,15,<1,ICP40B,1,10000,13,ICP40B,1,10000,87,ICP40B,1,10000,257,ICP40B,0.5,10000,4.09,ICP40B,0.01,15,2.02,ICP40B,0.01,15,16.3,ICP40B,0.5,10000,68,ICP40B,1,10000,1.04,ICP40B,0.01,15,834,ICP40B,2,10000,1,ICP40B,1,10000,0.78,ICP40B,0.01,15,36,ICP40B,1,10000,0.03,ICP40B,0.01,15,<2,ICP40B,2,10000,0.12,ICP40B,0.01,5,<5,ICP40B,5,10000,15.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,84.4,ICP40B,0.5,5000,0.22,ICP40B,0.01,15,71,ICP40B,2,10000,<10,ICP40B,10,10000,8.7,ICP40B,0.5,10000,72,ICP40B,1,10000,63.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00305,1.69,1.69,-,-,-,-,-,-,-,-,-,-,<2,6.92,8,603,1.5,7,0.78,<1,13,87,257,4.09,2.02,16.3,68,1.04,834,1,0.78,36,0.03,<2,0.12,<5,15.5,<10,84.4,0.22,71,<10,8.7,72,63.0,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00306,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,2.03,2.03,2.03,,,,,,,,,,,<2,ICP40B,2,10,8.16,ICP40B,0.01,15,<3,ICP40B,3,10000,295,ICP40B,1,10000,1.9,ICP40B,0.5,2500,12,ICP40B,5,10000,0.93,ICP40B,0.01,15,1,ICP40B,1,10000,21,ICP40B,1,10000,96,ICP40B,1,10000,5.5,ICP40B,0.5,10000,4.88,ICP40B,0.01,15,2.01,ICP40B,0.01,15,31.5,ICP40B,0.5,10000,68,ICP40B,1,10000,1.38,ICP40B,0.01,15,1183,ICP40B,2,10000,<1,ICP40B,1,10000,1.24,ICP40B,0.01,15,49,ICP40B,1,10000,0.05,ICP40B,0.01,15,<2,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,20.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,84.3,ICP40B,0.5,5000,0.34,ICP40B,0.01,15,101,ICP40B,2,10000,<10,ICP40B,10,10000,14.0,ICP40B,0.5,10000,89,ICP40B,1,10000,100,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00306,2.03,2.03,-,-,-,-,-,-,-,-,-,-,<2,8.16,<3,295,1.9,12,0.93,1,21,96,5.5,4.88,2.01,31.5,68,1.38,1183,<1,1.24,49,0.05,<2,0.02,<5,20.2,<10,84.3,0.34,101,<10,14.0,89,100,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00307,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.24,1.24,1.24,,,,,,,,,,,<2,ICP40B,2,10,8.20,ICP40B,0.01,15,<3,ICP40B,3,10000,453,ICP40B,1,10000,2.0,ICP40B,0.5,2500,13,ICP40B,5,10000,0.39,ICP40B,0.01,15,<1,ICP40B,1,10000,16,ICP40B,1,10000,85,ICP40B,1,10000,2.7,ICP40B,0.5,10000,3.31,ICP40B,0.01,15,2.84,ICP40B,0.01,15,19.9,ICP40B,0.5,10000,71,ICP40B,1,10000,1.02,ICP40B,0.01,15,797,ICP40B,2,10000,<1,ICP40B,1,10000,0.28,ICP40B,0.01,15,30,ICP40B,1,10000,0.03,ICP40B,0.01,15,<2,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,18.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,96.1,ICP40B,0.5,5000,0.30,ICP40B,0.01,15,89,ICP40B,2,10000,<10,ICP40B,10,10000,9.6,ICP40B,0.5,10000,56,ICP40B,1,10000,69.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00307,1.24,1.24,-,-,-,-,-,-,-,-,-,-,<2,8.20,<3,453,2.0,13,0.39,<1,16,85,2.7,3.31,2.84,19.9,71,1.02,797,<1,0.28,30,0.03,<2,0.01,<5,18.3,<10,96.1,0.30,89,<10,9.6,56,69.3,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00308,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,2.20,2.20,2.20,,,,,,,,,,,<2,ICP40B,2,10,2.61,ICP40B,0.01,15,29,ICP40B,3,10000,98,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,10,ICP40B,1,10000,24,ICP40B,1,10000,283,ICP40B,0.5,10000,1.01,ICP40B,0.01,15,1.04,ICP40B,0.01,15,10.8,ICP40B,0.5,10000,32,ICP40B,1,10000,1.54,ICP40B,0.01,15,3985,ICP40B,2,10000,<1,ICP40B,1,10000,0.19,ICP40B,0.01,15,18,ICP40B,1,10000,0.03,ICP40B,0.01,15,907,ICP40B,2,10000,1.57,ICP40B,0.01,5,<5,ICP40B,5,10000,4.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,628,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,32,ICP40B,2,10000,<10,ICP40B,10,10000,8.6,ICP40B,0.5,10000,78,ICP40B,1,10000,28.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00308,2.20,2.20,-,-,-,-,-,-,-,-,-,-,<2,2.61,29,98,1.0,<5,>15,<1,10,24,283,1.01,1.04,10.8,32,1.54,3985,<1,0.19,18,0.03,907,1.57,<5,4.7,<10,628,0.10,32,<10,8.6,78,28.8,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,*DUP-PAL00308,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,2.30,ICP40B,0.01,15,25,ICP40B,3,10000,99,ICP40B,1,10000,1.0,ICP40B,0.5,2500,10,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,10,ICP40B,1,10000,28,ICP40B,1,10000,283,ICP40B,0.5,10000,0.94,ICP40B,0.01,15,1.00,ICP40B,0.01,15,10.4,ICP40B,0.5,10000,32,ICP40B,1,10000,1.50,ICP40B,0.01,15,3875,ICP40B,2,10000,<1,ICP40B,1,10000,0.19,ICP40B,0.01,15,18,ICP40B,1,10000,0.02,ICP40B,0.01,15,900,ICP40B,2,10000,1.58,ICP40B,0.01,5,<5,ICP40B,5,10000,4.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,637,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,32,ICP40B,2,10000,<10,ICP40B,10,10000,8.3,ICP40B,0.5,10000,80,ICP40B,1,10000,28.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,*DUP-PAL00308,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,2.30,25,99,1.0,10,>15,<1,10,28,283,0.94,1.00,10.4,32,1.50,3875,<1,0.19,18,0.02,900,1.58,<5,4.5,<10,637,0.10,32,<10,8.3,80,28.8,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00309,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,2.29,2.29,2.29,,,,,,,,,,,<2,ICP40B,2,10,1.93,ICP40B,0.01,15,27,ICP40B,3,10000,1180,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,19,ICP40B,1,10000,231,ICP40B,0.5,10000,1.00,ICP40B,0.01,15,0.78,ICP40B,0.01,15,8.7,ICP40B,0.5,10000,22,ICP40B,1,10000,4.23,ICP40B,0.01,15,6723,ICP40B,2,10000,<1,ICP40B,1,10000,0.18,ICP40B,0.01,15,15,ICP40B,1,10000,0.02,ICP40B,0.01,15,16,ICP40B,2,10000,0.70,ICP40B,0.01,5,<5,ICP40B,5,10000,3.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,616,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,22,ICP40B,2,10000,<10,ICP40B,10,10000,7.9,ICP40B,0.5,10000,19,ICP40B,1,10000,23.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00309,2.29,2.29,-,-,-,-,-,-,-,-,-,-,<2,1.93,27,1180,0.7,<5,>15,<1,7,19,231,1.00,0.78,8.7,22,4.23,6723,<1,0.18,15,0.02,16,0.70,<5,3.2,<10,616,0.07,22,<10,7.9,19,23.1,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00310,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,2.27,2.27,2.27,,,,,,,,,,,<2,ICP40B,2,10,2.76,ICP40B,0.01,15,71,ICP40B,3,10000,107,ICP40B,1,10000,1.2,ICP40B,0.5,2500,8,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,11,ICP40B,1,10000,25,ICP40B,1,10000,213,ICP40B,0.5,10000,0.84,ICP40B,0.01,15,1.22,ICP40B,0.01,15,11.1,ICP40B,0.5,10000,36,ICP40B,1,10000,1.39,ICP40B,0.01,15,3552,ICP40B,2,10000,<1,ICP40B,1,10000,0.17,ICP40B,0.01,15,17,ICP40B,1,10000,0.03,ICP40B,0.01,15,10,ICP40B,2,10000,0.26,ICP40B,0.01,5,<5,ICP40B,5,10000,5.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,408,ICP40B,0.5,5000,0.11,ICP40B,0.01,15,34,ICP40B,2,10000,<10,ICP40B,10,10000,8.5,ICP40B,0.5,10000,29,ICP40B,1,10000,31.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00310,2.27,2.27,-,-,-,-,-,-,-,-,-,-,<2,2.76,71,107,1.2,8,>15,<1,11,25,213,0.84,1.22,11.1,36,1.39,3552,<1,0.17,17,0.03,10,0.26,<5,5.5,<10,408,0.11,34,<10,8.5,29,31.0,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00311,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,2.37,2.37,2.37,,,,,,,,,,,<2,ICP40B,2,10,2.34,ICP40B,0.01,15,66,ICP40B,3,10000,75,ICP40B,1,10000,1.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,26,ICP40B,1,10000,209,ICP40B,0.5,10000,1.16,ICP40B,0.01,15,1.16,ICP40B,0.01,15,9.8,ICP40B,0.5,10000,32,ICP40B,1,10000,2.44,ICP40B,0.01,15,5059,ICP40B,2,10000,<1,ICP40B,1,10000,0.16,ICP40B,0.01,15,16,ICP40B,1,10000,0.03,ICP40B,0.01,15,9,ICP40B,2,10000,0.52,ICP40B,0.01,5,<5,ICP40B,5,10000,5.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,303,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,32,ICP40B,2,10000,<10,ICP40B,10,10000,7.5,ICP40B,0.5,10000,29,ICP40B,1,10000,27.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00311,2.37,2.37,-,-,-,-,-,-,-,-,-,-,<2,2.34,66,75,1.3,<5,>15,<1,12,26,209,1.16,1.16,9.8,32,2.44,5059,<1,0.16,16,0.03,9,0.52,<5,5.0,<10,303,0.10,32,<10,7.5,29,27.8,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00312,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.57,0.57,0.57,,,,,,,,,,,<2,ICP40B,2,10,3.07,ICP40B,0.01,15,66,ICP40B,3,10000,104,ICP40B,1,10000,1.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,17,ICP40B,1,10000,36,ICP40B,1,10000,350,ICP40B,0.5,10000,1.12,ICP40B,0.01,15,1.36,ICP40B,0.01,15,15.7,ICP40B,0.5,10000,34,ICP40B,1,10000,2.84,ICP40B,0.01,15,6334,ICP40B,2,10000,<1,ICP40B,1,10000,0.33,ICP40B,0.01,15,21,ICP40B,1,10000,0.03,ICP40B,0.01,15,8,ICP40B,2,10000,0.26,ICP40B,0.01,5,<5,ICP40B,5,10000,6.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,321,ICP40B,0.5,5000,0.13,ICP40B,0.01,15,41,ICP40B,2,10000,<10,ICP40B,10,10000,11.9,ICP40B,0.5,10000,28,ICP40B,1,10000,43.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00312,0.57,0.57,-,-,-,-,-,-,-,-,-,-,<2,3.07,66,104,1.5,<5,>15,<1,17,36,350,1.12,1.36,15.7,34,2.84,6334,<1,0.33,21,0.03,8,0.26,<5,6.4,<10,321,0.13,41,<10,11.9,28,43.5,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00313,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.57,0.57,0.57,500.0,79.40,20.60,397.0,103.0,20.0,85.00,15.00,17.0,3.0,<2,ICP40B,2,10,4.28,ICP40B,0.01,15,74,ICP40B,3,10000,134,ICP40B,1,10000,2.2,ICP40B,0.5,2500,7,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,19,ICP40B,1,10000,34,ICP40B,1,10000,342,ICP40B,0.5,10000,1.22,ICP40B,0.01,15,1.88,ICP40B,0.01,15,19.1,ICP40B,0.5,10000,45,ICP40B,1,10000,2.06,ICP40B,0.01,15,4466,ICP40B,2,10000,<1,ICP40B,1,10000,0.40,ICP40B,0.01,15,26,ICP40B,1,10000,0.04,ICP40B,0.01,15,11,ICP40B,2,10000,0.31,ICP40B,0.01,5,<5,ICP40B,5,10000,8.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,293,ICP40B,0.5,5000,0.17,ICP40B,0.01,15,48,ICP40B,2,10000,<10,ICP40B,10,10000,13.0,ICP40B,0.5,10000,37,ICP40B,1,10000,56.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00313,0.57,0.57,500.0,79.40,20.60,397.0,103.0,20.0,85.00,15.00,17.0,3.0,<2,4.28,74,134,2.2,7,>15,<1,19,34,342,1.22,1.88,19.1,45,2.06,4466,<1,0.40,26,0.04,11,0.31,<5,8.7,<10,293,0.17,48,<10,13.0,37,56.1,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00314,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.54,0.54,0.54,,,,,,,,,,,<2,ICP40B,2,10,3.14,ICP40B,0.01,15,43,ICP40B,3,10000,94,ICP40B,1,10000,1.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,20,ICP40B,1,10000,38,ICP40B,1,10000,260,ICP40B,0.5,10000,1.15,ICP40B,0.01,15,1.47,ICP40B,0.01,15,15.5,ICP40B,0.5,10000,37,ICP40B,1,10000,2.34,ICP40B,0.01,15,5411,ICP40B,2,10000,<1,ICP40B,1,10000,0.26,ICP40B,0.01,15,23,ICP40B,1,10000,0.03,ICP40B,0.01,15,9,ICP40B,2,10000,0.35,ICP40B,0.01,5,<5,ICP40B,5,10000,6.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,327,ICP40B,0.5,5000,0.12,ICP40B,0.01,15,41,ICP40B,2,10000,<10,ICP40B,10,10000,12.1,ICP40B,0.5,10000,24,ICP40B,1,10000,40.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00314,0.54,0.54,-,-,-,-,-,-,-,-,-,-,<2,3.14,43,94,1.9,<5,>15,<1,20,38,260,1.15,1.47,15.5,37,2.34,5411,<1,0.26,23,0.03,9,0.35,<5,6.5,<10,327,0.12,41,<10,12.1,24,40.0,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00315,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.37,1.37,1.37,,,,,,,,,,,<2,ICP40B,2,10,0.53,ICP40B,0.01,15,<3,ICP40B,3,10000,17,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,4.0,ICP40B,0.5,10000,0.46,ICP40B,0.01,15,0.15,ICP40B,0.01,15,3.6,ICP40B,0.5,10000,4,ICP40B,1,10000,12.0,ICP40B,0.01,15,704,ICP40B,2,10000,<1,ICP40B,1,10000,0.04,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,0.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,42.3,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,3.4,ICP40B,0.5,10000,34,ICP40B,1,10000,9.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00315,1.37,1.37,-,-,-,-,-,-,-,-,-,-,<2,0.53,<3,17,<0.5,<5,>15,<1,<1,2,4.0,0.46,0.15,3.6,4,12.0,704,<1,0.04,<1,<0.01,<2,0.02,<5,0.6,<10,42.3,<0.01,<2,<10,3.4,34,9.8,-,-,-,-
