PROJECTCOD,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD
Tannenberg Copper Project,,PAL01577,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,2.01,2.01,2.01,,,,,,,,,,,<2,ICP40B,2,10,4.73,ICP40B,0.01,15,12,ICP40B,3,10000,288,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.75,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,39,ICP40B,1,10000,6.6,ICP40B,0.5,10000,2.50,ICP40B,0.01,15,1.15,ICP40B,0.01,15,11.6,ICP40B,0.5,10000,84,ICP40B,1,10000,0.65,ICP40B,0.01,15,966,ICP40B,2,10000,1,ICP40B,1,10000,1.21,ICP40B,0.01,15,21,ICP40B,1,10000,0.04,ICP40B,0.01,15,10,ICP40B,2,10000,0.03,ICP40B,0.01,5,<5,ICP40B,5,10000,7.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,137,ICP40B,0.5,5000,0.20,ICP40B,0.01,15,61,ICP40B,2,10000,<10,ICP40B,10,10000,9.7,ICP40B,0.5,10000,12,ICP40B,1,10000,41.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01578,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,2.20,2.20,2.20,,,,,,,,,,,<2,ICP40B,2,10,4.87,ICP40B,0.01,15,15,ICP40B,3,10000,279,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.87,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,44,ICP40B,1,10000,6.4,ICP40B,0.5,10000,2.82,ICP40B,0.01,15,1.18,ICP40B,0.01,15,12.7,ICP40B,0.5,10000,96,ICP40B,1,10000,0.53,ICP40B,0.01,15,673,ICP40B,2,10000,1,ICP40B,1,10000,1.21,ICP40B,0.01,15,22,ICP40B,1,10000,0.04,ICP40B,0.01,15,6,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,7.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,138,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,62,ICP40B,2,10000,<10,ICP40B,10,10000,9.2,ICP40B,0.5,10000,11,ICP40B,1,10000,42.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01579,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,2.17,2.17,2.17,,,,,,,,,,,<2,ICP40B,2,10,4.65,ICP40B,0.01,15,9,ICP40B,3,10000,276,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.77,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,50,ICP40B,1,10000,6.9,ICP40B,0.5,10000,2.44,ICP40B,0.01,15,1.03,ICP40B,0.01,15,9.7,ICP40B,0.5,10000,102,ICP40B,1,10000,0.52,ICP40B,0.01,15,680,ICP40B,2,10000,1,ICP40B,1,10000,1.26,ICP40B,0.01,15,21,ICP40B,1,10000,0.04,ICP40B,0.01,15,9,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,6.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,126,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,58,ICP40B,2,10000,<10,ICP40B,10,10000,8.9,ICP40B,0.5,10000,11,ICP40B,1,10000,41.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01580,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,2.06,2.06,2.06,,,,,,,,,,,<2,ICP40B,2,10,4.42,ICP40B,0.01,15,8,ICP40B,3,10000,228,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.03,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,39,ICP40B,1,10000,4.3,ICP40B,0.5,10000,2.79,ICP40B,0.01,15,1.04,ICP40B,0.01,15,9.7,ICP40B,0.5,10000,101,ICP40B,1,10000,0.52,ICP40B,0.01,15,778,ICP40B,2,10000,1,ICP40B,1,10000,1.13,ICP40B,0.01,15,20,ICP40B,1,10000,0.04,ICP40B,0.01,15,7,ICP40B,2,10000,0.01,ICP40B,0.01,5,6,ICP40B,5,10000,6.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,117,ICP40B,0.5,5000,0.19,ICP40B,0.01,15,58,ICP40B,2,10000,<10,ICP40B,10,10000,9.7,ICP40B,0.5,10000,10,ICP40B,1,10000,41.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01581,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,1.43,1.43,1.43,,,,,,,,,,,<2,ICP40B,2,10,4.13,ICP40B,0.01,15,8,ICP40B,3,10000,240,ICP40B,1,10000,0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.07,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,38,ICP40B,1,10000,4.7,ICP40B,0.5,10000,2.37,ICP40B,0.01,15,0.91,ICP40B,0.01,15,9.3,ICP40B,0.5,10000,98,ICP40B,1,10000,0.52,ICP40B,0.01,15,814,ICP40B,2,10000,1,ICP40B,1,10000,1.16,ICP40B,0.01,15,18,ICP40B,1,10000,0.04,ICP40B,0.01,15,7,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,6.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,117,ICP40B,0.5,5000,0.18,ICP40B,0.01,15,51,ICP40B,2,10000,<10,ICP40B,10,10000,10.3,ICP40B,0.5,10000,10,ICP40B,1,10000,39.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01582,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,2.72,2.72,2.72,,,,,,,,,,,<2,ICP40B,2,10,0.90,ICP40B,0.01,15,5,ICP40B,3,10000,56,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,8,ICP40B,1,10000,3.7,ICP40B,0.5,10000,0.41,ICP40B,0.01,15,0.36,ICP40B,0.01,15,4.1,ICP40B,0.5,10000,16,ICP40B,1,10000,0.44,ICP40B,0.01,15,45,ICP40B,2,10000,<1,ICP40B,1,10000,0.07,ICP40B,0.01,15,6,ICP40B,1,10000,<0.01,ICP40B,0.01,15,6,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,1.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,3306,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,10,ICP40B,2,10000,<10,ICP40B,10,10000,2.0,ICP40B,0.5,10000,6,ICP40B,1,10000,9.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01583,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,3.58,3.58,3.58,,,,,,,,,,,<2,ICP40B,2,10,0.58,ICP40B,0.01,15,<3,ICP40B,3,10000,45,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,7,ICP40B,1,10000,2.5,ICP40B,0.5,10000,0.26,ICP40B,0.01,15,0.23,ICP40B,0.01,15,2.5,ICP40B,0.5,10000,14,ICP40B,1,10000,0.36,ICP40B,0.01,15,36,ICP40B,2,10000,<1,ICP40B,1,10000,0.06,ICP40B,0.01,15,4,ICP40B,1,10000,<0.01,ICP40B,0.01,15,3,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,0.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,2931,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,7,ICP40B,2,10000,<10,ICP40B,10,10000,1.2,ICP40B,0.5,10000,4,ICP40B,1,10000,6.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*BLK-BLANK,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,<5,AAS42S,5,500,<0.001,AAS42S,0.001,50
Tannenberg Copper Project,,*BLK-BLANK,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,<2,ICP40B,2,10,<0.01,ICP40B,0.01,15,<3,ICP40B,3,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,<0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,<0.01,ICP40B,0.01,15,0.01,ICP40B,0.01,15,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-925,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,2,ICP40B,2,10,7.52,ICP40B,0.01,15,11,ICP40B,3,10000,425,ICP40B,1,10000,2.0,ICP40B,0.5,2500,22,ICP40B,5,10000,0.48,ICP40B,0.01,15,<1,ICP40B,1,10000,24,ICP40B,1,10000,72,ICP40B,1,10000,5767,ICP40B,0.5,10000,7.24,ICP40B,0.01,15,2.57,ICP40B,0.01,15,39.2,ICP40B,0.5,10000,33,ICP40B,1,10000,1.79,ICP40B,0.01,15,1026,ICP40B,2,10000,<1,ICP40B,1,10000,0.28,ICP40B,0.01,15,37,ICP40B,1,10000,0.06,ICP40B,0.01,15,115,ICP40B,2,10000,0.97,ICP40B,0.01,5,<5,ICP40B,5,10000,12.3,ICP40B,0.5,10000,14,ICP40B,10,10000,35.8,ICP40B,0.5,5000,0.38,ICP40B,0.01,15,86,ICP40B,2,10000,<10,ICP40B,10,10000,25.6,ICP40B,0.5,10000,445,ICP40B,1,10000,113,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*REP-PAL01499,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,<2,ICP40B,2,10,4.23,ICP40B,0.01,15,16,ICP40B,3,10000,1317,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.37,ICP40B,0.01,15,<1,ICP40B,1,10000,5,ICP40B,1,10000,24,ICP40B,1,10000,5.4,ICP40B,0.5,10000,1.81,ICP40B,0.01,15,1.72,ICP40B,0.01,15,16.9,ICP40B,0.5,10000,32,ICP40B,1,10000,0.32,ICP40B,0.01,15,1111,ICP40B,2,10000,<1,ICP40B,1,10000,0.80,ICP40B,0.01,15,18,ICP40B,1,10000,0.04,ICP40B,0.01,15,9,ICP40B,2,10000,0.04,ICP40B,0.01,5,<5,ICP40B,5,10000,4.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,263,ICP40B,0.5,5000,0.14,ICP40B,0.01,15,30,ICP40B,2,10000,<10,ICP40B,10,10000,13.9,ICP40B,0.5,10000,15,ICP40B,1,10000,47.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-211,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,<2,ICP40B,2,10,6.87,ICP40B,0.01,15,42,ICP40B,3,10000,192,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.30,ICP40B,0.01,15,<1,ICP40B,1,10000,46,ICP40B,1,10000,97,ICP40B,1,10000,162,ICP40B,0.5,10000,8.28,ICP40B,0.01,15,0.39,ICP40B,0.01,15,4.7,ICP40B,0.5,10000,10,ICP40B,1,10000,3.83,ICP40B,0.01,15,1372,ICP40B,2,10000,1,ICP40B,1,10000,2.07,ICP40B,0.01,15,75,ICP40B,1,10000,0.04,ICP40B,0.01,15,17,ICP40B,2,10000,0.31,ICP40B,0.01,5,<5,ICP40B,5,10000,40.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,127,ICP40B,0.5,5000,0.67,ICP40B,0.01,15,283,ICP40B,2,10000,19,ICP40B,10,10000,22.7,ICP40B,0.5,10000,113,ICP40B,1,10000,54.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-607,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,6,ICP40B,2,10,6.95,ICP40B,0.01,15,200,ICP40B,3,10000,2415,ICP40B,1,10000,2.0,ICP40B,0.5,2500,7,ICP40B,5,10000,0.48,ICP40B,0.01,15,2,ICP40B,1,10000,4,ICP40B,1,10000,23,ICP40B,1,10000,556,ICP40B,0.5,10000,1.69,ICP40B,0.01,15,3.04,ICP40B,0.01,15,33.8,ICP40B,0.5,10000,39,ICP40B,1,10000,0.32,ICP40B,0.01,15,97,ICP40B,2,10000,3,ICP40B,1,10000,1.49,ICP40B,0.01,15,16,ICP40B,1,10000,0.07,ICP40B,0.01,15,213,ICP40B,2,10000,0.98,ICP40B,0.01,5,31,ICP40B,5,10000,2.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,222,ICP40B,0.5,5000,0.16,ICP40B,0.01,15,24,ICP40B,2,10000,<10,ICP40B,10,10000,9.6,ICP40B,0.5,10000,255,ICP40B,1,10000,60.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*BLK-BLANK,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,<2,ICP40B,2,10,<0.01,ICP40B,0.01,15,<3,ICP40B,3,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,<0.01,ICP40B,0.01,15,<0.01,ICP40B,0.01,15,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*REP-PAL01528,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,<2,ICP40B,2,10,6.73,ICP40B,0.01,15,8,ICP40B,3,10000,365,ICP40B,1,10000,1.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.72,ICP40B,0.01,15,<1,ICP40B,1,10000,15,ICP40B,1,10000,98,ICP40B,1,10000,12.0,ICP40B,0.5,10000,3.24,ICP40B,0.01,15,1.59,ICP40B,0.01,15,22.5,ICP40B,0.5,10000,53,ICP40B,1,10000,1.41,ICP40B,0.01,15,574,ICP40B,2,10000,<1,ICP40B,1,10000,2.06,ICP40B,0.01,15,59,ICP40B,1,10000,0.06,ICP40B,0.01,15,7,ICP40B,2,10000,<0.01,ICP40B,0.01,5,8,ICP40B,5,10000,10.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,214,ICP40B,0.5,5000,0.40,ICP40B,0.01,15,77,ICP40B,2,10000,<10,ICP40B,10,10000,7.3,ICP40B,0.5,10000,57,ICP40B,1,10000,62.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-601B,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,>10,ICP40B,2,10,6.55,ICP40B,0.01,15,266,ICP40B,3,10000,997,ICP40B,1,10000,1.9,ICP40B,0.5,2500,10,ICP40B,5,10000,0.85,ICP40B,0.01,15,2,ICP40B,1,10000,3,ICP40B,1,10000,23,ICP40B,1,10000,989,ICP40B,0.5,10000,2.19,ICP40B,0.01,15,2.32,ICP40B,0.01,15,32.1,ICP40B,0.5,10000,26,ICP40B,1,10000,0.10,ICP40B,0.01,15,216,ICP40B,2,10000,4,ICP40B,1,10000,1.86,ICP40B,0.01,15,8,ICP40B,1,10000,0.03,ICP40B,0.01,15,306,ICP40B,2,10000,1.54,ICP40B,0.01,5,24,ICP40B,5,10000,3.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,235,ICP40B,0.5,5000,0.12,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,9.8,ICP40B,0.5,10000,299,ICP40B,1,10000,181,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*REP-PAL01553,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,<2,ICP40B,2,10,5.72,ICP40B,0.01,15,10,ICP40B,3,10000,216,ICP40B,1,10000,1.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,8.83,ICP40B,0.01,15,<1,ICP40B,1,10000,11,ICP40B,1,10000,44,ICP40B,1,10000,314,ICP40B,0.5,10000,2.02,ICP40B,0.01,15,2.10,ICP40B,0.01,15,25.3,ICP40B,0.5,10000,59,ICP40B,1,10000,3.72,ICP40B,0.01,15,3047,ICP40B,2,10000,<1,ICP40B,1,10000,0.55,ICP40B,0.01,15,31,ICP40B,1,10000,0.05,ICP40B,0.01,15,57,ICP40B,2,10000,2.60,ICP40B,0.01,5,<5,ICP40B,5,10000,7.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,621,ICP40B,0.5,5000,0.23,ICP40B,0.01,15,56,ICP40B,2,10000,<10,ICP40B,10,10000,12.0,ICP40B,0.5,10000,29,ICP40B,1,10000,81.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-925,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,3,ICP40B,2,10,6.93,ICP40B,0.01,15,11,ICP40B,3,10000,427,ICP40B,1,10000,1.9,ICP40B,0.5,2500,26,ICP40B,5,10000,0.46,ICP40B,0.01,15,<1,ICP40B,1,10000,23,ICP40B,1,10000,70,ICP40B,1,10000,6013,ICP40B,0.5,10000,7.15,ICP40B,0.01,15,2.56,ICP40B,0.01,15,38.3,ICP40B,0.5,10000,32,ICP40B,1,10000,1.77,ICP40B,0.01,15,1024,ICP40B,2,10000,<1,ICP40B,1,10000,0.27,ICP40B,0.01,15,36,ICP40B,1,10000,0.06,ICP40B,0.01,15,115,ICP40B,2,10000,0.90,ICP40B,0.01,5,<5,ICP40B,5,10000,12.6,ICP40B,0.5,10000,14,ICP40B,10,10000,38.7,ICP40B,0.5,5000,0.37,ICP40B,0.01,15,84,ICP40B,2,10000,<10,ICP40B,10,10000,22.3,ICP40B,0.5,10000,448,ICP40B,1,10000,110,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*BLK-BLANK,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,<2,ICP40B,2,10,<0.01,ICP40B,0.01,15,<3,ICP40B,3,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,<0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,<0.01,ICP40B,0.01,15,<0.01,ICP40B,0.01,15,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-211,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,<2,ICP40B,2,10,6.83,ICP40B,0.01,15,39,ICP40B,3,10000,182,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.43,ICP40B,0.01,15,<1,ICP40B,1,10000,42,ICP40B,1,10000,94,ICP40B,1,10000,166,ICP40B,0.5,10000,8.05,ICP40B,0.01,15,0.40,ICP40B,0.01,15,4.8,ICP40B,0.5,10000,11,ICP40B,1,10000,3.55,ICP40B,0.01,15,1411,ICP40B,2,10000,1,ICP40B,1,10000,2.08,ICP40B,0.01,15,77,ICP40B,1,10000,0.04,ICP40B,0.01,15,17,ICP40B,2,10000,0.30,ICP40B,0.01,5,<5,ICP40B,5,10000,41.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,131,ICP40B,0.5,5000,0.63,ICP40B,0.01,15,271,ICP40B,2,10000,20,ICP40B,10,10000,21.0,ICP40B,0.5,10000,117,ICP40B,1,10000,50.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
