PROJECTCOD,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Pb_pct,Pb_pct_GMD,Pb_pct_LDD,Pb_pct_UDD,Zn_pct,Zn_pct_GMD,Zn_pct_LDD,Zn_pct_UDD
Tannenberg Copper Project,,PAL01377,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.87,0.87,0.87,,,,,,,,,,,<2,ICP40B,2,10,3.77,ICP40B,0.01,15,10,ICP40B,3,10000,2051,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.74,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,38,ICP40B,1,10000,6.5,ICP40B,0.5,10000,1.07,ICP40B,0.01,15,2.86,ICP40B,0.01,15,17.2,ICP40B,0.5,10000,28,ICP40B,1,10000,0.32,ICP40B,0.01,15,308,ICP40B,2,10000,<1,ICP40B,1,10000,0.86,ICP40B,0.01,15,4,ICP40B,1,10000,0.02,ICP40B,0.01,15,9,ICP40B,2,10000,0.07,ICP40B,0.01,5,<5,ICP40B,5,10000,2.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,200,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,19,ICP40B,2,10000,<10,ICP40B,10,10000,9.4,ICP40B,0.5,10000,13,ICP40B,1,10000,54.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01378,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,2.31,2.31,2.31,,,,,,,,,,,<2,ICP40B,2,10,0.58,ICP40B,0.01,15,<3,ICP40B,3,10000,33,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,4,ICP40B,1,10000,4.9,ICP40B,0.5,10000,0.23,ICP40B,0.01,15,0.25,ICP40B,0.01,15,3.0,ICP40B,0.5,10000,21,ICP40B,1,10000,1.19,ICP40B,0.01,15,91,ICP40B,2,10000,<1,ICP40B,1,10000,0.11,ICP40B,0.01,15,3,ICP40B,1,10000,<0.01,ICP40B,0.01,15,13,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,0.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,2879,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,6,ICP40B,2,10000,<10,ICP40B,10,10000,1.3,ICP40B,0.5,10000,77,ICP40B,1,10000,5.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01379,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,>10,ICP40B,2,10,5.32,ICP40B,0.01,15,175,ICP40B,3,10000,16,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.38,ICP40B,0.01,15,12,ICP40B,1,10000,3,ICP40B,1,10000,32,ICP40B,1,10000,>10000,ICP40B,0.5,10000,2.37,ICP40B,0.01,15,4.52,ICP40B,0.01,15,1.0,ICP40B,0.5,10000,9,ICP40B,1,10000,0.21,ICP40B,0.01,15,155,ICP40B,2,10000,194,ICP40B,1,10000,1.33,ICP40B,0.01,15,18,ICP40B,1,10000,0.05,ICP40B,0.01,15,1443,ICP40B,2,10000,1.24,ICP40B,0.01,5,<5,ICP40B,5,10000,2.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,32.0,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,15,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,2574,ICP40B,1,10000,15.2,ICP40B,0.5,10000,16,AAS42S,5,500,2.15,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01380,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,2.33,2.33,2.33,,,,,,,,,,,<2,ICP40B,2,10,0.38,ICP40B,0.01,15,<3,ICP40B,3,10000,43,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,4,ICP40B,1,10000,10.0,ICP40B,0.5,10000,0.22,ICP40B,0.01,15,0.20,ICP40B,0.01,15,1.8,ICP40B,0.5,10000,16,ICP40B,1,10000,1.89,ICP40B,0.01,15,188,ICP40B,2,10000,<1,ICP40B,1,10000,0.06,ICP40B,0.01,15,1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,14,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,1614,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,5,ICP40B,2,10000,<10,ICP40B,10,10000,0.7,ICP40B,0.5,10000,109,ICP40B,1,10000,3.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01381,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,1.64,1.64,1.64,,,,,,,,,,,<2,ICP40B,2,10,0.22,ICP40B,0.01,15,<3,ICP40B,3,10000,45,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,1,ICP40B,1,10000,<1,ICP40B,1,10000,3,ICP40B,1,10000,7.8,ICP40B,0.5,10000,0.21,ICP40B,0.01,15,0.11,ICP40B,0.01,15,1.6,ICP40B,0.5,10000,11,ICP40B,1,10000,1.74,ICP40B,0.01,15,163,ICP40B,2,10000,<1,ICP40B,1,10000,0.06,ICP40B,0.01,15,2,ICP40B,1,10000,<0.01,ICP40B,0.01,15,61,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,1851,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,3,ICP40B,2,10000,<10,ICP40B,10,10000,0.6,ICP40B,0.5,10000,394,ICP40B,1,10000,2.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01382,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,2.27,2.27,2.27,,,,,,,,,,,<2,ICP40B,2,10,2.86,ICP40B,0.01,15,11,ICP40B,3,10000,401,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,3,ICP40B,1,10000,5,ICP40B,1,10000,23,ICP40B,1,10000,13.4,ICP40B,0.5,10000,1.30,ICP40B,0.01,15,1.01,ICP40B,0.01,15,12.2,ICP40B,0.5,10000,46,ICP40B,1,10000,1.19,ICP40B,0.01,15,2775,ICP40B,2,10000,<1,ICP40B,1,10000,0.41,ICP40B,0.01,15,18,ICP40B,1,10000,0.03,ICP40B,0.01,15,317,ICP40B,2,10000,1.09,ICP40B,0.01,5,6,ICP40B,5,10000,3.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,2127,ICP40B,0.5,5000,0.11,ICP40B,0.01,15,32,ICP40B,2,10000,<10,ICP40B,10,10000,8.5,ICP40B,0.5,10000,797,ICP40B,1,10000,35.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01383,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,2.06,2.06,2.06,,,,,,,,,,,<2,ICP40B,2,10,2.26,ICP40B,0.01,15,7,ICP40B,3,10000,231,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,15,ICP40B,1,10000,8.9,ICP40B,0.5,10000,0.94,ICP40B,0.01,15,0.73,ICP40B,0.01,15,11.2,ICP40B,0.5,10000,33,ICP40B,1,10000,0.70,ICP40B,0.01,15,2316,ICP40B,2,10000,<1,ICP40B,1,10000,0.39,ICP40B,0.01,15,12,ICP40B,1,10000,0.02,ICP40B,0.01,15,106,ICP40B,2,10000,0.92,ICP40B,0.01,5,<5,ICP40B,5,10000,3.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,2309,ICP40B,0.5,5000,0.09,ICP40B,0.01,15,23,ICP40B,2,10000,<10,ICP40B,10,10000,7.9,ICP40B,0.5,10000,149,ICP40B,1,10000,31.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*BLK-BLANK,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,<5,AAS42S,5,500,<0.001,AAS42S,0.001,50,<0.002,AAS42S,0.002,2.5,<0.001,AAS42S,0.001,5
Tannenberg Copper Project,,*BLK-BLANK,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,<2,ICP40B,2,10,<0.01,ICP40B,0.01,15,<3,ICP40B,3,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,<0.01,ICP40B,0.01,15,<0.01,ICP40B,0.01,15,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*STD-OREAS-925,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,2,ICP40B,2,10,7.63,ICP40B,0.01,15,12,ICP40B,3,10000,413,ICP40B,1,10000,1.9,ICP40B,0.5,2500,24,ICP40B,5,10000,0.47,ICP40B,0.01,15,<1,ICP40B,1,10000,22,ICP40B,1,10000,67,ICP40B,1,10000,5933,ICP40B,0.5,10000,6.67,ICP40B,0.01,15,2.36,ICP40B,0.01,15,43.3,ICP40B,0.5,10000,32,ICP40B,1,10000,1.72,ICP40B,0.01,15,998,ICP40B,2,10000,<1,ICP40B,1,10000,0.27,ICP40B,0.01,15,34,ICP40B,1,10000,0.06,ICP40B,0.01,15,110,ICP40B,2,10000,0.95,ICP40B,0.01,5,<5,ICP40B,5,10000,11.9,ICP40B,0.5,10000,14,ICP40B,10,10000,36.0,ICP40B,0.5,5000,0.36,ICP40B,0.01,15,86,ICP40B,2,10000,<10,ICP40B,10,10000,25.8,ICP40B,0.5,10000,474,ICP40B,1,10000,113,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*REP-PAL01299,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,7,ICP40B,2,10,4.14,ICP40B,0.01,15,47,ICP40B,3,10000,125,ICP40B,1,10000,2.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,62,ICP40B,1,10000,33,ICP40B,1,10000,82,ICP40B,1,10000,603,ICP40B,0.5,10000,1.50,ICP40B,0.01,15,1.41,ICP40B,0.01,15,27.3,ICP40B,0.5,10000,51,ICP40B,1,10000,0.92,ICP40B,0.01,15,3398,ICP40B,2,10000,159,ICP40B,1,10000,0.44,ICP40B,0.01,15,70,ICP40B,1,10000,0.06,ICP40B,0.01,15,>10000,ICP40B,2,10000,1.99,ICP40B,0.01,5,6,ICP40B,5,10000,5.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,344,ICP40B,0.5,5000,0.16,ICP40B,0.01,15,545,ICP40B,2,10000,33,ICP40B,10,10000,18.7,ICP40B,0.5,10000,>10000,ICP40B,1,10000,55.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*STD-OREAS-211,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,<2,ICP40B,2,10,6.86,ICP40B,0.01,15,40,ICP40B,3,10000,186,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.31,ICP40B,0.01,15,<1,ICP40B,1,10000,46,ICP40B,1,10000,95,ICP40B,1,10000,157,ICP40B,0.5,10000,8.09,ICP40B,0.01,15,0.40,ICP40B,0.01,15,5.3,ICP40B,0.5,10000,11,ICP40B,1,10000,3.83,ICP40B,0.01,15,1425,ICP40B,2,10000,<1,ICP40B,1,10000,1.96,ICP40B,0.01,15,75,ICP40B,1,10000,0.04,ICP40B,0.01,15,18,ICP40B,2,10000,0.32,ICP40B,0.01,5,<5,ICP40B,5,10000,38.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,133,ICP40B,0.5,5000,0.66,ICP40B,0.01,15,287,ICP40B,2,10000,19,ICP40B,10,10000,21.9,ICP40B,0.5,10000,114,ICP40B,1,10000,55.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*STD-OREAS-607,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,6,ICP40B,2,10,6.96,ICP40B,0.01,15,208,ICP40B,3,10000,2360,ICP40B,1,10000,1.9,ICP40B,0.5,2500,7,ICP40B,5,10000,0.47,ICP40B,0.01,15,2,ICP40B,1,10000,4,ICP40B,1,10000,26,ICP40B,1,10000,533,ICP40B,0.5,10000,1.61,ICP40B,0.01,15,2.91,ICP40B,0.01,15,33.8,ICP40B,0.5,10000,38,ICP40B,1,10000,0.31,ICP40B,0.01,15,91,ICP40B,2,10000,3,ICP40B,1,10000,1.56,ICP40B,0.01,15,12,ICP40B,1,10000,0.07,ICP40B,0.01,15,202,ICP40B,2,10000,0.90,ICP40B,0.01,5,30,ICP40B,5,10000,2.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,220,ICP40B,0.5,5000,0.16,ICP40B,0.01,15,24,ICP40B,2,10000,<10,ICP40B,10,10000,10.1,ICP40B,0.5,10000,265,ICP40B,1,10000,59.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*BLK-BLANK,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,<2,ICP40B,2,10,<0.01,ICP40B,0.01,15,<3,ICP40B,3,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,<0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,<0.01,ICP40B,0.01,15,<0.01,ICP40B,0.01,15,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*REP-PAL01328,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,<2,ICP40B,2,10,0.42,ICP40B,0.01,15,<3,ICP40B,3,10000,52,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,4,ICP40B,1,10000,4.4,ICP40B,0.5,10000,0.18,ICP40B,0.01,15,0.10,ICP40B,0.01,15,2.5,ICP40B,0.5,10000,54,ICP40B,1,10000,2.02,ICP40B,0.01,15,117,ICP40B,2,10000,7,ICP40B,1,10000,0.09,ICP40B,0.01,15,1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,76,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,3009,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,1.3,ICP40B,0.5,10000,132,ICP40B,1,10000,6.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*STD-OREAS-601B,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,>10,ICP40B,2,10,6.57,ICP40B,0.01,15,292,ICP40B,3,10000,1956,ICP40B,1,10000,2.0,ICP40B,0.5,2500,13,ICP40B,5,10000,0.85,ICP40B,0.01,15,2,ICP40B,1,10000,3,ICP40B,1,10000,22,ICP40B,1,10000,1057,ICP40B,0.5,10000,2.41,ICP40B,0.01,15,2.47,ICP40B,0.01,15,34.0,ICP40B,0.5,10000,24,ICP40B,1,10000,0.10,ICP40B,0.01,15,218,ICP40B,2,10000,5,ICP40B,1,10000,1.96,ICP40B,0.01,15,6,ICP40B,1,10000,0.03,ICP40B,0.01,15,324,ICP40B,2,10000,1.50,ICP40B,0.01,5,26,ICP40B,5,10000,3.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,244,ICP40B,0.5,5000,0.14,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,11.2,ICP40B,0.5,10000,310,ICP40B,1,10000,175,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*REP-PAL01353,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,6,ICP40B,2,10,2.76,ICP40B,0.01,15,192,ICP40B,3,10000,2974,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.96,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,13,ICP40B,1,10000,2790,ICP40B,0.5,10000,0.69,ICP40B,0.01,15,1.52,ICP40B,0.01,15,10.1,ICP40B,0.5,10000,35,ICP40B,1,10000,0.42,ICP40B,0.01,15,1002,ICP40B,2,10000,2,ICP40B,1,10000,0.59,ICP40B,0.01,15,4,ICP40B,1,10000,0.02,ICP40B,0.01,15,24,ICP40B,2,10000,0.27,ICP40B,0.01,5,6,ICP40B,5,10000,1.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,574,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,16,ICP40B,2,10000,<10,ICP40B,10,10000,9.1,ICP40B,0.5,10000,139,ICP40B,1,10000,26.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*STD-OREAS-925,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,<2,ICP40B,2,10,7.28,ICP40B,0.01,15,13,ICP40B,3,10000,414,ICP40B,1,10000,1.8,ICP40B,0.5,2500,29,ICP40B,5,10000,0.43,ICP40B,0.01,15,<1,ICP40B,1,10000,22,ICP40B,1,10000,69,ICP40B,1,10000,5967,ICP40B,0.5,10000,6.99,ICP40B,0.01,15,2.46,ICP40B,0.01,15,37.9,ICP40B,0.5,10000,35,ICP40B,1,10000,1.69,ICP40B,0.01,15,935,ICP40B,2,10000,<1,ICP40B,1,10000,0.27,ICP40B,0.01,15,33,ICP40B,1,10000,0.05,ICP40B,0.01,15,106,ICP40B,2,10000,0.96,ICP40B,0.01,5,<5,ICP40B,5,10000,12.0,ICP40B,0.5,10000,12,ICP40B,10,10000,35.6,ICP40B,0.5,5000,0.38,ICP40B,0.01,15,89,ICP40B,2,10000,<10,ICP40B,10,10000,23.1,ICP40B,0.5,10000,453,ICP40B,1,10000,109,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*BLK-BLANK,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,<2,ICP40B,2,10,<0.01,ICP40B,0.01,15,<3,ICP40B,3,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,<0.01,ICP40B,0.01,15,<0.01,ICP40B,0.01,15,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<1,ICP40B,1,10000,0.01,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,<1,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
