PROJECTCOD,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Pb_pct,Pb_pct_GMD,Pb_pct_LDD,Pb_pct_UDD,Zn_pct,Zn_pct_GMD,Zn_pct_LDD,Zn_pct_UDD
Tannenberg Copper Project,,PAL01341,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.57,0.57,0.57,,,,,,,,,,,<2,ICP40B,2,10,8.64,ICP40B,0.01,15,17,ICP40B,3,10000,249,ICP40B,1,10000,2.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,9.55,ICP40B,0.01,15,<1,ICP40B,1,10000,11,ICP40B,1,10000,53,ICP40B,1,10000,25.3,ICP40B,0.5,10000,3.03,ICP40B,0.01,15,3.07,ICP40B,0.01,15,34.2,ICP40B,0.5,10000,104,ICP40B,1,10000,1.32,ICP40B,0.01,15,1646,ICP40B,2,10000,<1,ICP40B,1,10000,0.83,ICP40B,0.01,15,31,ICP40B,1,10000,0.06,ICP40B,0.01,15,210,ICP40B,2,10000,0.57,ICP40B,0.01,5,5,ICP40B,5,10000,11.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,196,ICP40B,0.5,5000,0.30,ICP40B,0.01,15,81,ICP40B,2,10000,<10,ICP40B,10,10000,20.5,ICP40B,0.5,10000,93,ICP40B,1,10000,93.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*DUP-PAL01341,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,8.42,ICP40B,0.01,15,16,ICP40B,3,10000,244,ICP40B,1,10000,2.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,9.33,ICP40B,0.01,15,<1,ICP40B,1,10000,10,ICP40B,1,10000,48,ICP40B,1,10000,25.4,ICP40B,0.5,10000,2.97,ICP40B,0.01,15,2.99,ICP40B,0.01,15,34.9,ICP40B,0.5,10000,101,ICP40B,1,10000,1.29,ICP40B,0.01,15,1610,ICP40B,2,10000,<1,ICP40B,1,10000,0.80,ICP40B,0.01,15,30,ICP40B,1,10000,0.06,ICP40B,0.01,15,213,ICP40B,2,10000,0.57,ICP40B,0.01,5,6,ICP40B,5,10000,11.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,190,ICP40B,0.5,5000,0.31,ICP40B,0.01,15,87,ICP40B,2,10000,<10,ICP40B,10,10000,20.1,ICP40B,0.5,10000,95,ICP40B,1,10000,95.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01342,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.49,0.49,0.49,,,,,,,,,,,<2,ICP40B,2,10,6.77,ICP40B,0.01,15,21,ICP40B,3,10000,178,ICP40B,1,10000,2.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,14,ICP40B,1,10000,50,ICP40B,1,10000,31.0,ICP40B,0.5,10000,3.40,ICP40B,0.01,15,2.40,ICP40B,0.01,15,29.3,ICP40B,0.5,10000,83,ICP40B,1,10000,1.47,ICP40B,0.01,15,2726,ICP40B,2,10000,2,ICP40B,1,10000,0.59,ICP40B,0.01,15,35,ICP40B,1,10000,0.05,ICP40B,0.01,15,413,ICP40B,2,10000,1.40,ICP40B,0.01,5,6,ICP40B,5,10000,9.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,247,ICP40B,0.5,5000,0.24,ICP40B,0.01,15,76,ICP40B,2,10000,<10,ICP40B,10,10000,19.4,ICP40B,0.5,10000,239,ICP40B,1,10000,74.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01343,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,1.53,1.53,1.53,,,,,,,,,,,<2,ICP40B,2,10,0.68,ICP40B,0.01,15,3,ICP40B,3,10000,18,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,3,ICP40B,1,10000,3.2,ICP40B,0.5,10000,0.50,ICP40B,0.01,15,0.20,ICP40B,0.01,15,3.9,ICP40B,0.5,10000,11,ICP40B,1,10000,11.6,ICP40B,0.01,15,744,ICP40B,2,10000,<1,ICP40B,1,10000,0.04,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,10,ICP40B,2,10000,0.04,ICP40B,0.01,5,<5,ICP40B,5,10000,0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,31.8,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,3.4,ICP40B,0.5,10000,47,ICP40B,1,10000,13.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01344,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.31,0.31,0.31,,,,,,,,,,,2,ICP40B,2,10,5.29,ICP40B,0.01,15,28,ICP40B,3,10000,164,ICP40B,1,10000,1.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,9,ICP40B,1,10000,17,ICP40B,1,10000,60,ICP40B,1,10000,1078,ICP40B,0.5,10000,2.43,ICP40B,0.01,15,1.77,ICP40B,0.01,15,25.5,ICP40B,0.5,10000,61,ICP40B,1,10000,1.56,ICP40B,0.01,15,2589,ICP40B,2,10000,26,ICP40B,1,10000,0.54,ICP40B,0.01,15,43,ICP40B,1,10000,0.04,ICP40B,0.01,15,462,ICP40B,2,10000,1.12,ICP40B,0.01,5,<5,ICP40B,5,10000,7.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,242,ICP40B,0.5,5000,0.20,ICP40B,0.01,15,143,ICP40B,2,10000,<10,ICP40B,10,10000,16.7,ICP40B,0.5,10000,2954,ICP40B,1,10000,64.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01345,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.31,0.31,0.31,500.0,79.40,20.60,397.0,103.0,20.0,86.00,14.00,17.2,2.8,2,ICP40B,2,10,4.30,ICP40B,0.01,15,18,ICP40B,3,10000,132,ICP40B,1,10000,1.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,30,ICP40B,1,10000,12,ICP40B,1,10000,66,ICP40B,1,10000,320,ICP40B,0.5,10000,1.40,ICP40B,0.01,15,1.51,ICP40B,0.01,15,24.3,ICP40B,0.5,10000,52,ICP40B,1,10000,0.74,ICP40B,0.01,15,3437,ICP40B,2,10000,38,ICP40B,1,10000,0.42,ICP40B,0.01,15,32,ICP40B,1,10000,0.03,ICP40B,0.01,15,3423,ICP40B,2,10000,1.07,ICP40B,0.01,5,5,ICP40B,5,10000,6.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,286,ICP40B,0.5,5000,0.17,ICP40B,0.01,15,207,ICP40B,2,10000,16,ICP40B,10,10000,16.4,ICP40B,0.5,10000,>10000,ICP40B,1,10000,54.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,1.04,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01346,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,-,,,,,,,,,,,,,>10,ICP40B,2,10,1.16,ICP40B,0.01,15,443,ICP40B,3,10000,5386,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,22,ICP40B,5,10000,10.4,ICP40B,0.01,15,4,ICP40B,1,10000,59,ICP40B,1,10000,1245,ICP40B,1,10000,3164,ICP40B,0.5,10000,4.77,ICP40B,0.01,15,0.42,ICP40B,0.01,15,4.1,ICP40B,0.5,10000,21,ICP40B,1,10000,6.11,ICP40B,0.01,15,1256,ICP40B,2,10000,<1,ICP40B,1,10000,0.04,ICP40B,0.01,15,838,ICP40B,1,10000,0.01,ICP40B,0.01,15,16,ICP40B,2,10000,0.18,ICP40B,0.01,5,818,ICP40B,5,10000,11.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,615,ICP40B,0.5,5000,0.15,ICP40B,0.01,15,67,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,333,ICP40B,1,10000,12.5,ICP40B,0.5,10000,19,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01347,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.24,0.24,0.24,,,,,,,,,,,>10,ICP40B,2,10,4.83,ICP40B,0.01,15,283,ICP40B,3,10000,142,ICP40B,1,10000,2.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,45,ICP40B,1,10000,170,ICP40B,1,10000,106,ICP40B,1,10000,9135,ICP40B,0.5,10000,1.73,ICP40B,0.01,15,1.71,ICP40B,0.01,15,34.2,ICP40B,0.5,10000,55,ICP40B,1,10000,0.85,ICP40B,0.01,15,2528,ICP40B,2,10000,184,ICP40B,1,10000,0.47,ICP40B,0.01,15,94,ICP40B,1,10000,0.16,ICP40B,0.01,15,8327,ICP40B,2,10000,2.06,ICP40B,0.01,5,19,ICP40B,5,10000,7.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,300,ICP40B,0.5,5000,0.19,ICP40B,0.01,15,695,ICP40B,2,10000,23,ICP40B,10,10000,29.2,ICP40B,0.5,10000,>10000,ICP40B,1,10000,67.3,ICP40B,0.5,10000,15,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,1.63,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01348,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.34,0.34,0.34,,,,,,,,,,,>10,ICP40B,2,10,5.09,ICP40B,0.01,15,980,ICP40B,3,10000,413,ICP40B,1,10000,1.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.36,ICP40B,0.01,15,2,ICP40B,1,10000,212,ICP40B,1,10000,28,ICP40B,1,10000,>10000,ICP40B,0.5,10000,1.32,ICP40B,0.01,15,2.26,ICP40B,0.01,15,28.3,ICP40B,0.5,10000,27,ICP40B,1,10000,0.29,ICP40B,0.01,15,1240,ICP40B,2,10000,23,ICP40B,1,10000,1.14,ICP40B,0.01,15,29,ICP40B,1,10000,0.04,ICP40B,0.01,15,117,ICP40B,2,10000,1.05,ICP40B,0.01,5,17,ICP40B,5,10000,3.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,116,ICP40B,0.5,5000,0.13,ICP40B,0.01,15,55,ICP40B,2,10000,<10,ICP40B,10,10000,14.5,ICP40B,0.5,10000,383,ICP40B,1,10000,67.6,ICP40B,0.5,10000,35,AAS42S,5,500,1.70,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01349,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.54,0.54,0.54,,,,,,,,,,,7,ICP40B,2,10,3.69,ICP40B,0.01,15,294,ICP40B,3,10000,382,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.59,ICP40B,0.01,15,<1,ICP40B,1,10000,31,ICP40B,1,10000,12,ICP40B,1,10000,3444,ICP40B,0.5,10000,0.71,ICP40B,0.01,15,2.03,ICP40B,0.01,15,18.5,ICP40B,0.5,10000,24,ICP40B,1,10000,0.19,ICP40B,0.01,15,753,ICP40B,2,10000,13,ICP40B,1,10000,0.98,ICP40B,0.01,15,8,ICP40B,1,10000,0.03,ICP40B,0.01,15,34,ICP40B,2,10000,0.42,ICP40B,0.01,5,12,ICP40B,5,10000,2.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,73.7,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,20,ICP40B,2,10000,<10,ICP40B,10,10000,10.6,ICP40B,0.5,10000,110,ICP40B,1,10000,54.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01350,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.57,0.57,0.57,,,,,,,,,,,8,ICP40B,2,10,3.14,ICP40B,0.01,15,444,ICP40B,3,10000,3414,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.15,ICP40B,0.01,15,<1,ICP40B,1,10000,18,ICP40B,1,10000,11,ICP40B,1,10000,3012,ICP40B,0.5,10000,0.88,ICP40B,0.01,15,1.54,ICP40B,0.01,15,15.1,ICP40B,0.5,10000,22,ICP40B,1,10000,0.45,ICP40B,0.01,15,646,ICP40B,2,10000,4,ICP40B,1,10000,1.00,ICP40B,0.01,15,7,ICP40B,1,10000,0.02,ICP40B,0.01,15,29,ICP40B,2,10000,0.43,ICP40B,0.01,5,7,ICP40B,5,10000,2.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,480,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,15,ICP40B,2,10000,<10,ICP40B,10,10000,9.1,ICP40B,0.5,10000,187,ICP40B,1,10000,50.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01351,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.53,0.53,0.53,,,,,,,,,,,7,ICP40B,2,10,3.22,ICP40B,0.01,15,160,ICP40B,3,10000,916,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.28,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,10,ICP40B,1,10000,2781,ICP40B,0.5,10000,1.41,ICP40B,0.01,15,1.75,ICP40B,0.01,15,11.6,ICP40B,0.5,10000,23,ICP40B,1,10000,1.17,ICP40B,0.01,15,1243,ICP40B,2,10000,<1,ICP40B,1,10000,0.69,ICP40B,0.01,15,6,ICP40B,1,10000,0.02,ICP40B,0.01,15,95,ICP40B,2,10000,0.30,ICP40B,0.01,5,<5,ICP40B,5,10000,1.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,193,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,11.7,ICP40B,0.5,10000,157,ICP40B,1,10000,40.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01352,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.00,0.00,0.00,,,,,,,,,,,7,ICP40B,2,10,3.28,ICP40B,0.01,15,176,ICP40B,3,10000,908,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.38,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,10,ICP40B,1,10000,2728,ICP40B,0.5,10000,1.69,ICP40B,0.01,15,1.77,ICP40B,0.01,15,11.4,ICP40B,0.5,10000,24,ICP40B,1,10000,1.17,ICP40B,0.01,15,1299,ICP40B,2,10000,<1,ICP40B,1,10000,0.70,ICP40B,0.01,15,7,ICP40B,1,10000,0.02,ICP40B,0.01,15,93,ICP40B,2,10000,0.30,ICP40B,0.01,5,<5,ICP40B,5,10000,1.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,196,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,13,ICP40B,2,10000,<10,ICP40B,10,10000,12.0,ICP40B,0.5,10000,152,ICP40B,1,10000,40.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01353,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.30,0.30,0.30,,,,,,,,,,,6,ICP40B,2,10,2.92,ICP40B,0.01,15,208,ICP40B,3,10000,3132,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.22,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,13,ICP40B,1,10000,3005,ICP40B,0.5,10000,0.73,ICP40B,0.01,15,1.59,ICP40B,0.01,15,9.8,ICP40B,0.5,10000,36,ICP40B,1,10000,0.45,ICP40B,0.01,15,1048,ICP40B,2,10000,2,ICP40B,1,10000,0.62,ICP40B,0.01,15,5,ICP40B,1,10000,0.02,ICP40B,0.01,15,33,ICP40B,2,10000,0.28,ICP40B,0.01,5,6,ICP40B,5,10000,1.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,610,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,17,ICP40B,2,10000,<10,ICP40B,10,10000,9.7,ICP40B,0.5,10000,146,ICP40B,1,10000,27.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01354,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.24,0.24,0.24,,,,,,,,,,,7,ICP40B,2,10,2.97,ICP40B,0.01,15,82,ICP40B,3,10000,434,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,7.06,ICP40B,0.01,15,<1,ICP40B,1,10000,6,ICP40B,1,10000,8,ICP40B,1,10000,3938,ICP40B,0.5,10000,0.88,ICP40B,0.01,15,1.66,ICP40B,0.01,15,9.3,ICP40B,0.5,10000,22,ICP40B,1,10000,0.37,ICP40B,0.01,15,1399,ICP40B,2,10000,2,ICP40B,1,10000,0.69,ICP40B,0.01,15,5,ICP40B,1,10000,0.02,ICP40B,0.01,15,24,ICP40B,2,10000,0.19,ICP40B,0.01,5,<5,ICP40B,5,10000,1.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,144,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,13,ICP40B,2,10000,<10,ICP40B,10,10000,11.8,ICP40B,0.5,10000,99,ICP40B,1,10000,27.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01355,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.38,0.38,0.38,,,,,,,,,,,>10,ICP40B,2,10,3.83,ICP40B,0.01,15,35,ICP40B,3,10000,616,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.12,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,12,ICP40B,1,10000,4779,ICP40B,0.5,10000,0.64,ICP40B,0.01,15,2.26,ICP40B,0.01,15,12.2,ICP40B,0.5,10000,27,ICP40B,1,10000,0.24,ICP40B,0.01,15,972,ICP40B,2,10000,4,ICP40B,1,10000,0.51,ICP40B,0.01,15,5,ICP40B,1,10000,0.02,ICP40B,0.01,15,20,ICP40B,2,10000,0.24,ICP40B,0.01,5,<5,ICP40B,5,10000,2.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,137,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,24,ICP40B,2,10000,<10,ICP40B,10,10000,9.6,ICP40B,0.5,10000,84,ICP40B,1,10000,45.1,ICP40B,0.5,10000,10,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01356,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.95,0.95,0.95,,,,,,,,,,,<2,ICP40B,2,10,3.05,ICP40B,0.01,15,<3,ICP40B,3,10000,1513,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.45,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,9,ICP40B,1,10000,167,ICP40B,0.5,10000,0.44,ICP40B,0.01,15,2.36,ICP40B,0.01,15,7.5,ICP40B,0.5,10000,32,ICP40B,1,10000,0.22,ICP40B,0.01,15,415,ICP40B,2,10000,<1,ICP40B,1,10000,0.42,ICP40B,0.01,15,2,ICP40B,1,10000,0.02,ICP40B,0.01,15,29,ICP40B,2,10000,0.06,ICP40B,0.01,5,<5,ICP40B,5,10000,1.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,111,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,15,ICP40B,2,10000,<10,ICP40B,10,10000,6.5,ICP40B,0.5,10000,25,ICP40B,1,10000,29.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01357,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.87,0.87,0.87,,,,,,,,,,,<2,ICP40B,2,10,2.54,ICP40B,0.01,15,<3,ICP40B,3,10000,3386,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.21,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,3,ICP40B,1,10000,15.9,ICP40B,0.5,10000,0.43,ICP40B,0.01,15,2.22,ICP40B,0.01,15,7.4,ICP40B,0.5,10000,31,ICP40B,1,10000,0.22,ICP40B,0.01,15,384,ICP40B,2,10000,<1,ICP40B,1,10000,0.48,ICP40B,0.01,15,2,ICP40B,1,10000,0.02,ICP40B,0.01,15,16,ICP40B,2,10000,0.11,ICP40B,0.01,5,<5,ICP40B,5,10000,0.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,441,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,10,ICP40B,2,10000,<10,ICP40B,10,10000,6.5,ICP40B,0.5,10000,10,ICP40B,1,10000,25.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01358,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.73,0.73,0.73,,,,,,,,,,,<2,ICP40B,2,10,2.89,ICP40B,0.01,15,<3,ICP40B,3,10000,720,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.74,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,4,ICP40B,1,10000,13.2,ICP40B,0.5,10000,0.55,ICP40B,0.01,15,1.85,ICP40B,0.01,15,7.3,ICP40B,0.5,10000,27,ICP40B,1,10000,0.21,ICP40B,0.01,15,861,ICP40B,2,10000,<1,ICP40B,1,10000,0.51,ICP40B,0.01,15,3,ICP40B,1,10000,0.02,ICP40B,0.01,15,14,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,1.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,136,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,10,ICP40B,2,10000,<10,ICP40B,10,10000,9.0,ICP40B,0.5,10000,8,ICP40B,1,10000,25.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
