PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Pb_pct,Pb_pct_GMD,Pb_pct_LDD,Pb_pct_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500],Cu_pct[AAS42S|LDL:0.001|UDL:50],Pb_pct[AAS42S|LDL:0.002|UDL:2.5]
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,*DUP-PAL00031,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,1.51,ICP40B,0.01,15,33,ICP40B,3,10000,305,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,20,ICP40B,1,10000,16,ICP40B,1,10000,418,ICP40B,0.5,10000,1.04,ICP40B,0.01,15,0.63,ICP40B,0.01,15,12.2,ICP40B,0.5,10000,16,ICP40B,1,10000,7.16,ICP40B,0.01,15,7843,ICP40B,2,10000,<1,ICP40B,1,10000,0.07,ICP40B,0.01,15,15,ICP40B,1,10000,0.02,ICP40B,0.01,15,59,ICP40B,2,10000,2.86,ICP40B,0.01,5,<5,ICP40B,5,10000,1.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,2080,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,17,ICP40B,2,10000,<10,ICP40B,10,10000,9.0,ICP40B,0.5,10000,116,ICP40B,1,10000,21.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,*DUP-PAL00031,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,1.51,33,305,1.0,<5,>15,<1,20,16,418,1.04,0.63,12.2,16,7.16,7843,<1,0.07,15,0.02,59,2.86,<5,1.8,<10,2080,0.05,17,<10,9.0,116,21.0,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00032,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.53,0.53,0.53,,,,,,,,,,,<2,ICP40B,2,10,1.16,ICP40B,0.01,15,23,ICP40B,3,10000,2981,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,8,ICP40B,1,10000,306,ICP40B,0.5,10000,1.00,ICP40B,0.01,15,0.45,ICP40B,0.01,15,11.5,ICP40B,0.5,10000,12,ICP40B,1,10000,8.78,ICP40B,0.01,15,6345,ICP40B,2,10000,1,ICP40B,1,10000,0.06,ICP40B,0.01,15,12,ICP40B,1,10000,0.03,ICP40B,0.01,15,29,ICP40B,2,10000,0.99,ICP40B,0.01,5,<5,ICP40B,5,10000,1.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,997,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,14.6,ICP40B,0.5,10000,100,ICP40B,1,10000,14.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00032,0.53,0.53,-,-,-,-,-,-,-,-,-,-,<2,1.16,23,2981,0.6,<5,>15,<1,12,8,306,1.00,0.45,11.5,12,8.78,6345,1,0.06,12,0.03,29,0.99,<5,1.2,<10,997,0.04,14,<10,14.6,100,14.8,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00033,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.34,0.34,0.34,,,,,,,,,,,<2,ICP40B,2,10,1.30,ICP40B,0.01,15,22,ICP40B,3,10000,532,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,13,ICP40B,1,10000,9,ICP40B,1,10000,315,ICP40B,0.5,10000,1.10,ICP40B,0.01,15,0.57,ICP40B,0.01,15,11.7,ICP40B,0.5,10000,14,ICP40B,1,10000,8.12,ICP40B,0.01,15,6862,ICP40B,2,10000,1,ICP40B,1,10000,0.06,ICP40B,0.01,15,12,ICP40B,1,10000,0.02,ICP40B,0.01,15,57,ICP40B,2,10000,1.62,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,343,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,15,ICP40B,2,10000,<10,ICP40B,10,10000,13.6,ICP40B,0.5,10000,80,ICP40B,1,10000,19.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00033,0.34,0.34,-,-,-,-,-,-,-,-,-,-,<2,1.30,22,532,0.7,<5,>15,<1,13,9,315,1.10,0.57,11.7,14,8.12,6862,1,0.06,12,0.02,57,1.62,<5,1.6,<10,343,0.04,15,<10,13.6,80,19.5,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00034,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,-,,,,,,,,,,,,,>10,ICP40B,2,10,5.21,ICP40B,0.01,15,168,ICP40B,3,10000,16,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.39,ICP40B,0.01,15,13,ICP40B,1,10000,3,ICP40B,1,10000,33,ICP40B,1,10000,>10000,ICP40B,0.5,10000,2.49,ICP40B,0.01,15,4.70,ICP40B,0.01,15,1.0,ICP40B,0.5,10000,9,ICP40B,1,10000,0.21,ICP40B,0.01,15,161,ICP40B,2,10000,202,ICP40B,1,10000,1.31,ICP40B,0.01,15,18,ICP40B,1,10000,0.05,ICP40B,0.01,15,1442,ICP40B,2,10000,1.30,ICP40B,0.01,5,<5,ICP40B,5,10000,2.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,31.6,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,16,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,2472,ICP40B,1,10000,15.1,ICP40B,0.5,10000,16,AAS42S,5,500,2.14,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00034,-,-,-,-,-,-,-,-,-,-,-,-,>10,5.21,168,16,1.0,<5,0.39,13,3,33,>10000,2.49,4.70,1.0,9,0.21,161,202,1.31,18,0.05,1442,1.30,<5,2.2,<10,31.6,0.07,16,<10,<0.5,2472,15.1,16,2.14,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00035,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.36,0.36,0.36,,,,,,,,,,,<2,ICP40B,2,10,2.08,ICP40B,0.01,15,31,ICP40B,3,10000,586,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,19,ICP40B,1,10000,24,ICP40B,1,10000,234,ICP40B,0.5,10000,1.12,ICP40B,0.01,15,0.87,ICP40B,0.01,15,15.4,ICP40B,0.5,10000,18,ICP40B,1,10000,7.39,ICP40B,0.01,15,6195,ICP40B,2,10000,2,ICP40B,1,10000,0.09,ICP40B,0.01,15,24,ICP40B,1,10000,0.03,ICP40B,0.01,15,30,ICP40B,2,10000,2.22,ICP40B,0.01,5,<5,ICP40B,5,10000,2.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,244,ICP40B,0.5,5000,0.09,ICP40B,0.01,15,22,ICP40B,2,10000,<10,ICP40B,10,10000,11.5,ICP40B,0.5,10000,98,ICP40B,1,10000,34.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00035,0.36,0.36,-,-,-,-,-,-,-,-,-,-,<2,2.08,31,586,1.0,<5,>15,<1,19,24,234,1.12,0.87,15.4,18,7.39,6195,2,0.09,24,0.03,30,2.22,<5,2.5,<10,244,0.09,22,<10,11.5,98,34.1,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00036,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.40,0.40,0.40,,,,,,,,,,,<2,ICP40B,2,10,2.77,ICP40B,0.01,15,48,ICP40B,3,10000,618,ICP40B,1,10000,1.8,ICP40B,0.5,2500,7,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,31,ICP40B,1,10000,27,ICP40B,1,10000,914,ICP40B,0.5,10000,1.24,ICP40B,0.01,15,1.34,ICP40B,0.01,15,25.3,ICP40B,0.5,10000,24,ICP40B,1,10000,6.47,ICP40B,0.01,15,7883,ICP40B,2,10000,2,ICP40B,1,10000,0.23,ICP40B,0.01,15,21,ICP40B,1,10000,0.04,ICP40B,0.01,15,39,ICP40B,2,10000,0.72,ICP40B,0.01,5,<5,ICP40B,5,10000,3.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,236,ICP40B,0.5,5000,0.11,ICP40B,0.01,15,40,ICP40B,2,10000,<10,ICP40B,10,10000,15.9,ICP40B,0.5,10000,196,ICP40B,1,10000,40.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00036,0.40,0.40,-,-,-,-,-,-,-,-,-,-,<2,2.77,48,618,1.8,7,>15,<1,31,27,914,1.24,1.34,25.3,24,6.47,7883,2,0.23,21,0.04,39,0.72,<5,3.4,<10,236,0.11,40,<10,15.9,196,40.6,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00037,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.25,0.25,0.25,,,,,,,,,,,<2,ICP40B,2,10,3.34,ICP40B,0.01,15,10,ICP40B,3,10000,870,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.87,ICP40B,0.01,15,<1,ICP40B,1,10000,5,ICP40B,1,10000,6,ICP40B,1,10000,159,ICP40B,0.5,10000,0.61,ICP40B,0.01,15,2.26,ICP40B,0.01,15,5.4,ICP40B,0.5,10000,16,ICP40B,1,10000,0.36,ICP40B,0.01,15,693,ICP40B,2,10000,2,ICP40B,1,10000,0.54,ICP40B,0.01,15,3,ICP40B,1,10000,0.03,ICP40B,0.01,15,52,ICP40B,2,10000,1.11,ICP40B,0.01,5,<5,ICP40B,5,10000,0.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,141,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,9,ICP40B,2,10000,<10,ICP40B,10,10000,5.0,ICP40B,0.5,10000,34,ICP40B,1,10000,19.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00037,0.25,0.25,-,-,-,-,-,-,-,-,-,-,<2,3.34,10,870,0.7,<5,2.87,<1,5,6,159,0.61,2.26,5.4,16,0.36,693,2,0.54,3,0.03,52,1.11,<5,0.9,<10,141,0.02,9,<10,5.0,34,19.1,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00038,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.25,0.25,0.25,,,,,,,,,,,<2,ICP40B,2,10,3.30,ICP40B,0.01,15,18,ICP40B,3,10000,805,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.21,ICP40B,0.01,15,<1,ICP40B,1,10000,10,ICP40B,1,10000,8,ICP40B,1,10000,91.8,ICP40B,0.5,10000,1.06,ICP40B,0.01,15,2.09,ICP40B,0.01,15,5.1,ICP40B,0.5,10000,17,ICP40B,1,10000,0.46,ICP40B,0.01,15,732,ICP40B,2,10000,2,ICP40B,1,10000,0.55,ICP40B,0.01,15,6,ICP40B,1,10000,0.03,ICP40B,0.01,15,52,ICP40B,2,10000,1.22,ICP40B,0.01,5,<5,ICP40B,5,10000,0.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,570,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,7,ICP40B,2,10000,<10,ICP40B,10,10000,4.1,ICP40B,0.5,10000,10,ICP40B,1,10000,20.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00038,0.25,0.25,-,-,-,-,-,-,-,-,-,-,<2,3.30,18,805,0.8,<5,2.21,<1,10,8,91.8,1.06,2.09,5.1,17,0.46,732,2,0.55,6,0.03,52,1.22,<5,0.9,<10,570,0.03,7,<10,4.1,10,20.5,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00039,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,1.02,1.02,1.02,,,,,,,,,,,<2,ICP40B,2,10,3.27,ICP40B,0.01,15,14,ICP40B,3,10000,763,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.12,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,5,ICP40B,1,10000,112,ICP40B,0.5,10000,0.48,ICP40B,0.01,15,2.38,ICP40B,0.01,15,5.1,ICP40B,0.5,10000,19,ICP40B,1,10000,0.27,ICP40B,0.01,15,280,ICP40B,2,10000,<1,ICP40B,1,10000,0.56,ICP40B,0.01,15,5,ICP40B,1,10000,0.03,ICP40B,0.01,15,55,ICP40B,2,10000,1.35,ICP40B,0.01,5,<5,ICP40B,5,10000,0.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,190,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,5,ICP40B,2,10000,<10,ICP40B,10,10000,3.2,ICP40B,0.5,10000,15,ICP40B,1,10000,17.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00039,1.02,1.02,-,-,-,-,-,-,-,-,-,-,<2,3.27,14,763,0.8,<5,2.12,<1,8,5,112,0.48,2.38,5.1,19,0.27,280,<1,0.56,5,0.03,55,1.35,<5,0.6,<10,190,0.02,5,<10,3.2,15,17.0,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00040,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.76,0.76,0.76,,,,,,,,,,,<2,ICP40B,2,10,3.14,ICP40B,0.01,15,<3,ICP40B,3,10000,802,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.93,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,10,ICP40B,1,10000,13.7,ICP40B,0.5,10000,0.62,ICP40B,0.01,15,2.39,ICP40B,0.01,15,4.8,ICP40B,0.5,10000,20,ICP40B,1,10000,0.39,ICP40B,0.01,15,540,ICP40B,2,10000,<1,ICP40B,1,10000,0.57,ICP40B,0.01,15,3,ICP40B,1,10000,0.03,ICP40B,0.01,15,12,ICP40B,2,10000,0.99,ICP40B,0.01,5,<5,ICP40B,5,10000,0.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,158,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,4,ICP40B,2,10000,<10,ICP40B,10,10000,3.6,ICP40B,0.5,10000,9,ICP40B,1,10000,16.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00040,0.76,0.76,-,-,-,-,-,-,-,-,-,-,<2,3.14,<3,802,0.8,<5,1.93,<1,<1,10,13.7,0.62,2.39,4.8,20,0.39,540,<1,0.57,3,0.03,12,0.99,<5,0.6,<10,158,0.02,4,<10,3.6,9,16.4,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00041,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.61,0.61,0.61,,,,,,,,,,,<2,ICP40B,2,10,3.33,ICP40B,0.01,15,<3,ICP40B,3,10000,848,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.23,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,10,ICP40B,1,10000,141,ICP40B,0.5,10000,0.45,ICP40B,0.01,15,2.47,ICP40B,0.01,15,5.1,ICP40B,0.5,10000,22,ICP40B,1,10000,0.44,ICP40B,0.01,15,601,ICP40B,2,10000,1,ICP40B,1,10000,0.56,ICP40B,0.01,15,2,ICP40B,1,10000,0.03,ICP40B,0.01,15,15,ICP40B,2,10000,1.09,ICP40B,0.01,5,<5,ICP40B,5,10000,0.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,174,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,3,ICP40B,2,10000,<10,ICP40B,10,10000,3.7,ICP40B,0.5,10000,6,ICP40B,1,10000,16.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00041,0.61,0.61,-,-,-,-,-,-,-,-,-,-,<2,3.33,<3,848,0.8,<5,2.23,<1,<1,10,141,0.45,2.47,5.1,22,0.44,601,1,0.56,2,0.03,15,1.09,<5,0.6,<10,174,0.02,3,<10,3.7,6,16.3,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00042,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.78,0.78,0.78,,,,,,,,,,,<2,ICP40B,2,10,3.25,ICP40B,0.01,15,<3,ICP40B,3,10000,779,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.65,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,10,ICP40B,1,10000,465,ICP40B,0.5,10000,0.78,ICP40B,0.01,15,2.34,ICP40B,0.01,15,5.0,ICP40B,0.5,10000,26,ICP40B,1,10000,0.43,ICP40B,0.01,15,526,ICP40B,2,10000,1,ICP40B,1,10000,0.57,ICP40B,0.01,15,3,ICP40B,1,10000,0.03,ICP40B,0.01,15,17,ICP40B,2,10000,0.75,ICP40B,0.01,5,<5,ICP40B,5,10000,0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,171,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,3,ICP40B,2,10000,<10,ICP40B,10,10000,3.9,ICP40B,0.5,10000,64,ICP40B,1,10000,17.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00042,0.78,0.78,-,-,-,-,-,-,-,-,-,-,<2,3.25,<3,779,0.8,<5,1.65,<1,<1,10,465,0.78,2.34,5.0,26,0.43,526,1,0.57,3,0.03,17,0.75,<5,0.5,<10,171,0.02,3,<10,3.9,64,17.1,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00043,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,3.23,ICP40B,0.01,15,<3,ICP40B,3,10000,773,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.68,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,10,ICP40B,1,10000,463,ICP40B,0.5,10000,0.65,ICP40B,0.01,15,2.31,ICP40B,0.01,15,5.6,ICP40B,0.5,10000,27,ICP40B,1,10000,0.45,ICP40B,0.01,15,539,ICP40B,2,10000,2,ICP40B,1,10000,0.56,ICP40B,0.01,15,3,ICP40B,1,10000,0.03,ICP40B,0.01,15,17,ICP40B,2,10000,0.70,ICP40B,0.01,5,<5,ICP40B,5,10000,0.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,180,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,3,ICP40B,2,10000,<10,ICP40B,10,10000,3.8,ICP40B,0.5,10000,65,ICP40B,1,10000,17.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00043,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,3.23,<3,773,0.8,<5,1.68,<1,<1,10,463,0.65,2.31,5.6,27,0.45,539,2,0.56,3,0.03,17,0.70,<5,0.6,<10,180,0.02,3,<10,3.8,65,17.9,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00044,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.69,0.69,0.69,,,,,,,,,,,<2,ICP40B,2,10,3.58,ICP40B,0.01,15,<3,ICP40B,3,10000,651,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.29,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,10,ICP40B,1,10000,247,ICP40B,0.5,10000,0.84,ICP40B,0.01,15,2.28,ICP40B,0.01,15,5.4,ICP40B,0.5,10000,29,ICP40B,1,10000,0.40,ICP40B,0.01,15,476,ICP40B,2,10000,<1,ICP40B,1,10000,0.63,ICP40B,0.01,15,3,ICP40B,1,10000,0.03,ICP40B,0.01,15,11,ICP40B,2,10000,1.34,ICP40B,0.01,5,<5,ICP40B,5,10000,0.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,262,ICP40B,0.5,5000,0.02,ICP40B,0.01,15,4,ICP40B,2,10000,<10,ICP40B,10,10000,3.9,ICP40B,0.5,10000,51,ICP40B,1,10000,17.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00044,0.69,0.69,-,-,-,-,-,-,-,-,-,-,<2,3.58,<3,651,0.8,<5,2.29,<1,<1,10,247,0.84,2.28,5.4,29,0.40,476,<1,0.63,3,0.03,11,1.34,<5,0.6,<10,262,0.02,4,<10,3.9,51,17.1,-,-,-
