PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Pb_pct,Pb_pct_GMD,Pb_pct_LDD,Pb_pct_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500],Cu_pct[AAS42S|LDL:0.001|UDL:50],Pb_pct[AAS42S|LDL:0.002|UDL:2.5]
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00019,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,5.91,ICP40B,0.01,15,<3,ICP40B,3,10000,407,ICP40B,1,10000,1.0,ICP40B,0.5,2500,10,ICP40B,5,10000,4.36,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,61,ICP40B,1,10000,264,ICP40B,0.5,10000,3.20,ICP40B,0.01,15,1.56,ICP40B,0.01,15,17.0,ICP40B,0.5,10000,51,ICP40B,1,10000,1.72,ICP40B,0.01,15,995,ICP40B,2,10000,1,ICP40B,1,10000,0.97,ICP40B,0.01,15,33,ICP40B,1,10000,0.05,ICP40B,0.01,15,22,ICP40B,2,10000,1.65,ICP40B,0.01,5,<5,ICP40B,5,10000,9.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,200,ICP40B,0.5,5000,0.23,ICP40B,0.01,15,63,ICP40B,2,10000,<10,ICP40B,10,10000,10.8,ICP40B,0.5,10000,108,ICP40B,1,10000,50.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00019,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,5.91,<3,407,1.0,10,4.36,<1,12,61,264,3.20,1.56,17.0,51,1.72,995,1,0.97,33,0.05,22,1.65,<5,9.0,<10,200,0.23,63,<10,10.8,108,50.8,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00020,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,1.79,1.79,1.79,,,,,,,,,,,<2,ICP40B,2,10,5.30,ICP40B,0.01,15,<3,ICP40B,3,10000,323,ICP40B,1,10000,0.9,ICP40B,0.5,2500,9,ICP40B,5,10000,4.72,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,56,ICP40B,1,10000,443,ICP40B,0.5,10000,2.74,ICP40B,0.01,15,1.27,ICP40B,0.01,15,16.0,ICP40B,0.5,10000,50,ICP40B,1,10000,1.95,ICP40B,0.01,15,1105,ICP40B,2,10000,2,ICP40B,1,10000,0.93,ICP40B,0.01,15,33,ICP40B,1,10000,0.04,ICP40B,0.01,15,30,ICP40B,2,10000,1.56,ICP40B,0.01,5,<5,ICP40B,5,10000,8.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,234,ICP40B,0.5,5000,0.20,ICP40B,0.01,15,53,ICP40B,2,10000,<10,ICP40B,10,10000,10.5,ICP40B,0.5,10000,104,ICP40B,1,10000,44.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00020,1.79,1.79,-,-,-,-,-,-,-,-,-,-,<2,5.30,<3,323,0.9,9,4.72,<1,12,56,443,2.74,1.27,16.0,50,1.95,1105,2,0.93,33,0.04,30,1.56,<5,8.2,<10,234,0.20,53,<10,10.5,104,44.5,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00021,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,2.03,2.03,2.03,,,,,,,,,,,<2,ICP40B,2,10,5.20,ICP40B,0.01,15,<3,ICP40B,3,10000,379,ICP40B,1,10000,1.0,ICP40B,0.5,2500,10,ICP40B,5,10000,3.96,ICP40B,0.01,15,<1,ICP40B,1,10000,11,ICP40B,1,10000,72,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,3.67,ICP40B,0.01,15,1.39,ICP40B,0.01,15,17.6,ICP40B,0.5,10000,47,ICP40B,1,10000,1.14,ICP40B,0.01,15,912,ICP40B,2,10000,1,ICP40B,1,10000,0.85,ICP40B,0.01,15,26,ICP40B,1,10000,0.04,ICP40B,0.01,15,81,ICP40B,2,10000,2.00,ICP40B,0.01,5,<5,ICP40B,5,10000,8.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,181,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,69,ICP40B,2,10000,<10,ICP40B,10,10000,10.1,ICP40B,0.5,10000,78,ICP40B,1,10000,47.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00021,2.03,2.03,-,-,-,-,-,-,-,-,-,-,<2,5.20,<3,379,1.0,10,3.96,<1,11,72,<0.5,3.67,1.39,17.6,47,1.14,912,1,0.85,26,0.04,81,2.00,<5,8.9,<10,181,0.21,69,<10,10.1,78,47.5,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00022,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,2.17,2.17,2.17,,,,,,,,,,,<2,ICP40B,2,10,6.22,ICP40B,0.01,15,<3,ICP40B,3,10000,538,ICP40B,1,10000,1.0,ICP40B,0.5,2500,9,ICP40B,5,10000,3.97,ICP40B,0.01,15,<1,ICP40B,1,10000,14,ICP40B,1,10000,90,ICP40B,1,10000,4.2,ICP40B,0.5,10000,4.03,ICP40B,0.01,15,1.57,ICP40B,0.01,15,14.8,ICP40B,0.5,10000,58,ICP40B,1,10000,1.59,ICP40B,0.01,15,1293,ICP40B,2,10000,1,ICP40B,1,10000,1.25,ICP40B,0.01,15,36,ICP40B,1,10000,0.05,ICP40B,0.01,15,6,ICP40B,2,10000,1.56,ICP40B,0.01,5,<5,ICP40B,5,10000,10.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,217,ICP40B,0.5,5000,0.30,ICP40B,0.01,15,70,ICP40B,2,10000,<10,ICP40B,10,10000,10.9,ICP40B,0.5,10000,78,ICP40B,1,10000,59.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00022,2.17,2.17,-,-,-,-,-,-,-,-,-,-,<2,6.22,<3,538,1.0,9,3.97,<1,14,90,4.2,4.03,1.57,14.8,58,1.59,1293,1,1.25,36,0.05,6,1.56,<5,10.1,<10,217,0.30,70,<10,10.9,78,59.9,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00023,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,2.36,2.36,2.36,,,,,,,,,,,<2,ICP40B,2,10,5.32,ICP40B,0.01,15,<3,ICP40B,3,10000,592,ICP40B,1,10000,0.9,ICP40B,0.5,2500,10,ICP40B,5,10000,5.66,ICP40B,0.01,15,<1,ICP40B,1,10000,13,ICP40B,1,10000,74,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,3.27,ICP40B,0.01,15,1.34,ICP40B,0.01,15,16.6,ICP40B,0.5,10000,55,ICP40B,1,10000,2.80,ICP40B,0.01,15,1633,ICP40B,2,10000,2,ICP40B,1,10000,0.97,ICP40B,0.01,15,31,ICP40B,1,10000,0.04,ICP40B,0.01,15,4,ICP40B,2,10000,1.13,ICP40B,0.01,5,<5,ICP40B,5,10000,9.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,191,ICP40B,0.5,5000,0.24,ICP40B,0.01,15,74,ICP40B,2,10000,<10,ICP40B,10,10000,11.2,ICP40B,0.5,10000,60,ICP40B,1,10000,49.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00023,2.36,2.36,-,-,-,-,-,-,-,-,-,-,<2,5.32,<3,592,0.9,10,5.66,<1,13,74,<0.5,3.27,1.34,16.6,55,2.80,1633,2,0.97,31,0.04,4,1.13,<5,9.4,<10,191,0.24,74,<10,11.2,60,49.8,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00024,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,2.25,2.25,2.25,,,,,,,,,,,<2,ICP40B,2,10,6.19,ICP40B,0.01,15,<3,ICP40B,3,10000,517,ICP40B,1,10000,1.2,ICP40B,0.5,2500,11,ICP40B,5,10000,2.95,ICP40B,0.01,15,<1,ICP40B,1,10000,16,ICP40B,1,10000,82,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,4.11,ICP40B,0.01,15,1.76,ICP40B,0.01,15,17.7,ICP40B,0.5,10000,70,ICP40B,1,10000,1.87,ICP40B,0.01,15,1182,ICP40B,2,10000,2,ICP40B,1,10000,1.07,ICP40B,0.01,15,40,ICP40B,1,10000,0.06,ICP40B,0.01,15,5,ICP40B,2,10000,0.70,ICP40B,0.01,5,<5,ICP40B,5,10000,11.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,139,ICP40B,0.5,5000,0.30,ICP40B,0.01,15,88,ICP40B,2,10000,<10,ICP40B,10,10000,10.7,ICP40B,0.5,10000,63,ICP40B,1,10000,61.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00024,2.25,2.25,-,-,-,-,-,-,-,-,-,-,<2,6.19,<3,517,1.2,11,2.95,<1,16,82,<0.5,4.11,1.76,17.7,70,1.87,1182,2,1.07,40,0.06,5,0.70,<5,11.1,<10,139,0.30,88,<10,10.7,63,61.0,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00025,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,1.91,1.91,1.91,,,,,,,,,,,<2,ICP40B,2,10,5.82,ICP40B,0.01,15,<3,ICP40B,3,10000,313,ICP40B,1,10000,1.1,ICP40B,0.5,2500,16,ICP40B,5,10000,3.12,ICP40B,0.01,15,<1,ICP40B,1,10000,14,ICP40B,1,10000,76,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,3.93,ICP40B,0.01,15,1.66,ICP40B,0.01,15,16.2,ICP40B,0.5,10000,62,ICP40B,1,10000,1.62,ICP40B,0.01,15,1000,ICP40B,2,10000,2,ICP40B,1,10000,1.04,ICP40B,0.01,15,36,ICP40B,1,10000,0.05,ICP40B,0.01,15,12,ICP40B,2,10000,1.12,ICP40B,0.01,5,<5,ICP40B,5,10000,9.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,118,ICP40B,0.5,5000,0.29,ICP40B,0.01,15,78,ICP40B,2,10000,<10,ICP40B,10,10000,9.4,ICP40B,0.5,10000,59,ICP40B,1,10000,55.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00025,1.91,1.91,-,-,-,-,-,-,-,-,-,-,<2,5.82,<3,313,1.1,16,3.12,<1,14,76,<0.5,3.93,1.66,16.2,62,1.62,1000,2,1.04,36,0.05,12,1.12,<5,9.8,<10,118,0.29,78,<10,9.4,59,55.3,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00026,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,2.19,2.19,2.19,,,,,,,,,,,<2,ICP40B,2,10,5.42,ICP40B,0.01,15,<3,ICP40B,3,10000,513,ICP40B,1,10000,1.0,ICP40B,0.5,2500,11,ICP40B,5,10000,3.15,ICP40B,0.01,15,<1,ICP40B,1,10000,13,ICP40B,1,10000,68,ICP40B,1,10000,5.9,ICP40B,0.5,10000,3.60,ICP40B,0.01,15,1.47,ICP40B,0.01,15,14.6,ICP40B,0.5,10000,54,ICP40B,1,10000,1.79,ICP40B,0.01,15,1110,ICP40B,2,10000,2,ICP40B,1,10000,0.99,ICP40B,0.01,15,32,ICP40B,1,10000,0.04,ICP40B,0.01,15,5,ICP40B,2,10000,0.79,ICP40B,0.01,5,<5,ICP40B,5,10000,8.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,157,ICP40B,0.5,5000,0.24,ICP40B,0.01,15,68,ICP40B,2,10000,<10,ICP40B,10,10000,9.2,ICP40B,0.5,10000,54,ICP40B,1,10000,50.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00026,2.19,2.19,-,-,-,-,-,-,-,-,-,-,<2,5.42,<3,513,1.0,11,3.15,<1,13,68,5.9,3.60,1.47,14.6,54,1.79,1110,2,0.99,32,0.04,5,0.79,<5,8.8,<10,157,0.24,68,<10,9.2,54,50.7,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00027,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,1.53,1.53,1.53,500.0,79.20,20.80,396.0,104.0,20.0,86.00,14.00,17.2,2.8,<2,ICP40B,2,10,6.12,ICP40B,0.01,15,4,ICP40B,3,10000,258,ICP40B,1,10000,1.1,ICP40B,0.5,2500,12,ICP40B,5,10000,3.66,ICP40B,0.01,15,<1,ICP40B,1,10000,13,ICP40B,1,10000,80,ICP40B,1,10000,<0.5,ICP40B,0.5,10000,3.32,ICP40B,0.01,15,1.67,ICP40B,0.01,15,21.6,ICP40B,0.5,10000,59,ICP40B,1,10000,2.30,ICP40B,0.01,15,1249,ICP40B,2,10000,2,ICP40B,1,10000,0.99,ICP40B,0.01,15,30,ICP40B,1,10000,0.06,ICP40B,0.01,15,6,ICP40B,2,10000,0.30,ICP40B,0.01,5,<5,ICP40B,5,10000,10.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,93.1,ICP40B,0.5,5000,0.26,ICP40B,0.01,15,74,ICP40B,2,10000,<10,ICP40B,10,10000,11.7,ICP40B,0.5,10000,44,ICP40B,1,10000,61.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00027,1.53,1.53,500.0,79.20,20.80,396.0,104.0,20.0,86.00,14.00,17.2,2.8,<2,6.12,4,258,1.1,12,3.66,<1,13,80,<0.5,3.32,1.67,21.6,59,2.30,1249,2,0.99,30,0.06,6,0.30,<5,10.0,<10,93.1,0.26,74,<10,11.7,44,61.1,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00028,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,1.84,1.84,1.84,,,,,,,,,,,<2,ICP40B,2,10,0.16,ICP40B,0.01,15,<3,ICP40B,3,10000,28,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,3,ICP40B,1,10000,10.2,ICP40B,0.5,10000,0.09,ICP40B,0.01,15,0.06,ICP40B,0.01,15,1.3,ICP40B,0.5,10000,21,ICP40B,1,10000,1.23,ICP40B,0.01,15,59,ICP40B,2,10000,1,ICP40B,1,10000,0.05,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,31,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,1605,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,49,ICP40B,1,10000,1.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00028,1.84,1.84,-,-,-,-,-,-,-,-,-,-,<2,0.16,<3,28,<0.5,<5,>15,<1,<1,3,10.2,0.09,0.06,1.3,21,1.23,59,1,0.05,<1,<0.01,31,>5,<5,<0.5,<10,1605,<0.01,<2,<10,<0.5,49,1.6,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00029,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.84,0.84,0.84,,,,,,,,,,,<2,ICP40B,2,10,0.40,ICP40B,0.01,15,3,ICP40B,3,10000,152,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,5,ICP40B,1,10000,104,ICP40B,0.5,10000,0.30,ICP40B,0.01,15,0.22,ICP40B,0.01,15,2.0,ICP40B,0.5,10000,26,ICP40B,1,10000,1.43,ICP40B,0.01,15,258,ICP40B,2,10000,2,ICP40B,1,10000,0.07,ICP40B,0.01,15,3,ICP40B,1,10000,<0.01,ICP40B,0.01,15,30,ICP40B,2,10000,>5,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,1605,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,6,ICP40B,2,10000,<10,ICP40B,10,10000,0.8,ICP40B,0.5,10000,211,ICP40B,1,10000,4.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00029,0.84,0.84,-,-,-,-,-,-,-,-,-,-,<2,0.40,3,152,<0.5,<5,>15,<1,2,5,104,0.30,0.22,2.0,26,1.43,258,2,0.07,3,<0.01,30,>5,<5,<0.5,<10,1605,0.01,6,<10,0.8,211,4.7,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00030,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,2.18,2.18,2.18,,,,,,,,,,,<2,ICP40B,2,10,0.44,ICP40B,0.01,15,<3,ICP40B,3,10000,13,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,2.0,ICP40B,0.5,10000,0.39,ICP40B,0.01,15,0.12,ICP40B,0.01,15,3.0,ICP40B,0.5,10000,3,ICP40B,1,10000,10.5,ICP40B,0.01,15,591,ICP40B,2,10000,1,ICP40B,1,10000,0.04,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,0.10,ICP40B,0.01,5,<5,ICP40B,5,10000,<0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,31.1,ICP40B,0.5,5000,<0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,2.6,ICP40B,0.5,10000,26,ICP40B,1,10000,9.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00030,2.18,2.18,-,-,-,-,-,-,-,-,-,-,<2,0.44,<3,13,<0.5,<5,>15,<1,<1,2,2.0,0.39,0.12,3.0,3,10.5,591,1,0.04,<1,<0.01,<2,0.10,<5,<0.5,<10,31.1,<0.01,<2,<10,2.6,26,9.3,-,-,-
Tannenberg,TR2503142,19-Dec-25,06-Feb-26,,PAL00031,Core,Drill Core,Drillhole,TR2503142     153             384,19-Dec-25,06-Feb-26,TR2503142,TR2503142     153             384,,0.45,0.45,0.45,,,,,,,,,,,<2,ICP40B,2,10,1.49,ICP40B,0.01,15,35,ICP40B,3,10000,296,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,20,ICP40B,1,10000,16,ICP40B,1,10000,465,ICP40B,0.5,10000,1.05,ICP40B,0.01,15,0.64,ICP40B,0.01,15,12.3,ICP40B,0.5,10000,18,ICP40B,1,10000,7.08,ICP40B,0.01,15,7964,ICP40B,2,10000,<1,ICP40B,1,10000,0.06,ICP40B,0.01,15,15,ICP40B,1,10000,0.02,ICP40B,0.01,15,57,ICP40B,2,10000,2.99,ICP40B,0.01,5,<5,ICP40B,5,10000,1.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,2081,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,18,ICP40B,2,10000,<10,ICP40B,10,10000,9.0,ICP40B,0.5,10000,107,ICP40B,1,10000,20.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,PAL00031,0.45,0.45,-,-,-,-,-,-,-,-,-,-,<2,1.49,35,296,1.0,<5,>15,<1,20,16,465,1.05,0.64,12.3,18,7.08,7964,<1,0.06,15,0.02,57,2.99,<5,1.9,<10,2081,0.04,18,<10,9.0,107,20.4,-,-,-
