pid,thesaurus,code,term
1045,1,f72021,Bayamon
1045,1,f72023,"Cabo Rojo"
1045,1,f72025,Caguas
1045,1,f72027,Camuy
1045,1,f72029,Canovanas
1045,1,f72031,Carolina
1045,1,f72033,Catano
1045,1,f72035,Cayey
1045,1,f72037,Ceiba
1045,1,f72039,Ciales
1045,1,f72041,Cidra
1045,1,f72043,Coamo
1045,1,f72045,Comerio
1045,1,f72047,Corozal
1045,1,f72049,Culebra
1045,1,f72051,Dorado
1045,1,f72053,Fajardo
1045,1,f72054,Florida
1045,1,f72055,Guanica
1045,1,f72057,Guayama
1045,1,f72059,Guayanilla
1045,1,f72061,Guaynabo
1045,1,f72063,Gurabo
1045,1,f72065,Hatillo
1045,1,f72067,Hormigueros
1045,1,f72069,Humacao
1045,1,f72071,Isabela
1045,1,f72073,Jayuya
1045,1,f72075,"Juana Diaz"
1045,1,f72077,Juncos
1045,1,f72079,Lajas
1045,1,f72081,Lares
1045,1,f72083,"Las Marias"
1045,1,f72085,"Las Piedras"
1045,1,f72087,Loiza
1045,1,f72089,Luquillo
1045,1,f72091,Manati
1045,1,f72093,Maricao
1045,1,f72095,Maunabo
1045,1,f72097,Mayaguez
1045,1,f72099,Moca
1045,1,f72101,Morovis
1045,1,f72103,Naguabo
1045,1,f72105,Naranjito
1045,1,f72107,Orocovis
1045,1,f72109,Patillas
1045,1,f72111,Penuelas
1045,1,f72113,Ponce
1045,1,f72115,Quebradillas
1045,1,f72117,Rincon
1045,1,f72119,"Rio Grande"
1045,1,f72121,"Sabana Grande"
1045,1,f72123,Salinas
1045,1,f72125,"San German"
1045,1,f72127,"San Juan"
1045,1,f72129,"San Lorenzo"
1045,1,f72131,"San Sebastian"
1045,1,f72133,"Santa Isabel"
1045,1,f72135,"Toa Alta"
1045,1,f72137,"Toa Baja"
1045,1,f72139,"Trujillo Alto"
1045,1,f72141,Utuado
1045,1,f72143,"Vega Alta"
1045,1,f72145,"Vega Baja"
1045,1,f72147,Vieques
1045,1,f72149,Villalba
1045,1,f72151,Yabucoa
1045,1,f72153,Yauco
1046,2,2093,"study areas"
1046,2,470,geophysics
1046,2,18,"aeromagnetic surveying"
1046,2,19,"aeroradiometric surveying"
1046,2,1605,uranium
1046,2,1593,thorium
1046,2,1543,potassium
1046,2,459,"geologic structure"
1046,2,1553,"rare earth elements"
1046,2,1420,carbon
1046,2,1597,titanium
1046,2,1618,zinc
1046,2,1433,cobalt
1046,2,1454,fluorine
1046,2,1460,gallium
1046,2,1463,germanium
1046,2,1479,indium
1046,2,1596,tin
1046,2,1610,vanadium
1046,2,1619,zirconium
1046,3,686,"mineral deposit areas"
1046,2,725,"metamorphic rocks"
1046,2,2290,"electromagnetic reflectance and emissivity"
1046,2,1656,Proterozoic
1046,2,774,"natural resource exploration"
1046,2,572,"igneous rocks"
1046,2,2304,graphite
1046,2,2303,fluorite
1046,1,f36033,Franklin
1046,1,f36045,Jefferson
1046,1,f36049,Lewis
1046,1,f36089,"Saint Lawrence"
1046,1,q44076,Utica
1046,1,q45076,Ogdensburg
1046,1,q45078,Kingston
1046,1,h04140202,Oneida
1046,1,h04150101,Black
1046,1,h04150102,Chaumont-Perch
1046,1,h04150301,"Upper St. Lawrence"
1046,1,h04150302,Oswegatchie
1046,1,h04150303,Indian
1046,1,h04150304,Grass
1046,1,h04150305,Raquette
1046,1,h04150306,"St. Regis"
1046,1,h04150307,English-Salmon
1047,2,2093,"study areas"
1047,2,2263,"platinum-group elements"
1047,2,470,geophysics
1047,2,1553,"rare earth elements"
1047,2,18,"aeromagnetic surveying"
1047,2,1390,aluminum
1047,2,19,"aeroradiometric surveying"
1047,2,1393,antimony
1047,2,1772,partnerships
1047,2,1396,arsenic
1047,3,374,"fault zones"
1047,2,1403,barium
1047,3,686,"mineral deposit areas"
1047,2,1406,beryllium
1047,2,459,"geologic structure"
1047,2,1409,bismuth
1047,2,2043,"mineral deposits"
1047,2,1433,cobalt
1047,4,4.6,"Alkalic intrusive rock"
1047,2,1429,chromium
1047,2,2094,"critical minerals"
1047,2,1454,fluorine
1047,2,1460,gallium
1047,2,1463,germanium
1047,2,1466,hafnium
1047,2,1479,indium
1047,2,1499,manganese
1047,2,1521,niobium
1047,2,1520,nickel
1047,2,1584,tantalum
1047,2,1596,tin
1047,2,1600,tungsten
1047,2,1610,vanadium
1047,2,1618,zinc
1047,2,1619,zirconium
1047,2,1417,cadmium
1047,2,1434,copper
1047,2,1464,gold
1047,2,1483,iron
1047,2,1492,lead
1047,2,1503,mercury
1047,2,1509,molybdenum
1047,2,1537,phosphorus
1047,2,1572,selenium
1047,2,1576,silver
1047,2,1593,thorium
1047,2,1617,yttrium
1047,1,f56007,Carbon
1047,1,f56013,Fremont
1047,1,f56025,Natrona
1047,1,f56035,Sublette
1047,1,f56037,Sweetwater
1047,1,q43108,Casper
1047,1,q43110,Lander
1047,1,h10080002,"Little Wind"
1047,1,h10080003,"Popo Agie"
1047,1,h10080004,Muskrat
1047,1,h10080005,"Lower Wind"
1047,1,h10090203,"South Fork Powder"
1047,1,h10180003,"Pathfinder-Seminoe Reservoirs"
1047,1,h10180004,"Medicine Bow"
1047,1,h10180006,Sweetwater
1047,1,h10180007,"Middle North Platte-Casper"
1047,1,h14040104,"Big Sandy"
1047,1,h14040200,"Great Divide closed basin"
1048,2,2093,"study areas"
1048,2,1483,iron
1048,2,1499,manganese
1048,2,18,"aeromagnetic surveying"
1048,2,1433,cobalt
1048,2,19,"aeroradiometric surveying"
1048,2,2263,"platinum-group elements"
1048,3,686,"mineral deposit areas"
1048,2,470,geophysics
1048,2,1520,nickel
1048,2,1434,copper
1048,2,1464,gold
1048,1,f27001,Aitkin
1048,1,f27005,Becker
1048,1,f27017,Carlton
1048,1,f27021,Cass
1048,1,f27029,Clearwater
1048,1,f27035,"Crow Wing"
1048,1,f27041,Douglas
1048,1,f27057,Hubbard
1048,1,f27061,Itasca
1048,1,f27067,Kandiyohi
1048,1,f27093,Meeker
1048,1,f27097,Morrison
1048,1,f27111,"Otter Tail"
1048,1,f27121,Pope
1048,1,f27137,"Saint Louis"
1048,1,f27145,Stearns
1048,1,f27153,Todd
1048,1,f27159,Wadena
1048,1,q46096,"St Cloud"
1048,1,q47094,Duluth
1048,1,q47096,Brainerd
1048,1,q48094,Hibbing
1048,1,q48096,Bemidji
1048,1,h04010201,"St. Louis"
1048,1,h07010101,"Mississippi Headwaters"
1048,1,h07010102,"Leech Lake"
1048,1,h07010103,Prairie-Willow
1048,1,h07010104,Elk-Nokasippi
1048,1,h07010105,Pine
1048,1,h07010106,"Crow Wing"
1048,1,h07010107,Redeye
1048,1,h07010108,"Long Prairie"
1048,1,h07010201,Platte-Spunk
1048,1,h07010202,Sauk
1048,1,h07010203,Clearwater-Elk
1048,1,h07010204,Crow
1048,1,h07010207,Rum
1048,1,h07020005,Chippewa
1048,1,h07030003,Kettle
1048,1,h07030004,Snake
1049,2,2093,"study areas"
1049,2,18,"aeromagnetic surveying"
1049,2,19,"aeroradiometric surveying"
1049,3,686,"mineral deposit areas"
1049,2,1553,"rare earth elements"
1049,2,1597,titanium
1049,2,1619,zirconium
1049,2,1998,"mine waste"
1049,2,1011,"sand deposits"
1049,2,798,"nonmetallic mineral resources"
1049,2,1537,phosphorus
1049,1,f12001,Alachua
1049,1,f12003,Baker
1049,1,f12007,Bradford
1049,1,f12019,Clay
1049,1,f12023,Columbia
1049,1,f12031,Duval
1049,1,f12035,Flagler
1049,1,f12041,Gilchrist
1049,1,f12047,Hamilton
1049,1,f12049,Hardee
1049,1,f12057,Hillsborough
1049,1,f12075,Levy
1049,1,f12081,Manatee
1049,1,f12083,Marion
1049,1,f12089,Nassau
1049,1,f12105,Polk
1049,1,f12107,Putnam
1049,1,f12109,"Saint Johns"
1049,1,f12121,Suwannee
1049,1,f12125,Union
1049,1,f12127,Volusia
1049,1,f13039,Camden
1049,1,f13049,Charlton
1049,1,f13101,Echols
1049,1,f13185,Lowndes
1049,1,q28082,"Fort Pierce"
1049,1,q28083,Tampa
1049,1,q29082,Orlando
1049,1,q29084,"Plant City"
1049,1,q30082,"Daytona Beach"
1049,1,q30084,Gainesville
1049,1,q31082,Jacksonville
1049,1,q31084,Valdosta
1049,1,h0307,"Altamaha - St. Marys"
1049,1,h0308,"St. Johns"
1049,1,h0310,"Peace-Tampa Bay"
1049,1,h0311,Suwannee
1050,2,2093,"study areas"
1050,2,2263,"platinum-group elements"
1050,2,1509,molybdenum
1050,2,1520,nickel
1050,2,1605,uranium
1050,2,1610,vanadium
1050,2,470,geophysics
1050,2,1649,Paleozoic
1050,2,18,"aeromagnetic surveying"
1050,2,19,"aeroradiometric surveying"
1050,2,1035,"sedimentary rocks"
1050,4,2.1.1.2.1,"Black shale"
1050,2,1553,"rare earth elements"
1050,2,2094,"critical minerals"
1050,2,770,"natural gas resources"
1050,1,f05029,Conway
1050,1,f05047,Franklin
1050,1,f05051,Garland
1050,1,f05071,Johnson
1050,1,f05083,Logan
1050,1,f05097,Montgomery
1050,1,f05105,Perry
1050,1,f05115,Pope
1050,1,f05125,Saline
1050,1,f05127,Scott
1050,1,f05149,Yell
1050,1,q35094,"Little Rock"
1050,1,q35096,Mcalester
1050,1,q36094,Russellville
1050,1,q36096,"Fort Smith"
1050,1,h08040101,"Ouachita Headwaters"
1050,1,h08040203,"Upper Saline"
1050,1,h11110105,Poteau
1050,1,h11110201,Frog-Mulberry
1050,1,h11110202,"Dardanelle Reservoir"
1050,1,h11110203,"Lake Conway-Point Remove"
1050,1,h11110204,"Petit Jean"
1050,1,h11110206,"Fourche La Fave"
1051,2,1520,nickel
1051,2,1434,copper
1051,2,1433,cobalt
1051,2,1483,iron
1051,2,1464,gold
1051,2,2263,"platinum-group elements"
1051,2,326,"electromagnetic surveying"
1051,2,2094,"critical minerals"
1051,2,2267,Paleoproterozoic
1051,2,18,"aeromagnetic surveying"
1051,2,470,geophysics
1051,2,2093,"study areas"
1051,1,f26003,Alger
1051,1,f26013,Baraga
1051,1,f26033,Chippewa
1051,1,f26041,Delta
1051,1,f26043,Dickinson
1051,1,f26053,Gogebic
1051,1,f26061,Houghton
1051,1,f26071,Iron
1051,1,f26083,Keweenaw
1051,1,f26095,Luce
1051,1,f26097,Mackinac
1051,1,f26103,Marquette
1051,1,f26109,Menominee
1051,1,f26131,Ontonagon
1051,1,f26153,Schoolcraft
1051,1,f55037,Florence
1051,1,f55041,Forest
1051,1,f55075,Marinette
1051,1,f55125,Vilas
1051,1,q46084,Alpena
1051,1,q46086,Cheboygan
1051,1,q46088,Escanaba
1051,1,q46090,"Iron Mountain"
1051,1,q47084,"Blind River"
1051,1,q47086,"Sault Sainte Marie"
1051,1,q47088,Marquette
1051,1,q47090,"Iron River"
1051,1,q48090,Hancock
1051,1,h0402,"Southern Lake Superior-Lake Superior"
1051,1,h0403,"Northwestern Lake Michigan"
1051,1,h0406,"Northeastern Lake Michigan-Lake Michigan"
1051,1,h0407,"Northwestern Lake Huron"
1051,1,h0408,"Southwestern Lake Huron-Lake Huron"
1051,1,h0707,Wisconsin
1052,2,2093,"study areas"
1052,2,2267,Paleoproterozoic
1052,2,2266,Mesoproterozoic
1052,2,2094,"critical minerals"
1052,2,1596,tin
1052,2,2304,graphite
1052,2,1553,"rare earth elements"
1052,2,470,geophysics
1052,2,1520,nickel
1052,2,1433,cobalt
1052,2,1494,lithium
1052,2,1499,manganese
1052,2,1424,cesium
1052,2,1584,tantalum
1052,2,1597,titanium
1052,2,1521,niobium
1052,2,1429,chromium
1052,2,1610,vanadium
1052,2,2263,"platinum-group elements"
1052,2,18,"aeromagnetic surveying"
1052,2,19,"aeroradiometric surveying"
1052,1,f26003,Alger
1052,1,f26013,Baraga
1052,1,f26033,Chippewa
1052,1,f26041,Delta
1052,1,f26043,Dickinson
1052,1,f26053,Gogebic
1052,1,f26061,Houghton
1052,1,f26071,Iron
1052,1,f26095,Luce
1052,1,f26097,Mackinac
1052,1,f26103,Marquette
1052,1,f26131,Ontonagon
1052,1,f26153,Schoolcraft
1052,1,f55003,Ashland
1052,1,f55037,Florence
1052,1,f55041,Forest
1052,1,f55051,Iron
1052,1,f55067,Langlade
1052,1,f55075,Marinette
1052,1,f55083,Oconto
1052,1,f55099,Price
1052,1,f55125,Vilas
1052,1,q46086,Cheboygan
1052,1,q46088,Escanaba
1052,1,q46090,"Iron Mountain"
1052,1,q46092,"Rice Lake"
1052,1,q47086,"Sault Sainte Marie"
1052,1,q47088,Marquette
1052,1,q47090,"Iron River"
1052,1,q47092,Ashland
1052,1,q48090,Hancock
1052,1,h0401,"Western Lake Superior"
1052,1,h0402,"Southern Lake Superior-Lake Superior"
1052,1,h0403,"Northwestern Lake Michigan"
1052,1,h0406,"Northeastern Lake Michigan-Lake Michigan"
1052,1,h0407,"Northwestern Lake Huron"
1052,1,h0408,"Southwestern Lake Huron-Lake Huron"
1052,1,h0705,Chippewa
1052,1,h0707,Wisconsin
1053,2,1553,"rare earth elements"
1053,2,470,geophysics
1053,2,2093,"study areas"
1053,1,f16013,Blaine
1053,1,f16023,Butte
1053,1,f16033,Clark
1053,1,f16037,Custer
1053,1,f16051,Jefferson
1053,2,18,"aeromagnetic surveying"
1053,1,f16059,Lemhi
1053,1,f30001,Beaverhead
1053,1,f30023,"Deer Lodge"
1053,1,f30093,"Silver Bow"
1053,1,q44114,"Idaho Falls"
1053,1,q44116,Hailey
1053,1,q45114,Dubois
1053,1,q45116,Challis
1053,1,q46114,Dillon
1053,1,q47114,Butte
1053,1,h10020001,"Red Rock"
1053,1,h10020002,Beaverhead
1053,1,h10020004,"Big Hole"
1053,1,h17040209,"Lake Walcott"
1053,1,h17040215,"Medicine Lodge"
1053,1,h17040216,Birch
1053,1,h17040217,"Little Lost"
1053,1,h17040218,"Big Lost"
1053,1,h17040221,"Little Wood"
1053,1,h17060202,Pahsimeroi
1053,1,h17060203,"Middle Salmon-Panther"
1053,1,h17060204,Lemhi
1053,2,19,"aeroradiometric surveying"
1053,2,2094,"critical minerals"
1053,2,1396,arsenic
1053,2,1433,cobalt
1053,2,1434,copper
1053,2,1454,fluorine
1053,2,1460,gallium
1053,2,1463,germanium
1053,2,1479,indium
1053,2,1509,molybdenum
1053,2,1499,manganese
1053,2,1521,niobium
1053,2,1558,rhenium
1053,2,1393,antimony
1053,2,1589,tellurium
1053,2,1597,titanium
1053,2,1600,tungsten
1053,2,1618,zinc
1054,2,2093,"study areas"
1054,2,18,"aeromagnetic surveying"
1054,2,19,"aeroradiometric surveying"
1054,2,572,"igneous rocks"
1054,2,1553,"rare earth elements"
1054,2,1454,fluorine
1054,2,1619,zirconium
1054,2,1589,tellurium
1054,2,1460,gallium
1054,2,1464,gold
1054,2,1605,uranium
1054,2,2094,"critical minerals"
1054,2,470,geophysics
1054,1,f35005,Chaves
1054,1,f35027,Lincoln
1054,1,f35035,Otero
1054,1,f35053,Socorro
1054,1,f35057,Torrance
1054,1,q33106,Carlsbad
1054,1,q34106,Roswell
1054,1,q34108,Tularosa
1054,1,q35106,"Fort Sumner"
1054,1,h13050001,"Western Estancia"
1054,1,h13050002,"Eastern Estancia"
1054,1,h13050003,"Tularosa Valley"
1054,1,h13050004,"Salt Basin"
1054,1,h13060003,"Upper Pecos"
1054,1,h13060005,"Arroyo Del Macho"
1054,1,h13060006,"Gallo Arroyo"
1054,1,h13060007,"Upper Pecos-Long Arroyo"
1054,1,h13060008,"Rio Hondo"
1054,1,h13060009,"Rio Felix"
1054,1,h13060010,"Rio Penasco"
1054,1,h13060011,"Upper Pecos-Black"
1055,2,2093,"study areas"
1055,2,19,"aeroradiometric surveying"
1055,2,18,"aeromagnetic surveying"
1055,2,470,geophysics
1055,2,2094,"critical minerals"
1055,2,1464,gold
1055,2,1596,tin
1055,2,1553,"rare earth elements"
1055,2,1600,tungsten
1055,2,1393,antimony
1055,1,f02050,Bethel
1055,1,f02070,Dillingham
1055,1,q60159,Dillingham
1055,1,q61159,"Taylor Mts"
1055,1,q61162,Bethel
1055,1,q62159,Sleetmute
1055,1,q62162,"Russian Mission"
1055,1,h19030301,"Upper Nushagak River"
1055,1,h19030302,"Mulchatna River"
1055,1,h19030404,"Holitna River"
1055,1,h19030501,Aniak
1055,1,h19030502,"Kuskokwim Delta"
1056,2,19,"aeroradiometric surveying"
1056,2,1434,copper
1056,2,2094,"critical minerals"
1056,2,1600,tungsten
1056,2,1596,tin
1056,2,1395,argon
1056,2,1494,lithium
1056,2,1393,antimony
1056,2,1409,bismuth
1056,2,1589,tellurium
1056,2,1499,manganese
1056,2,1498,magnesium
1056,2,1406,beryllium
1056,2,1454,fluorine
1056,2,2263,"platinum-group elements"
1056,2,2093,"study areas"
1056,1,f32011,Eureka
1056,1,f32023,Nye
1056,1,f32033,"White Pine"
1056,1,q39116,Lund
1056,1,q39118,Tonopah
1056,1,q40116,Ely
1056,1,q40118,Millett
1056,1,h15010011,White
1056,1,h16060005,"Diamond-Monitor Valleys"
1056,1,h16060006,"Little Smoky-Newark Valleys"
1056,1,h16060007,"Long-Ruby Valleys"
1056,1,h16060008,"Spring-Steptoe Valleys"
1056,1,h16060011,"Ralston-Stone Cabin Valleys"
1056,1,h16060012,"Hot Creek-Railroad Valleys"
1056,1,h16060014,"Sand Spring-Tikaboo Valleys"
1056,2,470,geophysics
1056,2,18,"aeromagnetic surveying"
1057,2,2093,"study areas"
1057,2,470,geophysics
1057,2,18,"aeromagnetic surveying"
1057,2,19,"aeroradiometric surveying"
1057,2,1520,nickel
1057,2,1429,chromium
1057,2,1433,cobalt
1057,2,1589,tellurium
1057,2,1597,titanium
1057,2,1610,vanadium
1057,2,1618,zinc
1057,2,1409,bismuth
1057,2,1479,indium
1057,2,1596,tin
1057,2,1463,germanium
1057,2,1460,gallium
1057,2,1393,antimony
1057,2,1396,arsenic
1057,2,1499,manganese
1057,2,1600,tungsten
1057,2,1619,zirconium
1057,2,1466,hafnium
1057,2,1521,niobium
1057,2,1584,tantalum
1057,2,1406,beryllium
1057,2,1494,lithium
1057,2,1424,cesium
1057,2,1464,gold
1057,2,1434,copper
1057,2,1483,iron
1057,2,2304,graphite
1057,2,1553,"rare earth elements"
1057,2,2094,"critical minerals"
1057,1,f19119,Lyon
1057,1,f27081,Lincoln
1057,1,f27083,Lyon
1057,1,f27101,Murray
1057,1,f27117,Pipestone
1057,1,f27133,Rock
1057,1,f46011,Brookings
1057,1,f46035,Davison
1057,1,f46043,Douglas
1057,1,f46061,Hanson
1057,1,f46067,Hutchinson
1057,1,f46079,Lake
1057,1,f46083,Lincoln
1057,1,f46087,McCook
1057,1,f46097,Miner
1057,1,f46099,Minnehaha
1057,1,f46101,Moody
1057,1,f46111,Sanborn
1057,1,f46125,Turner
1057,1,q44096,Fairmont
1057,1,q44098,"Sioux Falls"
1057,1,q44100,Mitchell
1057,1,q45096,"New Ulm"
1057,1,q45098,Watertown
1057,1,h07020003,"Lac Qui Parle"
1057,1,h07020004,"Hawk-Yellow Medicine"
1057,1,h07020006,Redwood
1057,1,h07020008,Cottonwood
1057,1,h07100001,"Des Moines Headwaters"
1057,1,h10160011,"Lower James"
1057,1,h10170101,"Lewis and Clark Lake"
1057,1,h10170102,Vermillion
1057,1,h10170202,"Upper Big Sioux"
1057,1,h10170203,"Lower Big Sioux"
1057,1,h10170204,Rock
1058,2,2093,"study areas"
1058,2,470,geophysics
1058,2,18,"aeromagnetic surveying"
1058,2,19,"aeroradiometric surveying"
1058,2,1703,"ore formation"
1058,2,1390,aluminum
1058,2,1393,antimony
1058,2,1396,arsenic
1058,2,1406,beryllium
1058,2,1409,bismuth
1058,2,1433,cobalt
1058,2,1429,chromium
1058,2,1460,gallium
1058,2,1463,germanium
1058,2,1466,hafnium
1058,2,1479,indium
1058,2,1499,manganese
1058,2,1521,niobium
1058,2,1520,nickel
1058,2,1569,scandium
1058,2,1584,tantalum
1058,2,1589,tellurium
1058,2,1596,tin
1058,2,1597,titanium
1058,2,1600,tungsten
1058,2,1610,vanadium
1058,2,1618,zinc
1058,2,1619,zirconium
1058,2,1417,cadmium
1058,2,1434,copper
1058,2,1464,gold
1058,2,1483,iron
1058,2,1492,lead
1058,2,1503,mercury
1058,2,1509,molybdenum
1058,2,1537,phosphorus
1058,2,1572,selenium
1058,2,1576,silver
1058,2,1593,thorium
1058,2,2302,barite
1058,2,2304,graphite
1058,2,1553,"rare earth elements"
1058,2,2263,"platinum-group elements"
1058,1,f08069,Larimer
1058,1,f56001,Albany
1058,1,f56007,Carbon
1058,1,f56009,Converse
1058,1,f56021,Laramie
1058,1,f56025,Natrona
1058,1,f56031,Platte
1058,1,q41106,Greeley
1058,1,q42106,Cheyenne
1058,1,q43106,Torrington
1058,1,q43108,Casper
1058,1,h10180004,"Medicine Bow"
1058,1,h10180005,"Little Medicine Bow"
1058,1,h10180007,"Middle North Platte-Casper"
1058,1,h10180008,"Glendo Reservoir"
1058,1,h10180010,"Upper Laramie"
1058,1,h10180011,"Lower Laramie"
1058,1,h10180012,Horse
1058,1,h10190007,"Cache La Poudre"
1058,1,h10190008,"Lone Tree-Owl"
1058,1,h10190009,Crow
1058,1,h10190015,"Upper Lodgepole"
1059,2,1520,nickel
1059,2,1434,copper
1059,2,2093,"study areas"
1059,2,18,"aeromagnetic surveying"
1059,2,470,geophysics
1059,2,19,"aeroradiometric surveying"
1059,2,2094,"critical minerals"
1059,2,1521,niobium
1059,1,f19071,Fremont
1059,1,f19129,Mills
1059,1,f20027,Clay
1059,1,f20029,Cloud
1059,1,f20061,Geary
1059,1,f20085,Jackson
1059,2,1569,scandium
1059,2,1597,titanium
1059,1,f20117,Marshall
1059,1,f20131,Nemaha
1059,1,f20143,Ottawa
1059,1,f20149,Pottawatomie
1059,1,f20157,Republic
1059,1,f20161,Riley
1059,1,f20197,Wabaunsee
1059,1,f20201,Washington
1059,1,f31023,Butler
1059,1,f31025,Cass
1059,1,f31037,Colfax
1059,1,f31053,Dodge
1059,1,f31055,Douglas
1059,1,f31067,Gage
1059,1,f31081,Hamilton
1059,1,f31095,Jefferson
1059,1,f31097,Johnson
1059,1,f31109,Lancaster
1059,1,f31121,Merrick
1059,1,f31125,Nance
1059,1,f31127,Nemaha
1059,1,f31131,Otoe
1059,1,f31133,Pawnee
1059,1,f31141,Platte
1059,1,f31143,Polk
1059,1,f31147,Richardson
1059,1,f31151,Saline
1059,1,f31153,Sarpy
1059,1,f31155,Saunders
1059,1,f31159,Seward
1059,1,f31177,Washington
1059,1,f31185,York
1059,1,q39098,Hutchinson
1059,1,q40096,"Kansas City"
1059,1,q40098,Manhattan
1059,1,q41096,"Nebraska City"
1059,1,q41098,Lincoln
1059,1,q42096,Omaha
1059,1,q42098,Fremont
1059,1,h10200103,"Middle Platte-Prairie"
1059,1,h10200201,"Lower Platte-Shell"
1059,1,h10200202,"Lower Platte"
1059,1,h10200203,Salt
1059,1,h10210009,Loup
1059,1,h10220003,"Lower Elkhorn"
1059,1,h10230006,"Big Papillion-Mosquito"
1059,1,h10240001,"Keg-Weeping Water"
1059,1,h10240005,Tarkio-Wolf
1059,1,h10240006,"Little Nemaha"
1059,1,h10240007,"South Fork Big Nemaha"
1059,1,h10240008,"Big Nemaha"
1059,1,h10250017,"Lower Republican"
1059,1,h10260008,"Lower Smoky Hill"
1059,1,h10260015,Solomon
1059,1,h10270101,"Upper Kansas"
1059,1,h10270102,"Middle Kansas"
1059,1,h10270103,Delaware
1059,1,h10270201,"Upper Big Blue"
1059,1,h10270202,"Middle Big Blue"
1059,1,h10270203,"West Fork Big Blue"
1059,1,h10270204,Turkey
1059,1,h10270205,"Lower Big Blue"
1059,1,h10270206,"Upper Little Blue"
1059,1,h10270207,"Lower Little Blue"
1059,2,1610,vanadium
1060,2,2093,"study areas"
1060,2,470,geophysics
1060,2,2094,"critical minerals"
1060,2,18,"aeromagnetic surveying"
1060,2,19,"aeroradiometric surveying"
1060,2,1390,aluminum
1060,2,1403,barium
1060,2,1433,cobalt
1060,2,1429,chromium
1060,2,1454,fluorine
1060,2,1460,gallium
1060,2,1463,germanium
1060,2,1479,indium
1060,2,1494,lithium
1060,2,1499,manganese
1060,2,1520,nickel
1060,2,1596,tin
1060,2,1610,vanadium
1060,2,1618,zinc
1060,2,1576,silver
1060,2,1464,gold
1060,2,1417,cadmium
1060,2,1434,copper
1060,2,1483,iron
1060,2,1509,molybdenum
1060,2,1492,lead
1060,2,1558,rhenium
1060,2,1572,selenium
1060,2,1575,silicon
1060,2,1581,strontium
1060,2,1605,uranium
1060,2,1553,"rare earth elements"
1060,2,2263,"platinum-group elements"
1060,1,f29027,Callaway
1060,1,f29131,Miller
1060,1,f29175,Randolph
1060,1,f29221,Washington
1060,1,f20059,Franklin
1060,1,f40001,Adair
1060,1,f20091,Johnson
1060,1,f40035,Craig
1060,1,f29185,"Saint Clair"
1060,1,f29163,Pike
1060,1,f05047,Franklin
1060,1,f29167,Polk
1060,1,f29219,Warren
1060,1,f40131,Rogers
1060,1,f29195,Saline
1060,1,f29071,Franklin
1060,1,f20031,Coffey
1060,1,f20021,Cherokee
1060,1,f29073,Gasconade
1060,1,f40111,Okmulgee
1060,1,f29097,Jasper
1060,1,f40041,Delaware
1060,1,f29177,Ray
1060,1,f29153,Ozark
1060,1,f29107,Lafayette
1060,1,f29095,Jackson
1060,1,f20011,Bourbon
1060,1,f40115,Ottawa
1060,1,f29011,Barton
1060,1,f29105,Laclede
1060,1,f29037,Cass
1060,1,f40021,Cherokee
1060,1,f29135,Moniteau
1060,1,f29141,Morgan
1060,1,f29101,Johnson
1060,1,f29209,Stone
1060,1,f29109,Lawrence
1060,1,f29229,Wright
1060,1,f20107,Linn
1060,1,f29139,Montgomery
1060,1,f29145,Newton
1060,1,f29051,Cole
1060,1,f29057,Dade
1060,1,f20209,Wyandotte
1060,1,f20037,Crawford
1060,1,f29043,Christian
1060,1,f29151,Osage
1060,1,f40143,Tulsa
1060,1,f29213,Taney
1060,1,f20085,Jackson
1060,1,f29085,Hickory
1060,1,f29039,Cedar
1060,1,f29019,Boone
1060,1,f29165,Platte
1060,1,f20103,Leavenworth
1060,1,f29159,Pettis
1060,1,f29077,Greene
1060,1,f29089,Howard
1060,1,f29215,Texas
1060,1,f29013,Bates
1060,1,f40147,Washington
1060,1,f29009,Barry
1060,1,f29067,Douglas
1060,1,f29225,Webster
1060,1,f20177,Shawnee
1060,1,f29007,Audrain
1060,1,f29183,"Saint Charles"
1060,1,f29041,Chariton
1060,1,f29119,McDonald
1060,1,f29055,Crawford
1060,1,f20045,Douglas
1060,1,f05007,Benton
1060,1,f29173,Ralls
1060,1,f29169,Pulaski
1060,1,f29065,Dent
1060,1,f29217,Vernon
1060,1,f29161,Phelps
1060,1,f20003,Anderson
1060,1,f40145,Wagoner
1060,1,f29033,Carroll
1060,1,f29125,Maries
1060,1,f40101,Muskogee
1060,1,f29015,Benton
1060,1,f29059,Dallas
1060,1,f29091,Howell
1060,1,f29113,Lincoln
1060,1,f20133,Neosho
1060,1,f17149,Pike
1060,1,f20087,Jefferson
1060,1,f17013,Calhoun
1060,1,f05087,Madison
1060,1,f20001,Allen
1060,1,f20139,Osage
1060,1,f29029,Camden
1060,1,f20121,Miami
1060,1,f20099,Labette
1060,1,f05015,Carroll
1060,1,f29083,Henry
1060,1,f29053,Cooper
1060,1,f05033,Crawford
1060,1,f40097,Mayes
1060,1,f29137,Monroe
1060,1,f29203,Shannon
1060,1,f05143,Washington
1060,1,q36094,Russellville
1060,1,q36096,"Fort Smith"
1060,1,q37092,"Poplar Bluff"
1060,1,q37094,Harrison
1060,1,q37096,Tulsa
1060,1,q38092,Rolla
1060,1,q38094,Springfield
1060,1,q38096,Joplin
1060,1,q39092,"St Louis"
1060,1,q39094,"Jefferson City"
