pid,thesaurus,code,term
1001,2,1553,"rare earth elements"
1001,2,1396,arsenic
1001,2,1409,bismuth
1001,2,1466,hafnium
1001,2,1479,indium
1001,2,1521,niobium
1001,2,1558,rhenium
1001,2,1593,thorium
1001,2,1596,tin
1001,2,1600,tungsten
1001,2,1605,uranium
1001,2,1617,yttrium
1001,2,1619,zirconium
1001,2,470,geophysics
1001,2,18,"aeromagnetic surveying"
1001,2,19,"aeroradiometric surveying"
1001,4,4.8,"Intrusive carbonatite"
1001,4,4.6,"Alkalic intrusive rock"
1001,2,2043,"mineral deposits"
1001,2,745,"mineral resources"
1001,2,312,"economic geology"
1001,3,686,"mineral deposit areas"
1001,2,2093,"study areas"
1001,1,f02090,"Fairbanks North Star"
1001,1,f02240,"Southeast Fairbanks"
1001,1,f02290,Yukon-Koyukuk
1001,1,q64144,Tanacross
1001,1,q64147,"Mt Hayes"
1001,1,q65144,Eagle
1001,1,q65147,"Big Delta"
1001,1,q65150,Fairbanks
1001,1,q65153,"Kantishna River"
1001,1,q66144,"Charley River"
1001,1,q66147,Circle
1001,1,q66150,Livengood
1001,1,q66153,Tanana
1001,1,h19040104,"Fortymile River"
1001,1,h19040401,"Eagle to Circle"
1001,1,h19040402,"Birch-Beaver Creeks"
1001,1,h19040404,Ramparts
1001,1,h19040503,"Healy Lake"
1001,1,h19040504,"Delta River"
1001,1,h19040505,"Salcha River"
1001,1,h19040506,"Chena River"
1001,1,h19040507,"Tanana Flats"
1001,1,h19040508,"Nenana River"
1001,1,h19040509,"Tolovana River"
1001,1,h19040510,"Kantishna River"
1001,1,h19040511,"Lower Tanana River"
1001,2,2263,"platinum-group elements"
1001,2,2303,fluorite
1002,2,1553,"rare earth elements"
1002,2,470,geophysics
1002,2,18,"aeromagnetic surveying"
1002,2,19,"aeroradiometric surveying"
1002,4,2,"Sedimentary rock"
1002,4,2.5,Phosphorite
1002,2,1454,fluorine
1002,2,1581,strontium
1002,2,1569,scandium
1002,2,1499,manganese
1002,2,1433,cobalt
1002,2,1520,nickel
1002,2,745,"mineral resources"
1002,2,2093,"study areas"
1002,1,f05005,Baxter
1002,1,f05009,Boone
1002,1,f05015,Carroll
1002,1,f05047,Franklin
1002,1,f05063,Independence
1002,1,f05065,Izard
1002,1,f05071,Johnson
1002,1,f05075,Lawrence
1002,1,f05087,Madison
1002,1,f05089,Marion
1002,1,f05101,Newton
1002,1,f05115,Pope
1002,1,f05129,Searcy
1002,1,f05135,Sharp
1002,1,f05137,Stone
1002,1,f05141,"Van Buren"
1002,1,q36092,Memphis
1002,1,q36094,Russellville
1002,1,q37092,"Poplar Bluff"
1002,1,q37094,Harrison
1002,1,h11010001,"Beaver Reservoir"
1002,1,h11010003,"Bull Shoals Lake"
1002,1,h11010004,"Middle White"
1002,1,h11010005,Buffalo
1002,1,h11010009,"Lower Black"
1002,1,h11010012,Strawberry
1002,1,h11010014,"Little Red"
1002,1,h11110201,Frog-Mulberry
1002,1,h11110202,"Dardanelle Reservoir"
1003,2,1553,"rare earth elements"
1003,2,1433,cobalt
1003,2,1434,copper
1003,2,470,geophysics
1003,2,1463,germanium
1003,2,1460,gallium
1003,2,1479,indium
1003,2,1403,barium
1003,2,18,"aeromagnetic surveying"
1003,2,19,"aeroradiometric surveying"
1003,2,2043,"mineral deposits"
1003,2,745,"mineral resources"
1003,3,686,"mineral deposit areas"
1003,4,3,"Volcanic rock"
1003,4,2,"Sedimentary rock"
1003,2,2093,"study areas"
1003,1,f17133,Monroe
1003,1,f17157,Randolph
1003,1,f17163,"Saint Clair"
1003,1,f29017,Bollinger
1003,1,f29035,Carter
1003,1,f29055,Crawford
1003,1,f29065,Dent
1003,1,f29071,Franklin
1003,1,f29073,Gasconade
1003,1,f29093,Iron
1003,1,f29099,Jefferson
1003,1,f29123,Madison
1003,1,f29157,Perry
1003,1,f29161,Phelps
1003,1,f29179,Reynolds
1003,1,f29186,"Sainte Genevieve"
1003,1,f29187,"Saint Francois"
1003,1,f29203,Shannon
1003,1,f29207,Stoddard
1003,1,f29221,Washington
1003,1,f29223,Wayne
1003,1,q37090,Dyersburg
1003,1,q37092,"Poplar Bluff"
1003,1,q38090,Paducah
1003,1,q38092,Rolla
1003,1,q39090,Belleville
1003,1,q39092,"St Louis"
1003,1,h07140101,Cahokia-Joachim
1003,1,h07140102,Meramec
1003,1,h07140103,Bourbeuse
1003,1,h07140104,Big
1003,1,h07140105,"Upper Mississippi-Cape Girardeau"
1003,1,h07140107,Whitewater
1003,1,h07140204,"Lower Kaskaskia"
1003,1,h08020202,"Upper St. Francis"
1003,1,h08020203,"Lower St. Francis"
1003,1,h08020204,"Little River Ditches"
1003,1,h10290203,"Lower Gasconade"
1003,1,h11010007,"Upper Black"
1003,1,h11010008,Current
1003,1,h11010011,"Eleven Point"
1004,2,1597,titanium
1004,2,1619,zirconium
1004,3,221,"coastal zones"
1004,4,1.11,Sand
1004,2,18,"aeromagnetic surveying"
1004,2,19,"aeroradiometric surveying"
1004,2,470,geophysics
1004,2,1679,paleogeography
1004,2,745,"mineral resources"
1004,2,2093,"study areas"
1004,1,f45003,Aiken
1004,1,f45009,Bamberg
1004,1,f45011,Barnwell
1004,1,f45017,Calhoun
1004,1,f45027,Clarendon
1004,1,f45029,Colleton
1004,1,f45035,Dorchester
1004,1,f45037,Edgefield
1004,1,f45039,Fairfield
1004,1,f45055,Kershaw
1004,1,f45057,Lancaster
1004,1,f45061,Lee
1004,1,f45063,Lexington
1004,1,f45071,Newberry
1004,1,f45075,Orangeburg
1004,1,f45079,Richland
1004,1,f45081,Saluda
1004,1,f45085,Sumter
1004,1,f45089,Williamsburg
1004,1,q33082,Savannah
1004,1,q34080,Georgetown
1004,1,q34082,Augusta
1004,1,q35082,Spartanburg
1004,1,h03040205,Black
1004,1,h03050103,"Lower Catawba"
1004,1,h03050104,Wateree
1004,1,h03050106,"Lower Broad"
1004,1,h03050109,Saluda
1004,1,h03050110,Congaree
1004,1,h03050111,"Lake Marion"
1004,1,h03050112,Santee
1004,1,h03050203,"North Fork Edisto"
1004,1,h03050204,"South Fork Edisto"
1004,1,h03050205,Edisto
1004,1,h03050206,"Four Hole Swamp"
1004,1,h03050207,Salkehatchie
1004,2,1466,hafnium
1004,2,1553,"rare earth elements"
1005,2,1597,titanium
1005,2,1619,zirconium
1005,2,470,geophysics
1005,2,18,"aeromagnetic surveying"
1005,2,19,"aeroradiometric surveying"
1005,2,745,"mineral resources"
1005,3,375,faults
1005,2,304,earthquakes
1005,2,531,hazards
1005,2,459,"geologic structure"
1005,2,2093,"study areas"
1005,1,f45015,Berkeley
1005,1,f45019,Charleston
1005,1,f45027,Clarendon
1005,1,f45029,Colleton
1005,1,f45035,Dorchester
1005,1,f45043,Georgetown
1005,1,f45075,Orangeburg
1005,1,f45089,Williamsburg
1005,1,q33080,"James Island"
1005,1,q33082,Savannah
1005,1,q34080,Georgetown
1005,1,q34082,Augusta
1005,1,h03040205,Black
1005,1,h03040207,"Carolina Coastal-Sampit"
1005,1,h03050111,"Lake Marion"
1005,1,h03050112,Santee
1005,1,h03050201,Cooper
1005,1,h03050202,"South Carolina Coastal"
1005,1,h03050205,Edisto
1005,1,h03050206,"Four Hole Swamp"
1005,1,h03050207,Salkehatchie
1005,1,h03050208,"Broad-St. Helena"
1005,2,1553,"rare earth elements"
1006,2,1406,beryllium
1006,2,1521,niobium
1006,2,1584,tantalum
1006,2,1597,titanium
1006,2,470,geophysics
1006,2,18,"aeromagnetic surveying"
1006,2,19,"aeroradiometric surveying"
1006,2,745,"mineral resources"
1006,2,1593,thorium
1006,2,1618,zinc
1006,2,1576,silver
1006,2,1417,cadmium
1006,2,1617,yttrium
1006,2,2093,"study areas"
1006,1,f17055,Franklin
1006,1,f17059,Gallatin
1006,1,f17065,Hamilton
1006,1,f17069,Hardin
1006,1,f17087,Johnson
1006,1,f17127,Massac
1006,1,f17151,Pope
1006,1,f17165,Saline
1006,1,f17193,White
1006,1,f17199,Williamson
1006,1,f18129,Posey
1006,1,f21007,Ballard
1006,1,f21033,Caldwell
1006,1,f21039,Carlisle
1006,1,f21055,Crittenden
1006,1,f21083,Graves
1006,1,f21101,Henderson
1006,1,f21107,Hopkins
1006,1,f21139,Livingston
1006,1,f21143,Lyon
1006,1,f21145,McCracken
1006,1,f21157,Marshall
1006,1,f21221,Trigg
1006,1,f21225,Union
1006,1,f21233,Webster
1006,1,q37088,Nashville
1006,1,q37090,Dyersburg
1006,1,q38088,Evansville
1006,1,q38090,Paducah
1006,1,q39088,Vincennes
1006,1,q39090,Belleville
1006,1,h05120113,"Lower Wabash"
1006,1,h05120114,"Little Wabash"
1006,1,h05130205,"Lower Cumberland"
1006,1,h05140202,Highland-Pigeon
1006,1,h05140203,"Lower Ohio-Bay"
1006,1,h05140204,Saline
1006,1,h05140205,Tradewater
1006,1,h05140206,"Lower Ohio"
1006,1,h06040005,"Kentucky Lake"
1006,1,h06040006,"Lower Tennessee"
1006,1,h07140106,"Big Muddy"
1006,1,h08010201,"Bayou De Chien-Mayfield"
1006,2,2302,barite
1006,2,2303,fluorite
1006,2,1553,"rare earth elements"
1007,2,470,geophysics
1007,2,18,"aeromagnetic surveying"
1007,2,19,"aeroradiometric surveying"
1007,2,1576,silver
1007,2,1464,gold
1007,2,1434,copper
1007,2,1618,zinc
1007,2,1521,niobium
1007,4,4.8,"Intrusive carbonatite"
1007,3,686,"mineral deposit areas"
1007,3,685,"mine sites"
1007,2,2093,"study areas"
1007,1,f06071,"San Bernardino"
1007,1,f32003,Clark
1007,1,q35116NWF1,"Desert Spring"
1007,1,q35116NWG1,"Fenner Hills"
1007,1,q35116NWH1,Goffs
1007,1,q36116NWD3,"Mesquite Lake"
1007,1,q36116NWD4,"Clark Mountain"
1007,1,q36116NWE3,"State Line Pass"
1007,1,q36116NWE4,"Ivanpah Lake"
1007,1,q36116NWF3,Roach
1007,1,q36116NWF4,Desert
1007,1,q36116NWG3,"Mccullough Pass"
1007,1,q36116NWG4,"Mccullough Mountain"
1007,1,q36116NWH3,"Mccullough Mountain NE"
1007,1,q36116NWH4,"Highland Spring"
1007,1,q36116SWD1,"Mescal Range"
1007,1,q36116SWE1,"Mineral Hill"
1007,1,q36116SWE2,Joshua
1007,1,q36116SWE3,"Mid Hills"
1007,1,q36116SWF1,Nipton
1007,1,q36116SWF2,Ivanpah
1007,1,q36116SWF3,"Pinto Valley"
1007,1,q36116SWF4,"Woods Mountains"
1007,1,q36116SWG1,"Crescent Peak"
1007,1,q36116SWG2,"Castle Peaks"
1007,1,q36116SWG3,"Grotto Hills"
1007,1,q36116SWG4,"Hackberry Mountain"
1007,1,q36116SWH1,"Hopps Well"
1007,1,q36116SWH2,"Hart Peak"
1007,1,q36116SWH3,"East of Grotto Hills"
1007,1,q36116SWH4,"Signal Hill"
1007,1,h15030102,"Piute Wash"
1007,1,h16060015,"Ivanpah-Pahrump Valleys"
1007,1,h18090203,"Death Valley-Lower Amargosa"
1007,1,h18100100,"Southern Mojave"
1007,2,1553,"rare earth elements"
1010,2,470,geophysics
1010,2,18,"aeromagnetic surveying"
1010,2,19,"aeroradiometric surveying"
1010,2,2093,"study areas"
1010,4,4.5.5,Anorthosite
1010,2,2043,"mineral deposits"
1010,2,1494,lithium
1010,2,1584,tantalum
1010,2,1596,tin
1010,2,1499,manganese
1010,2,1520,nickel
1010,2,1434,copper
1010,2,1483,iron
1010,2,1498,magnesium
1010,2,1424,cesium
1010,2,1553,"rare earth elements"
1010,2,1538,platinum
1010,2,1484,iridium
1010,2,1530,osmium
1010,2,1563,ruthenium
1010,3,686,"mineral deposit areas"
1010,2,1433,cobalt
1010,28,37,"graphite (natural)"
1010,28,67,"rare earths"
1010,28,64,"platinum-group metals"
1010,2,1559,rhodium
1010,28,50,lithium
1010,28,89,tantalum
1010,28,93,tin
1010,2,745,"mineral resources"
1010,2,1534,palladium
1010,1,f27005,Becker
1010,1,f27027,Clay
1010,1,f27089,Marshall
1010,1,f27107,Norman
1010,1,f27113,Pennington
1010,1,f27119,Polk
1010,1,f27125,"Red Lake"
1010,1,f38017,Cass
1010,1,f38097,Traill
1010,1,q47098,Fargo
1010,1,q48096,Bemidji
1010,1,q48098,"Grand Forks"
1010,1,q49096,Roseau
1010,1,q49098,"Thief River Falls"
1010,1,h09020104,"Upper Red"
1010,1,h09020106,Buffalo
1010,1,h09020107,Elm-Marsh
1010,1,h09020108,"Eastern Wild Rice"
1010,1,h09020301,Sandhill-Wilson
1010,1,h09020303,"Red Lake"
1010,1,h09020304,Thief
1010,1,h09020305,Clearwater
1010,1,h09020306,"Grand Marais-Red"
1010,1,h09020309,Snake
1011,2,18,"aeromagnetic surveying"
1011,2,19,"aeroradiometric surveying"
1011,2,470,geophysics
1011,2,2093,"study areas"
1011,2,1553,"rare earth elements"
1011,2,1454,fluorine
1011,2,1403,barium
1011,2,1463,germanium
1011,2,1617,yttrium
1011,2,1521,niobium
1011,2,1406,beryllium
1011,2,1597,titanium
1011,2,1433,cobalt
1011,2,1492,lead
1011,2,1618,zinc
1011,2,1434,copper
1011,2,1576,silver
1011,2,1520,nickel
1011,2,1035,"sedimentary rocks"
1011,2,572,"igneous rocks"
1011,4,4.4.2,Granite
1011,4,3.4.2,Rhyolite
1011,4,4.2.1,Lamprophyre
1011,3,686,"mineral deposit areas"
1011,1,f17003,Alexander
1011,1,f17055,Franklin
1011,1,f17077,Jackson
1011,1,f17081,Jefferson
1011,1,f17087,Johnson
1011,1,f17127,Massac
1011,1,f17145,Perry
1011,1,f17153,Pulaski
1011,1,f17157,Randolph
1011,1,f17163,"Saint Clair"
1011,1,f17181,Union
1011,1,f17189,Washington
1011,1,f17199,Williamson
1011,1,f21007,Ballard
1011,1,f21039,Carlisle
1011,1,f21145,McCracken
1011,1,f29017,Bollinger
1011,1,f29031,"Cape Girardeau"
1011,1,f29133,Mississippi
1011,1,f29143,"New Madrid"
1011,1,f29157,Perry
1011,1,f29201,Scott
1011,1,f29207,Stoddard
1011,1,q37090,Dyersburg
1011,1,q38090,Paducah
1011,1,q39090,Belleville
1011,1,h05140203,"Lower Ohio-Bay"
1011,1,h05140204,Saline
1011,1,h05140206,"Lower Ohio"
1011,1,h07140105,"Upper Mississippi-Cape Girardeau"
1011,1,h07140106,"Big Muddy"
1011,1,h07140107,Whitewater
1011,1,h07140108,Cache
1011,1,h07140204,"Lower Kaskaskia"
1011,1,h08010100,"Lower Mississippi-Memphis"
1011,1,h08010201,"Bayou De Chien-Mayfield"
1011,1,h08020201,"New Madrid-St. Johns"
1011,1,h08020203,"Lower St. Francis"
1011,1,h08020204,"Little River Ditches"
1012,2,2093,"study areas"
1012,2,19,"aeroradiometric surveying"
1012,2,18,"aeromagnetic surveying"
1012,2,470,geophysics
1012,2,1433,cobalt
1012,2,1553,"rare earth elements"
1012,2,1597,titanium
1012,2,1619,zirconium
1012,2,1011,"sand deposits"
1012,3,686,"mineral deposit areas"
1012,4,1.11,Sand
1012,28,64,"platinum-group metals"
1012,1,f37015,Bertie
1012,1,f37065,Edgecombe
1012,1,f37083,Halifax
1012,1,f37117,Martin
1012,1,f37127,Nash
1012,1,f37131,Northampton
1012,1,f37185,Warren
1012,1,f51007,Amelia
1012,1,f51025,Brunswick
1012,1,f51033,Caroline
1012,1,f51036,"Charles City"
1012,1,f51041,Chesterfield
1012,1,f51049,Cumberland
1012,1,f51053,Dinwiddie
1012,1,f51065,Fluvanna
1012,1,f51075,Goochland
1012,1,f51081,Greensville
1012,1,f51085,Hanover
1012,1,f51087,Henrico
1012,1,f51109,Louisa
1012,1,f51127,"New Kent"
1012,1,f51135,Nottoway
1012,1,f51145,Powhatan
1012,1,f51149,"Prince George"
1012,1,f51175,Southampton
1012,1,f51177,Spotsylvania
1012,1,f51183,Sussex
1012,1,f51570,"Colonial Heights"
1012,1,f51595,Emporia
1012,1,f51670,Hopewell
1012,1,f51730,Petersburg
1012,1,f51760,Richmond
1012,1,q36078,"Rocky Mount"
1012,1,q36080,Raleigh
1012,1,q37078,Norfolk
1012,1,q37080,Greensboro
1012,1,q38078,Richmond
1012,1,q38080,Roanoke
1012,1,q39078,Washington
1012,1,h02080105,Mattaponi
1012,1,h02080106,Pamunkey
1012,1,h02080205,"Middle James-Willis"
1012,1,h02080206,"Lower James"
1012,1,h02080207,Appomattox
1012,1,h03010106,"Roanoke Rapids"
1012,1,h03010107,"Lower Roanoke"
1012,1,h03010201,Nottoway
1012,1,h03010202,Blackwater
1012,1,h03010203,Ghowan
1012,1,h03010204,Meheriin
1012,1,h03020101,"Upper Tar"
1012,1,h03020102,Fishing
1012,1,h03020103,"Lower Tar"
1012,2,2263,"platinum-group elements"
1012,2,1466,hafnium
1013,2,2093,"study areas"
1013,2,19,"aeroradiometric surveying"
1013,2,1596,tin
1013,2,1600,tungsten
1013,2,725,"metamorphic rocks"
1013,2,18,"aeromagnetic surveying"
1013,2,470,geophysics
1013,3,686,"mineral deposit areas"
1013,1,f02240,"Southeast Fairbanks"
1013,1,q64144D5,"Tanacross D-5"
1013,1,q65144A1,"Eagle A-1"
1013,1,q65144A2,"Eagle A-2"
1013,1,q65144A3,"Eagle A-3"
1013,1,q65144A4,"Eagle A-4"
1013,1,q65144A5,"Eagle A-5"
1013,1,q65144B1,"Eagle B-1"
1013,1,q65144B2,"Eagle B-2"
1013,1,q65144B3,"Eagle B-3"
1013,1,q65144B4,"Eagle B-4"
1013,1,q65144B5,"Eagle B-5"
1013,1,q65144C1,"Eagle C-1"
1013,1,q65144C2,"Eagle C-2"
1013,1,q65144C3,"Eagle C-3"
1013,1,q65144C4,"Eagle C-4"
1013,1,q65144C5,"Eagle C-5"
1013,1,q65144D1,"Eagle D-1"
1013,1,q65144D2,"Eagle D-2"
1013,1,q65144D3,"Eagle D-3"
1013,1,q65144D4,"Eagle D-4"
1013,1,q66144A2,"Charley River A-2"
1013,1,q66144A3,"Charley River A-3"
1013,1,h19040104,"Fortymile River"
1013,1,h19040401,"Eagle to Circle"
1014,2,19,"aeroradiometric surveying"
1014,2,18,"aeromagnetic surveying"
1014,2,470,geophysics
1014,2,2093,"study areas"
1014,2,1553,"rare earth elements"
1014,2,1600,tungsten
1014,2,1605,uranium
1014,2,1521,niobium
1014,2,1406,beryllium
1014,2,1454,fluorine
1014,2,1562,rubidium
1014,2,1466,hafnium
1014,2,1584,tantalum
1014,2,1596,tin
1014,2,1494,lithium
1014,2,1619,zirconium
1014,2,1509,molybdenum
1014,2,1434,copper
1014,2,1483,iron
1014,2,1593,thorium
1014,4,3.4.2,Rhyolite
1014,4,5.12,Skarn
1014,4,4.2,Porphyry
1014,4,4.8,"Intrusive carbonatite"
1014,3,686,"mineral deposit areas"
1014,1,f35035,Otero
1014,1,f48141,"El Paso"
1014,1,f48229,Hudspeth
1014,1,q32106NW,"Dell City"
1014,1,q32106SW,"Sierra Blanca"
1014,1,q32108NE,"El Paso"
1014,1,q33106SW,"Crow Flats"
1014,1,h13040100,"Rio Grande-Fort Quitman"
1014,1,h13040201,"Cibolo-Red Light"
1014,1,h13050003,"Tularosa Valley"
1014,1,h13050004,"Salt Basin"
1015,4,4.6,"Alkalic intrusive rock"
1015,4,4.8,"Intrusive carbonatite"
1015,4,4.4.7,Syenite
1015,4,4.2.1,Lamprophyre
1015,2,415,"fracture (geologic)"
1015,2,18,"aeromagnetic surveying"
1015,2,19,"aeroradiometric surveying"
1015,2,2093,"study areas"
1015,2,1553,"rare earth elements"
1015,2,1521,niobium
1015,2,1593,thorium
1015,2,1597,titanium
1015,2,1610,vanadium
1015,2,1584,tantalum
1015,2,1605,uranium
1015,4,5.3,"Metavolcanic rock"
1015,2,1390,aluminum
1015,2,1596,tin
1015,2,1600,tungsten
1015,2,1509,molybdenum
1015,2,1464,gold
1015,2,1576,silver
1015,2,1618,zinc
1015,2,1434,copper
1015,2,1492,lead
1015,3,686,"mineral deposit areas"
1015,1,f08027,Custer
1015,1,f08043,Fremont
1015,1,q39106NWC4,"Waugh Mountain"
1015,1,q39106NWD4,"Hall Gulch"
1015,1,q39106NWE4,"Gribble Mountain"
1015,1,q39106NWF4,"Rice Mountain"
1015,1,q39106SWC1,"Arkansas Mountain"
1015,1,q39106SWC2,Cotopaxi
1015,1,q39106SWC3,"Electric Peak"
1015,1,q39106SWD1,Echo
1015,1,q39106SWD2,Hillside
1015,1,q39106SWD3,"Beckwith Mountain"
1015,1,q39106SWD4,"Horn Peak"
1015,1,q39106SWE1,"Mcintyre Hills"
1015,1,q39106SWE2,"Iron Mountain"
1015,1,q39106SWE3,Westcliffe
1015,1,q39106SWE4,"Aldrich Gulch"
1015,1,q39106SWF1,"Royal Gorge"
1015,1,q39106SWF2,"Curley Peak"
1015,1,q39106SWF3,"Mount Tyndall"
1015,1,q39106SWF4,Rosita
1015,1,q39106SWG1,"Canon City"
1015,1,q39106SWG2,Rockvale
1015,1,q39106SWG3,"Hardscrabble Mountain"
1015,1,q39106SWG4,"Deer Peak"
1015,1,h11020001,"Arkansas Headwaters"
1015,1,h11020002,"Upper Arkansas"
1016,1,f06027,Inyo
1016,1,f06035,Lassen
1016,1,f06051,Mono
1016,1,f32001,Churchill
1016,1,f32007,Elko
1016,1,f32009,Esmeralda
1016,1,f32011,Eureka
1016,1,f32013,Humboldt
1016,1,f32015,Lander
1016,1,f32019,Lyon
1016,1,f32021,Mineral
1016,1,f32023,Nye
1016,1,f32027,Pershing
1016,1,f32029,Storey
1016,1,f32031,Washoe
1016,1,q38118,Goldfield
1016,1,q38120,Mariposa
1016,1,q39118,Tonopah
1016,1,q39120,"Walker Lake"
1016,1,q40118,Millett
1016,1,q40120,Reno
1016,1,q40122,Chico
1016,1,q41118,Winnemucca
1016,1,q41120,Lovelock
1016,1,h16040101,"Upper Humboldt"
1016,1,h16040104,Pine
1016,1,h16040105,"Middle Humboldt"
1016,1,h16040106,Rock
1016,1,h16040107,Reese
1016,1,h16040108,"Lower Humboldt"
1016,1,h16040202,"Lower Quinn"
1016,1,h16040203,"Smoke Creek Desert"
1016,1,h16050102,Truckee
1016,1,h16050103,"Pyramid-Winnemucca Lakes"
1016,1,h16050104,"Granite Springs Valley"
1016,1,h16050202,"Middle Carson"
1016,1,h16050203,"Carson Desert"
1016,1,h16050303,Walker
1016,1,h16050304,"Walker Lake"
1016,1,h16060001,"Dixie Valley"
1016,1,h16060002,"Gabbs Valley"
1016,1,h16060003,"Southern Big Smoky Valley"
1016,1,h16060004,"Northern Big Smoky Valley"
1016,1,h16060010,"Fish Lake-Soda Spring Valleys"
1016,1,h16060011,"Ralston-Stone Cabin Valleys"
1016,1,h16060013,"Cactus-Sarcobatus Flats"
1016,1,h18080003,"Honey-Eagle Lakes"
1016,1,h18090101,"Mono Lake"
1016,1,h18090102,"Crowley Lake"
1016,1,h18090201,"Eureka-Saline Valleys"
1016,2,2093,"study areas"
1016,2,745,"mineral resources"
1016,2,1494,lithium
1016,2,677,"magnetic field (earth)"
1016,2,19,"aeroradiometric surveying"
1016,2,18,"aeromagnetic surveying"
1016,2,648,lidar
1016,2,477,"geothermal resources"
1016,2,572,"igneous rocks"
1016,2,1483,iron
1016,2,1433,cobalt
1016,2,1429,chromium
1016,2,1520,nickel
1016,2,1434,copper
1016,2,1538,platinum
1016,2,1534,palladium
1016,2,1530,osmium
1016,2,1484,iridium
1016,2,1563,ruthenium
1016,2,1559,rhodium
1016,2,1553,"rare earth elements"
1016,3,686,"mineral deposit areas"
1016,2,470,geophysics
1016,4,3.4.2,Rhyolite
1016,4,3.6.2,Basalt
1016,28,50,lithium
1016,2,1773,"interagency programs"
1016,2,1772,partnerships
1017,2,2093,"study areas"
1017,2,470,geophysics
1017,2,18,"aeromagnetic surveying"
1017,2,19,"aeroradiometric surveying"
1017,2,677,"magnetic field (earth)"
1017,2,1538,platinum
1017,2,1534,palladium
1017,2,1530,osmium
1017,2,1484,iridium
1017,2,1563,ruthenium
1017,2,1559,rhodium
1017,2,1553,"rare earth elements"
1017,2,1610,vanadium
1017,2,1429,chromium
1017,2,1433,cobalt
1017,2,1521,niobium
1017,2,1596,tin
1017,2,1597,titanium
1017,2,1605,uranium
1017,2,1600,tungsten
1017,2,1619,zirconium
1017,2,1341,"plutonic rocks"
1017,2,2043,"mineral deposits"
1017,2,745,"mineral resources"
1017,2,2094,"critical minerals"
1017,2,1520,nickel
1017,2,1434,copper
1017,2,1492,lead
1017,2,1464,gold
1017,2,1772,partnerships
1017,3,686,"mineral deposit areas"
1017,1,f08057,Jackson
1017,1,f56001,Albany
1017,1,f56007,Carbon
1017,1,q41108NE,Walden
1017,1,q42106SW,Laramie
1017,1,q42108NE,"Medicine Bow"
1017,1,q42108SE,Saratoga
1017,1,h10180002,"Upper North Platte"
1017,1,h10180004,"Medicine Bow"
1017,1,h10180010,"Upper Laramie"
1019,2,2093,"study areas"
1019,2,19,"aeroradiometric surveying"
1019,2,18,"aeromagnetic surveying"
1019,2,677,"magnetic field (earth)"
1019,2,470,geophysics
1019,2,1340,"volcanic rocks"
1019,2,2043,"mineral deposits"
1019,2,1434,copper
1019,2,1618,zinc
1019,2,1464,gold
1019,2,1576,silver
1019,2,1433,cobalt
1019,2,1596,tin
1019,2,1409,bismuth
1019,2,1589,tellurium
1019,2,1479,indium
1019,2,1463,germanium
1019,2,1460,gallium
1019,2,1393,antimony
1019,2,1396,arsenic
1019,2,1645,Ordovician
1019,4,5.3.1,"Felsic metavolcanic rock"
1019,4,5.3.3,"Mafic metavolcanic rock"
1019,3,686,"mineral deposit areas"
1019,1,f23003,Aroostook
1019,1,f23019,Penobscot
1019,1,f23021,Piscataquis
1019,1,f23025,Somerset
1019,1,q46070,Millinocket
1019,1,q47068,Woodstock
1019,1,q47070,"Presque Isle"
1019,1,q48070,Edmundston
1019,1,h01010001,"Upper St. John"
1019,1,h01010002,Allagash
1019,1,h01010003,Fish
1019,1,h01010004,Aroostook
1019,1,h01020001,"West Branch Penobscot"
1019,1,h01020002,"East Branch Penobscot"
1019,2,1499,manganese
1020,2,677,"magnetic field (earth)"
1020,2,19,"aeroradiometric surveying"
1020,2,2093,"study areas"
1020,2,470,geophysics
1020,2,18,"aeromagnetic surveying"
1020,2,2043,"mineral deposits"
1020,3,686,"mineral deposit areas"
1020,2,1483,iron
1020,2,1433,cobalt
1020,2,1434,copper
1020,2,1464,gold
1020,2,1409,bismuth
1020,2,1553,"rare earth elements"
1020,2,1406,beryllium
1020,2,1605,uranium
1020,2,1596,tin
1020,4,4.4.2.1,"Peraluminous granite"
1020,4,4.4.13.1,Diabase
1020,4,6.7,"Augen gneiss"
1020,4,2.1.1.3,Argillite
1020,4,5.5.1,Greenschist
1020,1,f16037,Custer
1020,1,f16059,Lemhi
1020,1,f30081,Ravalli
1020,1,q45114NW,Leadore
1020,1,q45116NE,Challis
1020,1,q46114SW,Salmon
1020,1,q46116SE,"Bighorn Crags"
1020,1,h17010205,Bitterroot
1020,1,h17060201,"Upper Salmon"
1020,1,h17060203,"Middle Salmon-Panther"
1020,1,h17060204,Lemhi
1020,1,h17060206,"Lower Middle Fork Salmon"
1021,2,2093,"study areas"
1021,2,470,geophysics
1021,2,18,"aeromagnetic surveying"
1021,2,19,"aeroradiometric surveying"
1021,1,f30007,Broadwater
1021,1,f30043,Jefferson
1021,1,f30049,"Lewis and Clark"
1021,1,f30057,Madison
1021,1,f30077,Powell
1021,1,f30093,"Silver Bow"
1021,1,q46112,Bozeman
1021,1,q46114,Dillon
1021,1,q47112,"White Sulphur Springs"
1021,1,q47114,Butte
1021,1,h10020003,Ruby
1021,1,h10020004,"Big Hole"
1021,1,h10020005,Jefferson
1021,1,h10020006,Boulder
1021,1,h10020007,Madison
1021,1,h10030101,"Upper Missouri"
1021,1,h17010201,"Upper Clark Fork"
