fid,HoleID,From,To,SampleID,Length_mm,Cu_pc,mid_x,mid_y,mid_z,PROJECTCOD,PNTPROSPC,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,SF_Observe,WGS84_CALX,WGS84_CALY,WGS84_CALZ,CoordSurv,SurvInstr,SampleDate,SAMPLEDBY,Lith1,Lith2,LT_Color1,LT_Color2,Lith_Desc,Alt_Assbl1,Alt1,Alt2,Alt3,Alt_Desc,MN_Miner_1,MN_Miner_2,MN_Miner_3,Min_Desc,Lab_L_D,Dsptch_L_D,SmpDspDate,Labjobno,SmpRetDate,AnalysisLD,GenerMeth,SampWt_g_D,RecvdWt_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD
271,Ro17,481.563,481.604,,41,1.166,4348766.65,5646242.45,-176.7702081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-176.7702081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,11663,,,,,,,,,,,,80,,,,127,,,
272,Ro17,481.604,481.658,,54,1.641,4348766.65,5646242.45,-176.8177081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-176.8177081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,16413,,,,,,,,,,,,92,,,,122,,,
273,Ro17,481.658,481.704,,46,1.024,4348766.65,5646242.45,-176.8677081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-176.8677081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,10238,,,,,,,,,,,,105,,,,133,,,
274,Ro17,481.704,481.754,,50,0.976,4348766.65,5646242.45,-176.9157081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-176.9157081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,9762,,,,,,,,,,,,92,,,,139,,,
275,Ro17,481.754,481.783,,29,1,4348766.65,5646242.45,-176.9552081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-176.9552081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,10000,,,,,,,,,,,,92,,,,127,,,
276,Ro17,481.783,481.797,,14,2.093,4348766.65,5646242.45,-176.9767081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-176.9767081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,20926,,,,,,,,,,,,92,,,,139,,,
277,Ro17,481.797,481.809,,12,1.998,4348766.65,5646242.45,-176.9897081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-176.9897081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,19976,,,,,,,,,,,,80,,,,207,,,
278,Ro17,481.809,481.819,,10,1.713,4348766.65,5646242.45,-177.0007081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.0007081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,17126,,,,,,,,,,,,80,,,,190,,,
279,Ro17,481.819,481.851,,32,1.879,4348766.65,5646242.45,-177.0217081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.0217081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,18789,,,,,,,,,,,,80,,,,144,,,
280,Ro17,481.851,481.871,,20,1.808,4348766.65,5646242.45,-177.0477081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.0477081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,18076,,,,,,,,,,,,92,,,,196,,,
281,Ro17,481.871,481.886,,15,1.926,4348766.65,5646242.45,-177.0652081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.0652081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,19264,,,,,,,,,,,,92,,,,224,,,
282,Ro17,481.886,481.934,,48,1.736,4348766.65,5646242.45,-177.0967081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.0967081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,17363,,,,,,,,,,,,92,,,,196,,,
283,Ro17,481.934,481.964,,30,1.808,4348766.65,5646242.45,-177.1357081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.1357081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,18076,,,,,,,,,,,,105,,,,162,,,
284,Ro17,481.964,481.974,,10,1.784,4348766.65,5646242.45,-177.1557081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.1557081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,17838,,,,,,,,,,,,105,,,,150,,,
285,Ro17,481.974,482,,26,1.831,4348766.65,5646242.45,-177.1737081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.1737081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,18314,,,,,,,,,,,,92,,,,276,,,
286,Ro17,482,482.025,,25,2.14,4348766.65,5646242.45,-177.1992081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.1992081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,21401,,,,,,,,,,,,92,,,,207,,,
287,Ro17,482.025,482.036,,11,2.473,4348766.65,5646242.45,-177.2172081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.2172081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,24727,,,,,,,,,,,,92,,,,241,,,
288,Ro17,482.036,482.05,,14,2.52,4348766.65,5646242.45,-177.2297081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.2297081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,25202,,,,,,,,,,,,105,,,,259,,,
289,Ro17,482.06,482.066,,6,2.069,4348766.65,5646242.45,-177.2497081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.2497081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,20689,,,,,,,,,,,,167,,,,287,,,
290,Ro17,482.066,482.089,,23,0.715,4348766.65,5646242.45,-177.2642081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.2642081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,7150,,,,,,,,,,,,142,,,,430,,,
291,Ro17,482.089,482.101,,12,0.361,4348766.65,5646242.45,-177.2817081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.2817081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3613,,,,,,,,,,,,130,,,,219,,,
292,Ro17,482.101,482.118,,17,0.328,4348766.65,5646242.45,-177.2962081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.2962081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3280,,,,,,,,,,,,130,,,,230,,,
293,Ro17,482.118,482.132,,14,0.715,4348766.65,5646242.45,-177.3117081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.3117081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,7150,,,,,,,,,,,,130,,,,93,,,
294,Ro17,482.132,482.156,,24,0.397,4348766.65,5646242.45,-177.3307081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.3307081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,3969,,,,,,,,,,,,117,,,,344,,,
295,Ro17,482.164,482.184,,20,0.152,4348766.65,5646242.45,-177.3607081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.3607081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1523,,,,,,,,,,,,105,,,,281,,,
296,Ro17,482.184,482.195,,11,0.194,4348766.65,5646242.45,-177.3762081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.3762081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1936,,,,,,,,,,,,99,,,,44,,,
297,Ro17,482.195,482.219,,24,0.239,4348766.65,5646242.45,-177.3937081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.3937081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,2391,,,,,,,,,,,,99,,,,45,,,
298,Ro17,482.219,482.254,,35,0.294,4348766.65,5646242.45,-177.4232081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.4232081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,2936,,,,,,,,,,,,126,,,,184,,,
299,Ro17,482.254,482.259,,5,0.641,4348766.65,5646242.45,-177.4432081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.4432081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,6409,,,,,,,,,,,,126,,,,52,,,
300,Ro17,482.259,482.267,,8,1.255,4348766.65,5646242.45,-177.4497081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.4497081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,12545,,,,,,,,,,,,165,,,,46,,,
301,Ro17,482.267,482.279,,12,1.096,4348766.65,5646242.45,-177.4597081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.4597081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,10955,,,,,,,,,,,,205,,,,150,,,
302,Ro17,482.279,482.3,,21,2.005,4348766.65,5646242.45,-177.4762081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.4762081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,20045,,,,,,,,,,,,218,,,,229,,,
303,Ro17,482.3,482.311,,11,1.891,4348766.65,5646242.45,-177.4922081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.4922081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,18909,,,,,,,,,,,,533,,,,2118,,,
304,Ro17,482.311,482.326,,15,0.101,4348766.65,5646242.45,-177.5052081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.5052081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1005,,,,,,,,,,,,99,,,,71,,,
305,Ro17,482.326,482.345,,19,0.709,4348766.65,5646242.45,-177.5222081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.5222081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,7091,,,,,,,,,,,,244,,,,307,,,
306,Ro17,482.345,482.358,,13,1.164,4348766.65,5646242.45,-177.5382081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.5382081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,11636,,,,,,,,,,,,415,,,,786,,,
307,Ro17,482.358,482.373,,15,1.346,4348766.65,5646242.45,-177.5522081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.5522081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,13455,,,,,,,,,,,,573,,,,1017,,,
308,Ro17,482.373,482.383,,10,1.096,4348766.65,5646242.45,-177.5647081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.5647081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,10955,,,,,,,,,,,,415,,,,1157,,,
309,Ro17,482.383,482.391,,8,1.596,4348766.65,5646242.45,-177.5737081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.5737081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,15955,,,,,,,,,,,,875,,,,1837,,,
310,Ro17,482.391,482.402,,11,0.891,4348766.65,5646242.45,-177.5832081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.5832081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,8909,,,,,,,,,,,,376,,,,932,,,
311,Ro17,482.402,482.423,,21,1.073,4348766.65,5646242.45,-177.5992081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.5992081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,10727,,,,,,,,,,,,547,,,,921,,,
312,Ro17,482.423,482.507,,84,0.618,4348766.65,5646242.45,-177.6517081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.6517081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,6182,,,,,,,,,,,,231,,,,381,,,
313,Ro17,482.507,482.518,,11,0.033,4348766.65,5646242.45,-177.6992081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.6992081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,325,,,,,,,,,,,,86,,,,30,,,
314,Ro17,482.518,482.527,,9,0.103,4348766.65,5646242.45,-177.7092081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.7092081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1027,,,,,,,,,,,,99,,,,36,,,
315,Ro17,482.527,482.536,,9,0.066,4348766.65,5646242.45,-177.7182081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.7182081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,664,,,,,,,,,,,,86,,,,48,,,
316,Ro17,482.536,482.542,,6,0.201,4348766.65,5646242.45,-177.7257081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.7257081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,2005,,,,,,,,,,,,113,,,,72,,,
317,Ro17,482.542,482.556,,14,0.191,4348766.65,5646242.45,-177.7357081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.7357081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,1914,,,,,,,,,,,,152,,,,75,,,
318,Ro17,482.556,482.568,,12,0.401,4348766.65,5646242.45,-177.7487081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.7487081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,4005,,,,,,,,,,,,139,,,,101,,,
319,Ro17,482.568,482.575,,7,0.173,4348766.65,5646242.45,-177.7582081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.7582081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1732,,,,,,,,,,,,113,,,,67,,,
320,Ro17,482.575,482.585,,10,0.055,4348766.65,5646242.45,-177.7667081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.7667081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,550,,,,,,,,,,,,73,,,,38,,,
321,Ro17,482.585,482.61,,25,0.006,4348766.65,5646242.45,-177.7842081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.7842081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,55,,,,,,,,,,,,73,,,,42,,,
322,Ro17,482.61,482.658,,48,0.008,4348766.65,5646242.45,-177.8207081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.8207081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,78,,,,,,,,,,,,60,,,,23,,,
323,Ro17,482.658,482.696,,38,0.023,4348766.65,5646242.45,-177.8637081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.8637081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,225,,,,,,,,,,,,60,,,,27,,,
324,Ro17,482.696,482.747,,51,0.018,4348766.65,5646242.45,-177.9082081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.9082081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,175,,,,,,,,,,,,73,,,,33,,,
325,Ro17,482.747,482.847,,100,0.015,4348766.65,5646242.45,-177.9837081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-177.9837081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,153,,,,,,,,,,,,47,,,,22,,,
326,Ro17,482.847,482.882,,35,0.008,4348766.65,5646242.45,-178.0512081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.0512081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,78,,,,,,,,,,,,47,,,,34,,,
327,Ro17,482.882,482.92,,38,0.008,4348766.65,5646242.45,-178.0877081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.0877081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,80,,,,,,,,,,,,47,,,,29,,,
328,Ro17,482.92,482.945,,25,0.005,4348766.65,5646242.45,-178.1192081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.1192081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,50,,,,,,,,,,,,47,,,,21,,,
329,Ro17,482.945,483,,55,0.003,4348766.65,5646242.45,-178.1592081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.1592081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,28,,,,,,,,,,,,47,,,,23,,,
330,Ro17,483,483.132,,132,0.005,4348766.65,5646242.45,-178.2527081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.2527081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,46,,,,,,,,,,,,47,,,,32,,,
331,Ro17,483.132,483.226,,94,0.002,4348766.65,5646242.45,-178.3657081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.3657081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,16,,,,,,,,,,,,60,,,,26,,,
332,Ro17,483.226,483.336,,110,0.001,4348766.65,5646242.45,-178.4677081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.4677081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,12,,,,,,,,,,,,47,,,,26,,,
333,Ro17,483.336,483.435,,99,0.001,4348766.65,5646242.45,-178.5722081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.5722081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,12,,,,,,,,,,,,47,,,,26,,,
334,Ro17,483.435,483.536,,101,0.001,4348766.65,5646242.45,-178.6722081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.6722081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,,,,,,,,,,,,47,,,,39,,,
335,Ro17,483.536,483.641,,105,0.001,4348766.65,5646242.45,-178.7752081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.7752081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,,,,,,,,,,,,60,,,,39,,,
336,Ro17,483.641,483.663,,22,0.001,4348766.65,5646242.45,-178.8387081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.8387081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,12,,,,,,,,,,,,47,,,,38,,,
337,Ro17,483.663,483.786,,123,0.001,4348766.65,5646242.45,-178.9112081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-178.9112081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,10,,,,,,,,,,,,60,,,,56,,,
338,Ro17,483.786,483.848,,62,0.001,4348766.65,5646242.45,-179.0037081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-179.0037081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,12,,,,,,,,,,,,86,,,,45,,,
339,Ro17,483.848,483.938,,90,0.002,4348766.65,5646242.45,-179.0797081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-179.0797081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,19,,,,,,,,,,,,362,,,,48,,,
340,Ro17,484.18,484.245,,65,0.002,4348766.65,5646242.45,-179.3992081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-179.3992081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,16,,,,,,,,,,,,43,,,,21,,,
341,Ro17,484.245,484.465,,220,0.001,4348766.65,5646242.45,-179.5417081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-179.5417081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,13,,,,,,,,,,,,43,,,,19,,,
342,Ro17,484.465,484.54,,75,0.002,4348766.65,5646242.45,-179.6892081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-179.6892081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,16,,,,,,,,,,,,55,,,,18,,,
343,Ro17,484.54,484.566,,26,0.002,4348766.65,5646242.45,-179.7397081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-179.7397081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,18,,,,,,,,,,,,49,,,,34,,,
344,Ro17,484.566,484.784,,218,0.001,4348766.65,5646242.45,-179.8617081,Tannenberg Copper Project,,Ro17,,Core,Drill Core,Drillhole,,9.8471647,50.9316127,-179.8617081,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,13,,,,,,,,,,,,43,,,,32,,,
345,Rohrbach,515,515.108,18338,108,0.016,4339608.76,5643831.92,-288.1153754,Tannenberg Copper Project,,Rohrbach,18338,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-288.1153754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,164,,,,,,,,,,,,58,,,,29,,,
346,Rohrbach,515.108,515.176,18337,68,0.023,4339608.76,5643831.92,-288.2033754,Tannenberg Copper Project,,Rohrbach,18337,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-288.2033754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,234,,,,,,,,,,,,67,,,,31,,,
347,Rohrbach,515.176,515.33,18336,154,0.013,4339608.76,5643831.92,-288.3143754,Tannenberg Copper Project,,Rohrbach,18336,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-288.3143754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,129,,,,,,,,,,,,58,,,,34,,,
348,Rohrbach,515.33,515.378,18335,48,0.009,4339608.76,5643831.92,-288.4153754,Tannenberg Copper Project,,Rohrbach,18335,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-288.4153754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,91,,,,,,,,,,,,183,,,,25,,,
349,Rohrbach,515.378,515.603,18334,225,0.004,4339608.76,5643831.92,-288.5518754,Tannenberg Copper Project,,Rohrbach,18334,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-288.5518754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,41,,,,,,,,,,,,125,,,,15,,,
350,Rohrbach,515.603,515.658,18333,55,0.005,4339608.76,5643831.92,-288.6918754,Tannenberg Copper Project,,Rohrbach,18333,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-288.6918754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,51,,,,,,,,,,,,688,,,,17,,,
351,Rohrbach,515.658,515.773,18332,115,0.004,4339608.76,5643831.92,-288.7768754,Tannenberg Copper Project,,Rohrbach,18332,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-288.7768754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,41,,,,,,,,,,,,183,,,,18,,,
352,Rohrbach,515.773,515.817,18331,44,0.013,4339608.76,5643831.92,-288.8563754,Tannenberg Copper Project,,Rohrbach,18331,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-288.8563754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,126,,,,,,,,,,,,764,,,,32,,,
